,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
921,Babami,8.2,,,2.0,,asian,Zimmerstraße 23,10969,Berlin,52.5075736,13.3914197,wolt
922,Salami Social Club II,7.8,,,2.0,,italian,Schönhauser Allee 176,10119,Berlin,52.53172205551587,13.412003162761234,wolt
923,PUFFLE BEES,9.2,,,2.0,,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
924,Burgerzimmer X,7.8,,,2.0,,american,Heinrich-Heine-Straße 36,10179,Berlin,52.5057895,13.4121294,wolt
925,Vedang - plant burger (Mall of Berlin),9.0,,,3.0,,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
926,Rises Deliciacies,9.0,,,2.0,,middle eastern,Veteranenstraße 25,10119,Berlin,52.53302849816972,13.40014627916736,wolt
927,Nem&More,8.0,,,2.0,,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
928,Izumi Restaurant-Sushi Bar,8.2,,,3.0,,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
929, Hofbräu Wirtshaus Berlin,8.4,,,3.0,,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
930,Ristorante Marea,7.4,,,3.0,,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
931,Sucre Et Sel,8.2,,,3.0,,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
932,Delhi 6,8.4,,,3.0,,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
933,Al Contadino Mozzarella Bar & Bottega,9.2,,,3.0,,european,Auguststraße 34,10119,Berlin,52.52764950259383,13.400837996222302,wolt
934,Vegan Bashi,8.2,,,3.0,,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
935,cafe camaleon,8.4,,,3.0,,cafes,Rosenthalerstraße 53,10178,Berlin,52.5258247,13.4038859,wolt
936,Hoongy,8.6,10.0,,2.0,55.0,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
937,Cowei,8.6,10.0,,1.0,60.0,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
938,Standard Serious Pizza - Mitte,7.4,10.0,,2.0,35.0,italian,Torstraße 102,10119,Berlin,52.5294757,13.4039167,wolt
939,Cocolo Ramen Mitte,9.2,10.0,,2.0,35.0,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
940,Ming Dynastie Mitte,9.2,10.0,,2.0,45.0,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
941,Noumi,9.2,10.0,,2.0,50.0,asian,Jägerstr. 35,10117,Berlin,52.5143007,13.397416,wolt
942,Soul Sushi Berlin-Mitte,8.8,10.0,,1.0,55.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
943,Q Burger Mitte,8.4,10.0,,1.0,45.0,american,Zimmerstraße 68,10117,Berlin,52.508031841694375,13.393314303705523,wolt
944,Mizu Ramen,8.8,10.0,,2.0,55.0,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
945,PHO Noodlebar Mitte,8.2,10.0,,2.0,55.0,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
946,Pizza Point Zimmerstr.,8.2,10.0,,1.0,45.0,italian,Zimmerstraße 10,10969,Berlin,52.5073228,13.3878867,wolt
947,Alt-Berliner Gasthaus Julchen Hoppe,9.0,10.0,1.9,2.0,,european,Rathausstraße 25,10178,Berlin,52.51733607261106,13.404971896959797,wolt
948,Hummus Company,8.0,10.0,1.9,1.0,,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
949,Royals & Rice,8.8,10.0,1.9,3.0,,asian,Torstraße 164,10115,Berlin,52.5288602,13.3959879,wolt
950,Mogg,9.0,10.0,,2.0,55.0,,Auguststr. 11- 13,10117,Berlin,52.5264862,13.3944418,wolt
951,Spreegold Mitte,7.8,10.0,,,35.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,,,wolt
952,Sushi Miyabi Mitte,8.0,10.0,,,35.0,asian,Georgenstraße 195,10117,Berlin,,,wolt
953,Tuans Huette,9.0,10.0,,2.0,55.0,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
954,Com Viet Berlin,7.8,10.0,,2.0,60.0,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
955,Happy Buddha,7.4,10.0,,2.0,35.0,middle eastern,Schlegel Straße 22,10115,Berlin,52.53034265713895,13.38685159671559,wolt
956,Pinocchio Berlin,8.0,10.0,1.9,2.0,,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
957,MEATBALLERY,,10.0,1.9,2.0,,european,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,52.5326499,13.3876973,wolt
958,Ristorante Marea,7.4,10.0,,3.0,60.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
959,Vedang - plant burger (Mall of Berlin),9.0,10.0,,3.0,60.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
960,Hasir Burger,8.2,10.0,1.9,1.0,,fastfood,Chausseestr.30 ,10115,Berlin,52.5323728,13.3812135,wolt
961,Ming Dynastie Mitte,9.2,10.0,1.9,2.0,,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
962,Restaurant Aposto,8.0,10.0,,2.0,60.0,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
963,The Indique,7.8,10.0,,3.0,45.0,middle eastern,Ziegelstraße 29,10117,Berlin,52.52367950000001,13.3906793,wolt
964,CRACKBUNS,9.0,10.0,,1.0,50.0,american,Auguststrasse 63,10117,Berlin,52.527203,13.3971057,wolt
965,Shiso Burger Mitte,8.4,10.0,1.9,2.0,,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
966,Noumi,9.2,10.0,,2.0,55.0,asian,Jägerstr. 35,10117,Berlin,52.5143007,13.397416,wolt
967,Q Burger Mitte,8.4,10.0,1.9,1.0,,american,Zimmerstraße 68,10117,Berlin,52.508031841694375,13.393314303705523,wolt
968,Mizu Ramen,8.8,10.0,,2.0,40.0,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
969,PHO Noodlebar Mitte,8.2,10.0,,2.0,40.0,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
970,Global Tea,9.0,10.0,,1.0,50.0,breakfast/dessert,Max-Beer-Straße 13,10119,Berlin,52.52554070000001,13.4080503,wolt
971,Co-Chu,8.8,10.0,,2.0,40.0,asian,"Invalidenstraße, 29",10115,Berlin,52.5312198,13.3844848,wolt
972,Wildes Fraeulein,9.2,10.0,,2.0,55.0,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
973,Choppaluna,9.0,10.0,,2.0,55.0,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
974,Spreegold Mitte,7.8,10.0,,2.0,35.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
975,Indian Village,8.2,10.0,,2.0,32.5,fastfood,Dircksenstraße 94,10178,Berlin,52.5181633,13.4153644,wolt
976,pao pao Modern Tea,9.2,10.0,1.9,2.0,,breakfast/dessert,Rosenthaler Str. 66,10119,Berlin,52.5284291,13.40252,wolt
977,Viet Street - Sushi Bar,8.8,10.0,,2.0,32.5,asian,Dirckenstr. 93,10178,Berlin,52.5180296,13.4154194,wolt
978,Salami Social Club II,7.8,10.0,,2.0,55.0,italian,Schönhauser Allee 176,10119,Berlin,52.53172205551587,13.412003162761234,wolt
979,Vegian,,,,2.0,,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
980,MIBAP,9.2,,,2.0,,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
981,Maison Dang,8.2,,,1.0,,asian,Tucholskystraße 34,10117,Berlin,52.52631535360692,13.393759968406496,wolt
982,Angry Chicken - Mitte,8.8,,,1.0,,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
983,Aplo Greek Kitchen & Foods,7.8,,,1.0,,mediterranean,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
984,Lovebirds - Contemporary Pizza,8.4,,,1.0,,italian,Rosenthaler Straße 3,10119,Berlin,52.5287412,13.4018009,wolt
985,Pizza Peppino,,,,1.0,,european,Tucholskystraße 13,10117,Berlin,52.52339332586772,13.391764043640274,wolt
986,Hoongy,8.6,,,2.0,,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
987,Mama Cook,8.6,,,1.0,,asian,Hedemannstraße 10,10969,Berlin,52.50299,13.38859,wolt
988,Cowei,8.6,,,1.0,,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
989,Coréen Restaurant,8.6,,,1.0,,asian,Torstraße 179,10115,Berlin,52.52879,13.39407,wolt
990,bacg,8.6,,,1.0,,middle eastern,Neue Schönhauser Str.,10178,Berlin,52.52485032890104,13.405544419780236,wolt
991,Katchi Ice Cream (Hackescher Markt),,,,2.0,,breakfast/dessert,Oranienburger Strasse 89,10178,Berlin,52.52355439999999,13.4005345,wolt
992,Hasir Burger,8.2,,,1.0,,fastfood,Chausseestr.30 ,10115,Berlin,52.5323728,13.3812135,wolt
993,Quà Phê,9.4,,,1.0,,asian,Schendelgasse 9,10119,Berlin,52.52679045899932,13.408479274123788,wolt
994,Caphe HOA,9.2,,,2.0,,vegetarian or vegan,Stallschreiberstrasse 15,10179,Berlin,52.5064966,13.4082134,wolt
995,Minty's Fresh Food Bar,,,,1.0,,breakfast/dessert,Torstraße 178,10115,Berlin,52.52847496427177,13.394461747404078,wolt
996,Linh Coffee Lab,9.0,,,1.0,,cafes,Chausseestr. 19,10115,Berlin,52.5302259,13.3840856,wolt
997,Toca Rouge,8.6,,,2.0,,asian,Torstraße 195,10115,Berlin,52.5282882,13.3919802,wolt
998,CHIMNEYS,8.4,,,1.0,,breakfast/dessert,Brunnenstraße 173,10119,Berlin,52.53288560000001,13.3984218,wolt
999,YamYam,8.6,,,2.0,,asian,Alte Schönhauser Str. 6,10119,Berlin,52.5276072,13.4081676,wolt
1000,Manngo,7.4,,,1.0,,asian,Mulackstraße 29,10119,Berlin,52.5273003,13.4056547,wolt
1001,Soy Restaurant,9.4,,,2.0,,mediterranean,Rosa-Luxemburg-Straße 30,10178,Berlin,52.52601407098775,13.411483058480062,wolt
1002,Cocolo Ramen Mitte,9.2,,,2.0,,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
1003,Akito Sushi Express,8.8,,,2.0,,asian,Chausseestraße 116,10115,Berlin,52.5300273,13.3834134,wolt
1004,Akito Sushi Bar,8.8,,,2.0,,asian,Reinhardtstraße 6,1011, Berlin,52.5239124,13.3867527,wolt
1005,Tasty Bistro,7.6,,,1.0,,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
1006,MarcAnns,8.8,,,2.0,,european,Invalidenstraße 114,10115,Berlin,52.5306911,13.3842847,wolt
1007,Reisfreude,9.0,,,1.0,,european,Brückenstraße 1c,10179,Berlin,52.51191129999999,13.4171379,wolt
1008,Van Long,8.4,,,2.0,,asian,Reinhardtstraße 8,10117,Berlin,52.52379697423213,13.386434408597848,wolt
1009,Restaurant Aposto,8.0,,,2.0,,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
1010,Hayal Grill,9.2,,,2.0,,steak,Charlottenstraße 13,10969,Berlin,52.50701122999866,13.393112483191135,wolt
1011,St. Oberholz,8.4,,,2.0,,cafes,Rosenthaler Str. 72a,10119,Berlin,52.52947318491223,13.401836958757409,wolt
1012,Creasian,7.6,,,2.0,,asian,Große Hamburger Straße 21,10115,Berlin,52.52424725298764,13.399283277399832,wolt
1013,Rotes Kamel,8.6,,,2.0,,steak, Hannah-Arendt-Str. 4,10117,Berlin,52.5140041,13.3811706,wolt
1014,KAFFEEMITTE,9.0,,,2.0,,breakfast/dessert,Weinmeisterstraße 9a,10178,Berlin,52.52521369999999,13.4061021,wolt
1015,Eden - Vietnamese Restaurant,8.6,,,2.0,,asian,Rosenstraße 19,10178,Berlin,52.5216976,13.4049481,wolt
1016,Yada Yada Breakfast Club,9.0,,,2.0,,breakfast/dessert,Köpenicker Str. 93,10179,Berlin,52.5118344,13.4134833,wolt
1017,Ming Dynastie Mitte,9.2,,,2.0,,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
1018,Sons of Mana Mitte,8.6,,,2.0,,poke,Chausseestraße 19,10115,Berlin,52.53019931058914,13.383765637415303,wolt
1019,Takumi'9 Sapporo,9.0,,,2.0,,asian,Chausseestraße 124,10115,Berlin,52.5290334,13.3846772,wolt
1020,Ryong,8.8,,,2.0,,asian,Torstraße 59,10119,Berlin,52.52907725886125,13.40893395582038,wolt
1021,Cafe Fleury,9.2,,,2.0,,european,Weinbergsweg 20,10119,Berlin,52.53117446073856,13.402212173018816,wolt
1022,"YADA YADA baked potatoes,salads...and more",9.0,,,2.0,,poke,Kommandantenstraße 71,10117,Berlin,52.5086018,13.4033065,wolt
1023,Pizza-Scheune,8.4,,,2.0,,italian,Rosa-Luxemburg-Straße 49 ,10178,Berlin,52.5280443,13.4099983,wolt
1024,Fam. Dang,8.0,,,2.0,,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
1025,Chopstix Mitte,9.0,,,2.0,,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
1026,Ferrarino Pizza,8.6,,,2.0,,italian,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,52.52000659999999,13.404954,wolt
1027,Nuovo Firenze,7.8,,,2.0,,italian,Invalidenstraße 6,10115,Berlin,52.5322276,13.3930809,wolt
1028,Djimalaya,9.0,,,2.0,,mediterranean,Invalidenstraße 159,10115,Berlin,52.5323523,13.3973485,wolt
1029,Hauptstadtburger,7.6,,,2.0,,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
1030,GOOD BANK - Joachimstrasse,8.4,,,2.0,,poke,Joachimstrasse 17A,10119,Berlin,52.527821,13.4004662,wolt
1031,Tiny's Pizza,8.2,,,2.0,,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
1032,The Indique,7.8,10.0,,3.0,35.0,middle eastern,Ziegelstraße 29,10117,Berlin,52.52367950000001,13.3906793,wolt
1033,Vedang - plant burger (Alexa),8.8,,,3.0,,american,"Grunerstraße 20 Alexa Foodcourt, 2. OG",10179,Berlin,52.51971747719034,13.415936597520494,wolt
1034,Shiso Burger Mitte,8.4,10.0,,2.0,55.0,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
1035,Tommi's Burger Joint Mitte,7.6,10.0,,2.0,55.0,american,Invalidenstrasse 160,10115,Berlin,52.53238289999999,13.3976359,wolt
1036,Soul Sushi Berlin-Mitte,8.8,10.0,,1.0,60.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
1037,Sons of Mana x Royals & Rice,9.0,10.0,,,45.0,poke,Friedrichstraße 67,10117,Berlin,,,wolt
1038,Pizza Point Zimmerstr.,8.2,10.0,,1.0,60.0,italian,Zimmerstraße 10,10969,Berlin,52.5073228,13.3878867,wolt
1039,Dolores - Mitte,8.8,10.0,,,60.0,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,,,wolt
1040,Sushi Point,,10.0,1.9,2.0,,seafood,Grunerstraße 20,10179,Berlin,52.5200038,13.4152231,wolt
1041,Global Tea,9.0,10.0,1.9,1.0,,breakfast/dessert,Max-Beer-Straße 13,10119,Berlin,52.52554070000001,13.4080503,wolt
1042,Cana Restaurant ,9.2,10.0,,2.0,40.0,middle eastern,Neue Roßstraße 11,10179,Berlin,52.512489901723086,13.408856382209862,wolt
1043,Wildes Fraeulein,9.2,10.0,1.9,2.0,,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
1044,Choppaluna,9.0,10.0,1.9,2.0,,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
1045,SMASH! Mitte,8.6,10.0,,1.0,40.0,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
1046,CHICKEN POW ! Mitte,8.2,10.0,,1.0,40.0,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
1047,Besh,8.8,10.0,,1.0,40.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
1048,90°C Bubble Tea & Cafe,9.2,10.0,1.9,2.0,,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
1049,VietBowl Potsdamer Platz,8.6,10.0,,2.0,40.0,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
1050,O'Tacos Berlin Spandauer Str.,7.4,10.0,1.9,2.0,,european,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
1051,Paulaner Wirtshaus Berlin Potsdamer Platz,8.4,10.0,1.9,2.0,,european,Alte Potsdamer Str. 1,10785,Berlin,52.508671,13.3753261,wolt
1052,Amrit Mitte,8.4,10.0,,3.0,40.0,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
1053,Wrapublic Mitte,8.8,10.0,1.9,2.0,,steak,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
1054,Aloha Poke Berlin,,10.0,1.9,2.0,,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
1055,PUFFLE BEES,9.2,10.0,1.9,2.0,,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
1056, Hofbräu Wirtshaus Berlin,8.4,10.0,,3.0,40.0,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
1057,Delhi 6,8.4,10.0,,3.0,50.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
1058,Quà Phê,9.4,,,1.0,,asian,Schendelgasse 9,10119,Berlin,52.52679045899932,13.408479274123788,wolt
1059,Ristorante Bonfini,7.0,,,2.0,,european,Chausseestraße 15,10115,Berlin,52.5295285,13.3848003,wolt
1060,VietBowl Mitte,,,,2.0,,asian,Zimmerstraße 69,10117,Berlin,52.5080041,13.3928408,wolt
1061,Berliner Marcus Bräu,8.4,,,2.0,,european,"Münzstraße 1-3,",10178,Berlin,52.52397187772237,13.409258666270404,wolt
1062,Mövenpick Restaurant Berlin,7.4,,,2.0,,poke,Schöneberger Str. 3,10963,Berlin,52.5038107,13.3804042,wolt
1063,Weltwirtschaft am HKW,,,,2.0,,european,John Foster Dulles Allee 10,10557,Berlin,52.51928550268709,13.364887312045054,wolt
1064,Vino e Basilico,9.0,,,,,european,Tucholskystraße 18/20,10117,Berlin,,,wolt
1065,The Indique,7.8,,,3.0,,middle eastern,Ziegelstraße 29,10117,Berlin,52.52367950000001,13.3906793,wolt
1066,Marina Blu,7.8,10.0,,3.0,50.0,italian,Weinbergsweg 8A,10119,Berlin,52.53126551033871,13.40291421123817,wolt
1067,Soul Sushi Berlin-Mitte,8.8,10.0,,1.0,50.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
1068,NORDSEE - Berlin Spandauer Straße,8.2,10.0,,,35.0,seafood,Spandauer Str. 4,10178,Berlin,,,wolt
1069,Van Anh Quan,,10.0,,1.0,50.0,asian,Brunnenstrasse 182,10119,Berlin,52.5315687,13.3993977,wolt
1070,Fresh's,7.8,10.0,,,35.0,poke,This is a virtual venue,10178,Berlin,,,wolt
1071,Mizu Ramen,8.8,10.0,,2.0,50.0,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
1072,PHO Noodlebar Mitte,8.2,10.0,,2.0,50.0,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
1073,Asman,8.4,10.0,,1.0,50.0,middle eastern,Ackerstraße 20,10115,Berlin,52.53156796761646,13.39662193373002,wolt
1074,Effe & Gold,,10.0,1.9,1.0,,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
1075,Jabe Dine & Bar,8.8,10.0,,2.0,45.0,asian,Alte Schönhauser Str. 7,10119,Berlin,52.5274014094146,13.408137673016736,wolt
1076,Quy Nguyen Vegan Living ,8.8,10.0,,2.0,50.0,asian,Oranienburger Str. 7,10178,Berlin,52.52374380000001,13.4004558,wolt
1077,momos - organic veggie dumplings,8.6,10.0,1.9,2.0,,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
1078,Pockets,8.6,10.0,1.9,2.0,,mediterranean,Torstraße 189,10115,Berlin,52.52842494597571,13.392690086507711,wolt
1079,Tiger Ramen,7.4,10.0,,2.0,55.0,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
1080,Caphe HOA,9.2,10.0,1.9,2.0,,vegetarian or vegan,Stallschreiberstrasse 15,10179,Berlin,52.5064966,13.4082134,wolt
1081,Cocolo Ramen Mitte,9.2,10.0,,2.0,32.5,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
1082,Akito Sushi Express,8.8,10.0,1.9,2.0,,asian,Chausseestraße 116,10115,Berlin,52.5300273,13.3834134,wolt
1083,Tasty Bistro,7.6,10.0,1.9,1.0,,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
1084,Creasian,7.6,10.0,,2.0,32.5,asian,Große Hamburger Straße 21,10115,Berlin,52.52424725298764,13.399283277399832,wolt
1085,Fam. Dang,8.0,10.0,,2.0,45.0,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
1086,Ferrarino Pizza,8.6,10.0,,2.0,32.5,italian,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,52.52000659999999,13.404954,wolt
1087,The Indique,7.8,10.0,,3.0,32.5,middle eastern,Ziegelstraße 29,10117,Berlin,52.52367950000001,13.3906793,wolt
1088,CRACKBUNS,9.0,10.0,,1.0,45.0,american,Auguststrasse 63,10117,Berlin,52.527203,13.3971057,wolt
1089,Kebap with attitude,8.2,10.0,,2.0,32.5,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
1090,Noumi,9.2,10.0,,2.0,32.5,asian,Jägerstr. 35,10117,Berlin,52.5143007,13.397416,wolt
1091,Brammibal's Donuts - Potsdamer Platz,9.6,10.0,1.9,1.0,,breakfast/dessert,Alte Potsdamer Str. 11,10785,Berlin,52.5080051,13.3738108,wolt
1092,Rosenburger,8.8,10.0,,1.0,30.0,american,Brunnenstraße 196,10119,Berlin,52.5300812,13.4006739,wolt
1093,Berlin Currys,7.8,10.0,1.9,1.0,,fastfood,Karl-Liebknecht-Str. 13,10178,Berlin,52.5223087920727,13.40833332740671,wolt
1094,Mizu Ramen,8.8,10.0,,2.0,32.5,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
1095,BunUp Mitte,7.8,10.0,,1.0,40.0,vegetarian or vegan,This is a virtual venue,10178,Berlin,52.5238316,13.3985704,wolt
1096,PHO Noodlebar Mitte,8.2,10.0,,2.0,32.5,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
1097,Fresh's,7.8,10.0,,1.0,40.0,poke,This is a virtual venue,10178,Berlin,52.5238316,13.3985704,wolt
1098,Cha - Natural Drinks,9.0,10.0,1.9,1.0,,breakfast/dessert,Brunnenstraße 173,10115,Berlin,52.53288509999999,13.3984652,wolt
1099,Esra,7.8,10.0,1.9,1.0,,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
1100,Asman,8.4,10.0,,1.0,30.0,middle eastern,Ackerstraße 20,10115,Berlin,52.53156796761646,13.39662193373002,wolt
1101,Co-Chu,8.8,,,2.0,,asian,"Invalidenstraße, 29",10115,Berlin,52.5312198,13.3844848,wolt
1102,Capvin,8.2,10.0,,2.0,30.0,italian,Weinbergsweg 24,10119,Berlin,52.53074110000001,13.401757,wolt
1103,Café Journale ,7.8,10.0,1.9,1.0,,italian,Lindenstraße 37,10969,Berlin,52.5068558,13.3984213,wolt
1104,WILD & RAW,8.6,10.0,1.9,2.0,,healthy,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
1105,Huong Que - Mitte,9.0,10.0,,2.0,30.0,asian,Weinbergsweg 27,10119,Berlin,52.53032327108959,13.401492579761,wolt
1106,Son Kitchen Foodtruck,8.6,10.0,1.9,2.0,,asian,Varian-Fry-Straße ,10785,Berlin,52.5088036,13.3742494,wolt
1107,Nihombashi,7.8,10.0,,2.0,30.0,asian,Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
1108,Tiger Ramen,7.4,10.0,,2.0,32.5,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
1109,Rises Deliciacies,9.0,10.0,1.9,2.0,,middle eastern,Veteranenstraße 25,10119,Berlin,52.53302849816972,13.40014627916736,wolt
1110,Nem&More,8.0,10.0,1.9,2.0,,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
1111, Hofbräu Wirtshaus Berlin,8.4,10.0,1.9,3.0,,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
1112,Al Contadino Mozzarella Bar & Bottega,9.2,10.0,1.9,3.0,,european,Auguststraße 34,10119,Berlin,52.52764950259383,13.400837996222302,wolt
1113,Vegan Bashi,8.2,10.0,,3.0,32.5,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
1114,Hoongy,8.6,10.0,,2.0,32.5,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
1115,Toca Rouge,8.6,10.0,,2.0,32.5,asian,Torstraße 195,10115,Berlin,52.5282882,13.3919802,wolt
1116,Soy Restaurant,9.4,10.0,1.9,2.0,,mediterranean,Rosa-Luxemburg-Straße 30,10178,Berlin,52.52601407098775,13.411483058480062,wolt
1117,Creasian,7.6,10.0,1.9,2.0,,asian,Große Hamburger Straße 21,10115,Berlin,52.52424725298764,13.399283277399832,wolt
1118,Rotes Kamel,8.6,10.0,,2.0,40.0,steak, Hannah-Arendt-Str. 4,10117,Berlin,52.5140041,13.3811706,wolt
1119,Ferrarino Pizza,8.6,10.0,,2.0,50.0,italian,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,52.52000659999999,13.404954,wolt
1120,Restaurant Aposto,8.0,10.0,,2.0,45.0,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
1121,Gaststätte Sophieneck,8.8,10.0,1.9,3.0,,european,Große Hamburger Str. 37,10115,Berlin,52.52640873826283,13.398569722683622,wolt
1122,CRACKBUNS,9.0,,,1.0,,american,Auguststrasse 63,10117,Berlin,52.527203,13.3971057,wolt
1123,Kuchi Mitte,8.8,10.0,1.9,2.0,,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
1124,Rosenburger,8.8,10.0,,1.0,50.0,american,Brunnenstraße 196,10119,Berlin,52.5300812,13.4006739,wolt
