restaurant_name,pricyness,delivery_fee,street,city_name,latitude,longitude,coordinates,link,database
Vegang,2,2.90,Kantstraße 33,berlin,52.5063203,13.3165176,"52.5063203,13.3165176",https://wolt.com/en/deu/berlin/restaurant/vegang,wolt
VietBowl Charlottenburg,2,2.90,Uhlandstraße 156,berlin,52.4983891,13.3247217,"52.4983891,13.3247217",https://wolt.com/en/deu/berlin/restaurant/vietbowl-charlottenburg,wolt
Soopri - Trend Food Berlin,1,2.90,Kantstraße 87,berlin,52.5066059,13.2968331,"52.5066059,13.2968331",https://wolt.com/en/deu/berlin/restaurant/soopri-trend-food-berlin,wolt
Bodhicitta Vegan Bowl,2,2.90,Kantstraße 139,berlin,52.5058152,13.318681,"52.5058152,13.318681",https://wolt.com/en/deu/berlin/restaurant/bodhicitta-vegan-bowl,wolt
Himalaya,2,2.90,Thrasoltstraße 12,berlin,52.514860964831946,13.305234838113659,"52.514860964831946,13.305234838113659",https://wolt.com/en/deu/berlin/restaurant/himalaya-berlin,wolt
Restaurant Lotus,2,2.90,Kantstraße 70,berlin,52.50693931848937,13.300925964420264,"52.50693931848937,13.300925964420264",https://wolt.com/en/deu/berlin/restaurant/restaurant-lotus-berlin,wolt
Samakki Talad Thai,2,2.90,Kaiser-Friedrich-Straße 41 ,berlin,52.508937,13.3015809,"52.508937,13.3015809",https://wolt.com/en/deu/berlin/restaurant/samakki-talad-thai,wolt
Pizza Persa,2,2.90,Schillerstraße 71,berlin,52.50973752447952,13.303511513491854,"52.50973752447952,13.303511513491854",https://wolt.com/en/deu/berlin/restaurant/pizza-persa,wolt
Chez Emil Restaurant,2,2.90,Bochumer Str. 17,berlin,52.5230146,13.3387426,"52.5230146,13.3387426",https://wolt.com/en/deu/berlin/restaurant/suite-seventeen-restaurant,wolt
DALUMA - Kudamm,2,2.90,Schlüterstraße 38,berlin,52.5020226,13.3165845,"52.5020226,13.3165845",https://wolt.com/en/deu/berlin/restaurant/daluma-kudamm,wolt
Oesterelli,2,1.90,Bismarckstraße 6,berlin,52.51266769999999,13.3181727,"52.51266769999999,13.3181727",https://wolt.com/en/deu/berlin/restaurant/oesterelli,wolt
Berlin Burrito Company Charlottenburg,2,2.90,Kantstraße 51,berlin,52.50677049999999,13.3096112,"52.50677049999999,13.3096112",https://wolt.com/en/deu/berlin/restaurant/berlin-burrito-company-charlottenburg,wolt
Restaurant Gino Berlin,2,2.90,Welserstraße 27,berlin,52.4993922,13.3422107,"52.4993922,13.3422107",https://wolt.com/en/deu/berlin/restaurant/restaurant-gino-berlin,wolt
NGO KIM PAK,2,2.90,Schlüterstraße 22-23,berlin,52.50571898245637,13.317171195104736,"52.50571898245637,13.317171195104736",https://wolt.com/en/deu/berlin/restaurant/ngo-kim-pak,wolt
Anappurna,2,2.90,Stuttgarter Platz 22,berlin,52.5043812,13.2989281,"52.5043812,13.2989281",https://wolt.com/en/deu/berlin/restaurant/anappurna,wolt
XXX Ramen,2,2.90,Kantstr. 130,berlin,52.5061234,13.313524,"52.5061234,13.313524",https://wolt.com/en/deu/berlin/restaurant/xxx-ramen,wolt
Pound & Pence,2,2.90,Arminiusstraße 2-4,berlin,52.5277847237724,13.338521600001249,"52.5277847237724,13.338521600001249",https://wolt.com/en/deu/berlin/restaurant/pound-pence,wolt
beets&roots Kranzler Eck,2,2.90,Kurfürstendamm 22,berlin,52.5039029,13.3302567,"52.5039029,13.3302567",https://wolt.com/en/deu/berlin/restaurant/beetsroots-kranzler-eck,wolt
Pho Nguyen 68,2,2.90,Savignypl. 11,berlin,52.50611000000001,13.3212899,"52.50611000000001,13.3212899",https://wolt.com/en/deu/berlin/restaurant/pho-nguyen-68,wolt
Upper Burger Grill,2,2.90,Rankestraße 3 ,berlin,52.50344459999999,13.3342516,"52.50344459999999,13.3342516",https://wolt.com/en/deu/berlin/restaurant/upper-burger-grill,wolt
Ajwa,2,2.90,Bochumer Str. 5,berlin,52.5238379,13.3376561,"52.5238379,13.3376561",https://wolt.com/en/deu/berlin/restaurant/ajwa,wolt
May Restaurant,2,2.90,Lietzenburger Str. 77,berlin,52.49972899999999,13.3243961,"52.49972899999999,13.3243961",https://wolt.com/en/deu/berlin/restaurant/may-restaurant,wolt
Chen's Wok,2,1.90,Otto-Suhr-Allee 11-13,berlin,52.51331,13.3186599,"52.51331,13.3186599",https://wolt.com/en/deu/berlin/restaurant/chens-wok,wolt
DER SCHMARRNKAISER,2,2.90,Bugenhagenstraße 19,berlin,52.52820329999999,13.3387706,"52.52820329999999,13.3387706",https://wolt.com/en/deu/berlin/restaurant/der-schmarrnkaiser,wolt
Manhattan Burger,2,2.90,Schloßstraße 39,berlin,52.5130245,13.2973661,"52.5130245,13.2973661",https://wolt.com/en/deu/berlin/restaurant/manhattan-burger,wolt
 Gasthaus Kater Alex,2,2.90,Kaiser-Friedrich-Straße 29,berlin,52.5117907,13.3011131,"52.5117907,13.3011131",https://wolt.com/en/deu/berlin/restaurant/gasthaus-kater-alex,wolt
ROMERO,2,2.90,Lotte-Lenya-Bogen 559-560,berlin,52.5047028,13.328086,"52.5047028,13.328086",https://wolt.com/en/deu/berlin/restaurant/romero,wolt
Minakami - Japanische Fusion,2,2.90,Kantstrasse 50,berlin,52.5067058,13.3100956,"52.5067058,13.3100956",https://wolt.com/en/deu/berlin/restaurant/minakami-japanische-fusion,wolt
Sagano,2,2.90,Kurfürstendamm 182,berlin,52.50031,13.31358,"52.50031,13.31358",https://wolt.com/en/deu/berlin/restaurant/sagano,wolt
Simela finest food,2,2.90,Kantstraße 146,berlin,52.5055404,13.3235375,"52.5055404,13.3235375",https://wolt.com/en/deu/berlin/restaurant/pizzeria-simela,wolt
Burgers Berlin CHB,2,2.90,Pestalozzistraeße 25,berlin,52.5079733,13.3088545,"52.5079733,13.3088545",https://wolt.com/en/deu/berlin/restaurant/burgers-berlin-chb,wolt
Manjurani Berlin,2,1.90,Knesebeckstrasse 4,berlin,52.5101626,13.322411,"52.5101626,13.322411",https://wolt.com/en/deu/berlin/restaurant/manjurani-berlin,wolt
Co Do Hue,2,2.90,Windscheidstraße 12,berlin,52.5073314,13.2985626,"52.5073314,13.2985626",https://wolt.com/en/deu/berlin/restaurant/co-do-hue,wolt
Salut Mediterranean Food & Catering,2,2.90,Augsburger Str. 29,berlin,52.5013194,13.3344323,"52.5013194,13.3344323",https://wolt.com/en/deu/berlin/restaurant/salut-mediterranean-food-catering,wolt
Spice India,2,2.90,Uhlandstraße 161,berlin,52.49922429999999,13.3251089,"52.49922429999999,13.3251089",https://wolt.com/en/deu/berlin/restaurant/spice-india-berlin,wolt
The Butcher,2,2.90,Kantstraße 144,berlin,52.5056801,13.3207259,"52.5056801,13.3207259",https://wolt.com/en/deu/berlin/restaurant/the-butcher-ber,wolt
Hanoi's Corner,2,2.90,Leibnizstraße 56,berlin,52.50190703918777,13.313004191024682,"52.50190703918777,13.313004191024682",https://wolt.com/en/deu/berlin/restaurant/hanois-corner,wolt
Route 66 Diner,2,2.90,Pariser Str. 44,berlin,52.49770890387246,13.319848142860156,"52.49770890387246,13.319848142860156",https://wolt.com/en/deu/berlin/restaurant/route-66-diner,wolt
Dunkin Donuts Wilmersdorfer Straße,2,2.90,Wilmersdorfer Str. 58,berlin,52.5075047,13.3061138,"52.5075047,13.3061138",https://wolt.com/en/deu/berlin/restaurant/dunkin-donuts-wilmersdorfer-strae,wolt
Ho Lo Asia Restaurant,2,2.90,Rankestraße 9,berlin,52.501918,13.3327116,"52.501918,13.3327116",https://wolt.com/en/deu/berlin/restaurant/ho-lo-asia-restaurant,wolt
SING-LE,2,1.90,Leibnizstraße 20,berlin,52.5100114,13.3152225,"52.5100114,13.3152225",https://wolt.com/en/deu/berlin/restaurant/sing-le,wolt
couscous schale,1,2.90,Dahlmannstraße 17,berlin,52.49974899999999,13.3036707,"52.49974899999999,13.3036707",https://wolt.com/en/deu/berlin/restaurant/couscous-schale,wolt
Ø27,2,2.90,Kantstraße 143,berlin,52.5057239,13.3205023,"52.5057239,13.3205023",https://wolt.com/en/deu/berlin/restaurant/027,wolt
Sljiva,2,2.90,Bugenhagenstraße 19,berlin,52.528007486232944,13.338900687134092,"52.528007486232944,13.338900687134092",https://wolt.com/en/deu/berlin/restaurant/sljiva,wolt
Sons of Mana Bikini,2,2.90,Budapester Str. 38-50,berlin,52.50541969489267,13.337926769433965,"52.50541969489267,13.337926769433965",https://wolt.com/en/deu/berlin/restaurant/sons-of-mana-bikini,wolt
taste&soul Berlin Tiergarten,2,2.90,This is a virtual venue,berlin,52.5040114,13.3425018,"52.5040114,13.3425018",https://wolt.com/en/deu/berlin/restaurant/tastesoul-berlin-tiergarten,wolt
Kim Korean House,2,1.90,Alt-Moabit 62,berlin,52.52390279999999,13.3285709,"52.52390279999999,13.3285709",https://wolt.com/en/deu/berlin/restaurant/kim-korean-house,wolt
Katsudo,2,2.90,Goethestraße 37,berlin,52.50911499999999,13.3071126,"52.50911499999999,13.3071126",https://wolt.com/en/deu/berlin/restaurant/katsudo,wolt
Rosso 2 ,2,2.90,Uhlandstraße 43/44,berlin,52.49879000000001,13.32415,"52.49879000000001,13.32415",https://wolt.com/en/deu/berlin/restaurant/rosso-2,wolt
Chaparro im Kantini,2,2.90,Budapester Straße 38-50,berlin,52.5055961,13.338308,"52.5055961,13.338308",https://wolt.com/en/deu/berlin/restaurant/chaparro-im-kantini,wolt
 Falafel Kantstraße,2,2.90,Kantstraße 56a,berlin,52.5068566,13.3070706,"52.5068566,13.3070706",https://wolt.com/en/deu/berlin/restaurant/falafel-kantstrae,wolt
 Trattoria Fortuna,2,2.90,Kaiserdamm 4,berlin,52.511003,13.293771,"52.511003,13.293771",https://wolt.com/en/deu/berlin/restaurant/trattoria-fortuna,wolt
Lal Haweli,2,1.90,Alt-Moabit 51,berlin,52.52401144964896,13.330150418259294,"52.52401144964896,13.330150418259294",https://wolt.com/en/deu/berlin/restaurant/lal-haweli,wolt
Hard Rock Cafe Berlin,2,2.90,Kurfürstendamm 224,berlin,52.503131,13.3295639,"52.503131,13.3295639",https://wolt.com/en/deu/berlin/restaurant/hard-rock-cafe-berlin,wolt
Prema,2,2.90,Wundtstraße 9,berlin,52.5125347,13.294962,"52.5125347,13.294962",https://wolt.com/en/deu/berlin/restaurant/prema,wolt
Bao Bun Burger,2,2.90,Stuttgarter Platz 2,berlin,52.5058777,13.3066418,"52.5058777,13.3066418",https://wolt.com/en/deu/berlin/restaurant/bao-bun-bar,wolt
Santa Mamma Gnoccheria,2,2.90,Wilmersdorfer Str. 46,berlin,52.509249,13.304609,"52.509249,13.304609",https://wolt.com/en/deu/berlin/restaurant/santa-mamma-gnoccheria,wolt
Satyam,2,2.90,Goethestraße 5,berlin,52.50898189999999,13.3221641,"52.50898189999999,13.3221641",https://wolt.com/en/deu/berlin/restaurant/satyam-berlin,wolt
Japanese Bistro Momiji,2,2.90,Bleibtreustr. 52,berlin,52.5066369,13.32042,"52.5066369,13.32042",https://wolt.com/en/deu/berlin/restaurant/japanese-bistro-momiji,wolt
green tree,2,2.90,Pfalzburger Str. 83,berlin,52.49887175956384,13.323025563712136,"52.49887175956384,13.323025563712136",https://wolt.com/en/deu/berlin/restaurant/green-tree,wolt
Taste - Singapore Style Fusion Kitchen,2,1.90,Alt-Moabit 54,berlin,52.5241507,13.3290108,"52.5241507,13.3290108",https://wolt.com/en/deu/berlin/restaurant/taste-singapore-style-fusion-kitchen,wolt
India Express,2,2.90,Kantstraße 74,berlin,52.5069519,13.2993544,"52.5069519,13.2993544",https://wolt.com/en/deu/berlin/restaurant/india-express,wolt
Kartoffelkiste im Europa-Center,2,2.90,Tauentzienstraße 9-12,berlin,52.50441559999999,13.3379755,"52.50441559999999,13.3379755",https://wolt.com/en/deu/berlin/restaurant/kartoffelkiste-im-europa-center,wolt
Nguyên Imbiss,2,2.90,Tauroggener Str. 3,berlin,52.5235275,13.3010905,"52.5235275,13.3010905",https://wolt.com/en/deu/berlin/restaurant/nguyn-imbiss,wolt
Makénéné,2,1.90,Schillerstraße 20,berlin,52.510768875221956,13.313870800000004,"52.510768875221956,13.313870800000004",https://wolt.com/en/deu/berlin/restaurant/maknn,wolt
Pasta Rhymes,2,2.90,Kaiser-Friedrich-Straße 5,berlin,52.5178261,13.3000338,"52.5178261,13.3000338",https://wolt.com/en/deu/berlin/restaurant/pasta-rhymes,wolt
Cigköftem WILMA,2,2.90,Wilmersdorfer Strasse 46,berlin,52.509249,13.304609,"52.509249,13.304609",https://wolt.com/en/deu/berlin/restaurant/cigkftem-wilma,wolt
KIKI,2,2.90,Kurfürstenstraße 101,berlin,52.504954,13.3415848,"52.504954,13.3415848",https://wolt.com/en/deu/berlin/restaurant/kiki-schoeneberg,wolt
Zen House Vegan,2,2.90,Kantstraße 71,berlin,52.50697178635647,13.300186381066414,"52.50697178635647,13.300186381066414",https://wolt.com/en/deu/berlin/restaurant/zen-house-vegan,wolt
Taj - Schloßstraße,2,2.90,Schloßstraße 62,berlin,52.5174973,13.2968104,"52.5174973,13.2968104",https://wolt.com/en/deu/berlin/restaurant/taj-schlosstrasse,wolt
Viet Phuong,2,2.90,Richard-Wagner-Straße 37,berlin,52.5153434,13.3058432,"52.5153434,13.3058432",https://wolt.com/en/deu/berlin/restaurant/viet-phuong,wolt
Tasty Cuisine,2,2.90,Prager Platz 4,berlin,52.4929991,13.3323817,"52.4929991,13.3323817",https://wolt.com/en/deu/berlin/restaurant/tasty-cuisine,wolt
Borkowskis Original Berliner Currywurst,2,2.90,This is a virtual venue,berlin,52.50162128799873,13.34214487717608,"52.50162128799873,13.34214487717608",https://wolt.com/en/deu/berlin/restaurant/borkowskis-original-berliner-currywurst,wolt
Taj - India Haus,2,2.90,Stuttgarter Pl. 16,berlin,52.505275,13.3010598,"52.505275,13.3010598",https://wolt.com/en/deu/berlin/restaurant/taj-india-haus,wolt
Trattoria Tatou,2,2.90,Kantstraße 16,berlin,52.5058433,13.3261773,"52.5058433,13.3261773",https://wolt.com/en/deu/berlin/restaurant/trattoria-tatou,wolt
Katchi Ice Cream (Savignyplatz),2,2.90,Grolmanstraße 14A,berlin,52.5087051,13.3198167,"52.5087051,13.3198167",https://wolt.com/en/deu/berlin/restaurant/katchi-ice-cream-charlottenburg,wolt
Beyti,2,2.90,Savignypl. 1,berlin,52.5052008,13.3233304,"52.5052008,13.3233304",https://wolt.com/en/deu/berlin/restaurant/beyti-berlin,wolt
Chikin Han,2,2.90,This is a virtual venue,berlin,52.50613,13.30988,"52.50613,13.30988",https://wolt.com/en/deu/berlin/restaurant/chikin-han,wolt
Calcutta,2,2.90,Bleibtreustraße 17,berlin,52.5031823,13.3194442,"52.5031823,13.3194442",https://wolt.com/en/deu/berlin/restaurant/calcutta,wolt
SaltWine,2,2.90, Bugenhagenstraße 19 ,berlin,52.52820329999999,13.3387706,"52.52820329999999,13.3387706",https://wolt.com/en/deu/berlin/restaurant/saltwine,wolt
Lasagneria by Mangiare,2,2.90,Arminiusstraße 2-4,berlin,52.52815024394885,13.338915884726061,"52.52815024394885,13.338915884726061",https://wolt.com/en/deu/berlin/restaurant/lasagneria-by-mangiare,wolt
Mings Noodle House,2,2.90,Tauentzienstraße 9-12,berlin,52.50441559999999,13.3379755,"52.50441559999999,13.3379755",https://wolt.com/en/deu/berlin/restaurant/mings-noodle-house,wolt
R-23,2,2.90,Rankestraße 23,berlin,52.5017327,13.3329227,"52.5017327,13.3329227",https://wolt.com/en/deu/berlin/restaurant/r-23,wolt
Good n Vegan Mitte,2,2.90,This is a virtual venue,berlin,52.506145375365264,13.343792414084394,"52.506145375365264,13.343792414084394",https://wolt.com/en/deu/berlin/restaurant/good-n-vegan,wolt
I-KE-SU,2,2.90,Uhlandstraße 157,berlin,52.4985455,13.3248657,"52.4985455,13.3248657",https://wolt.com/en/deu/berlin/restaurant/i-ke-su,wolt
La Trattoria,2,2.90,Stülpnagelstraße 2,berlin,52.51069829999999,13.2835572,"52.51069829999999,13.2835572",https://wolt.com/en/deu/berlin/restaurant/la-trattoria-berlin,wolt
AUFWIND,3,2.90,Windscheidstraße 31,berlin,52.5077247,13.2991763,"52.5077247,13.2991763",https://wolt.com/en/deu/berlin/restaurant/restaurant-aufwind,wolt
Dolores - Wittenbergplatz,2,2.90,Bayreuther Str 36,berlin,52.5011524,13.3439179,"52.5011524,13.3439179",https://wolt.com/en/deu/berlin/restaurant/dolores-wittenbergplatz,wolt
Tianfuzius,2,2.90,Regensburger Straße 1,berlin,52.4961224,13.340541,"52.4961224,13.340541",https://wolt.com/en/deu/berlin/restaurant/tianfuzius,wolt
Moabiter Döner,2,2.90,"Turmstraße 35A,",berlin,52.526744,13.3373645,"52.526744,13.3373645",https://wolt.com/en/deu/berlin/restaurant/moabiter-dner,wolt
Subway KuDamm,2,2.90,Kurfürstendamm 180,berlin,52.5001908,13.3119169,"52.5001908,13.3119169",https://wolt.com/en/deu/berlin/restaurant/subway-kudamm,wolt
Do De Li,2,2.90,Kantstraße 120,berlin,52.5063178330287,13.310189784061329,"52.5063178330287,13.310189784061329",https://wolt.com/en/deu/berlin/restaurant/do-de-li,wolt
W der Imbiss Schoeneberg,2,2.90,Fuggerstr. 20,berlin,52.4990520142951,13.344899979034976,"52.4990520142951,13.344899979034976",https://wolt.com/en/deu/berlin/restaurant/w-der-imbiss-schoeneberg,wolt
Restaurant Potemkin,2,2.90,Viktoria-Luise-Platz 5,berlin,52.4961528,13.3414806,"52.4961528,13.3414806",https://wolt.com/en/deu/berlin/restaurant/restaurant-potemkin,wolt
Neki Sushi,2,2.90,Gieselerstrasse 17,berlin,52.4912011,13.3180777,"52.4912011,13.3180777",https://wolt.com/en/deu/berlin/restaurant/neki-sushi,wolt
CHIMNEYS - KaDeWe,1,2.90,Tauentzienstraße 21-24,berlin,52.5015941,13.3410034,"52.5015941,13.3410034",https://wolt.com/en/deu/berlin/restaurant/chimneys-kadewe,wolt
Sushi EM,2,2.90,Emser Straße 25,berlin,52.49729848743377,13.320346919118936,"52.49729848743377,13.320346919118936",https://wolt.com/en/deu/berlin/restaurant/sushi-em,wolt
At Omar's,2,2.90,Uhlandstraße 142,berlin,52.49491889999999,13.3242146,"52.49491889999999,13.3242146",https://wolt.com/en/deu/berlin/restaurant/at-omars,wolt
Sticks'n'Sushi Kantstrasse,3,2.90,Kantstraße 152,berlin,52.50513369999999,13.3264194,"52.50513369999999,13.3264194",https://wolt.com/en/deu/berlin/restaurant/sticksnsushi-kantstrasse,wolt
Ristorante Aida,3,2.90,Knesebeckstraße 83,berlin,52.5068813,13.322915,"52.5068813,13.322915",https://wolt.com/en/deu/berlin/restaurant/ristorante-aida,wolt
7 Dumpling Schoeneberg,2,2.90,Ansbacher Str. 29,berlin,52.500796,13.3417993,"52.500796,13.3417993",https://wolt.com/en/deu/berlin/restaurant/7-dumpling-schoeneberg,wolt
Nuovo Antica Roma,2,2.90,Wittenbergplatz 5,berlin,52.502643597187955,13.34329809390651,"52.502643597187955,13.34329809390651",https://wolt.com/en/deu/berlin/restaurant/nuovo-antica-roma,wolt
Saigonese Kitchen,2,2.90,Güntzelstraße 24,berlin,52.4916074,13.3241889,"52.4916074,13.3241889",https://wolt.com/en/deu/berlin/restaurant/saigonese-kitchen,wolt
HASTY PASTRY,2,2.90,Bayreuther Straße 6 ,berlin,52.5031803,13.343952,"52.5031803,13.343952",https://wolt.com/en/deu/berlin/restaurant/hasty-pastry,wolt
Zaddy's by Kaplan,2,2.90,Joachimsthaler Str. 1-3 ,berlin,52.5058284,13.3315531,"52.5058284,13.3315531",https://wolt.com/en/deu/berlin/restaurant/zaddys-by-kaplan,wolt
O'Tacos Berlin Wilmersdorfer Arcaden,2,2.90,This is a virtual venue,berlin,52.509249,13.304609,"52.509249,13.304609",https://wolt.com/en/deu/berlin/restaurant/otacos-berlin-wilmersdorfer-arcaden,wolt
La Bocca di Culaccino,2,1.90,Knesebeckstraße 99,berlin,52.50998,13.32341,"52.50998,13.32341",https://wolt.com/en/deu/berlin/restaurant/la-bocca-di-culaccino,wolt
Tommi's Burger Joint Kudamm,2,2.90,Kurfürstendamm 212,berlin,52.5018668,13.3254556,"52.5018668,13.3254556",https://wolt.com/en/deu/berlin/restaurant/tommis-burger-joint-kudamm,wolt
Tossakan,2,2.90,Kaiserdamn 89,berlin,52.50956069999999,13.2814214,"52.50956069999999,13.2814214",https://wolt.com/en/deu/berlin/restaurant/tossakan,wolt
Thaikitchen,1,2.90,This is a virtual venue,berlin,52.51048,13.2821201,"52.51048,13.2821201",https://wolt.com/en/deu/berlin/restaurant/thaikitchen,wolt
Restaurant Grüne Lampe,2,2.90,Uhlandstraße 51,berlin,52.49649849999999,13.3237909,"52.49649849999999,13.3237909",https://wolt.com/en/deu/berlin/restaurant/restaurant-gruene-lampe,wolt
Pizza Bro,2,2.90,Kantstraße 68,berlin,52.5069926,13.3019062,"52.5069926,13.3019062",https://wolt.com/en/deu/berlin/restaurant/pizza-bro,wolt
CÈDRE BLANC,2,2.90,Nehringstraße 34,berlin,52.517393,13.2940198,"52.517393,13.2940198",https://wolt.com/en/deu/berlin/restaurant/cdre-blanc,wolt
Jugnoo,2,2.90,Viktoria-Luise-Platz 5,berlin,52.4961528,13.3414806,"52.4961528,13.3414806",https://wolt.com/en/deu/berlin/restaurant/jugnoo,wolt
Vapori,2,2.90,Nürnberger Straße 19,berlin,52.5020153,13.3378236,"52.5020153,13.3378236",https://wolt.com/en/deu/berlin/restaurant/vapori,wolt
Mangiare Berlin,3,0.00,Bugenhagenstraße 19,berlin,52.52817392798903,13.338789375463696,"52.52817392798903,13.338789375463696",https://wolt.com/en/deu/berlin/restaurant/mangiare-berlin,wolt
Burgerzimmer XI,2,2.90,Wilmersdorfer Str. 46,berlin,52.509249,13.304609,"52.509249,13.304609",https://wolt.com/en/deu/berlin/restaurant/burgerzimmer-xi,wolt
MONSUN,2,2.90,Pariser Straße 42,berlin,52.49794271150987,13.31886610758649,"52.49794271150987,13.31886610758649",https://wolt.com/en/deu/berlin/restaurant/monsun,wolt
Zikos Grill,2,2.90,Kaiser Friedrich Straße 61a,berlin,52.50779920000001,13.3026067,"52.50779920000001,13.3026067",https://wolt.com/en/deu/berlin/restaurant/zikos-grill,wolt
Adana Grillhaus Ku'damm,2,2.90,Brandenburgische Str. 32 ,berlin,52.49917793841367,13.307537600172111,"52.49917793841367,13.307537600172111",https://wolt.com/en/deu/berlin/restaurant/adana-grillhaus-wilmersdorf,wolt
Taberna de Bellas Artes,2,2.90,Pfalzburger Str. 72A,berlin,52.496024,13.3225404,"52.496024,13.3225404",https://wolt.com/en/deu/berlin/restaurant/taberna-de-bellas-artes,wolt
Feinberg's,2,2.90,Fuggerstraße 35,berlin,52.4990613,13.3419061,"52.4990613,13.3419061",https://wolt.com/en/deu/berlin/restaurant/feinbergs,wolt
Leo's,2,2.90,Johann-Georg-Straße 10,berlin,52.4970911,13.2976913,"52.4970911,13.2976913",https://wolt.com/en/deu/berlin/restaurant/leos,wolt
Pad Thai Berlin,2,2.90,Cicerostraße 49,berlin,52.4950234,13.3019521,"52.4950234,13.3019521",https://wolt.com/en/deu/berlin/restaurant/pad-thai-berlin,wolt
Vikings Burger,2,2.90,Kurfürtsendamm 132A,berlin,52.4971389,13.2930887,"52.4971389,13.2930887",https://wolt.com/en/deu/berlin/restaurant/vikings-burger,wolt
Pakhlay,2,2.90,Kaiserdamm 33,berlin,52.51003249999999,13.2780341,"52.51003249999999,13.2780341",https://wolt.com/en/deu/berlin/restaurant/pakhlay,wolt
Galata Restaurant,3,2.90,Kaiser-Friedrich-Straße 56,berlin,52.5058415,13.3031417,"52.5058415,13.3031417",https://wolt.com/en/deu/berlin/restaurant/galata-restaurant-berlin,wolt
Nu Restaurant,3,2.90,Schlüterstraße 55,berlin,52.504418963527165,13.31761918432664,"52.504418963527165,13.31761918432664",https://wolt.com/en/deu/berlin/restaurant/nu-restaurant,wolt
Sublim Deli,3,1.90,This is a virtual venue,berlin,52.51005186027367,13.313977052114062,"52.51005186027367,13.313977052114062",https://wolt.com/en/deu/berlin/restaurant/sublim-deli,wolt
Est ,2,2.90,Meinekestraße 20,berlin,52.5012298,13.3292273,"52.5012298,13.3292273",https://wolt.com/en/deu/berlin/restaurant/est,wolt
Restaurant Elefant,2,2.90,Fuggerstraße 18,berlin,52.4990266,13.3453486,"52.4990266,13.3453486",https://wolt.com/en/deu/berlin/restaurant/restaurant-elefant,wolt
Restaurant Jules Verne ,3,2.90,Schlüterstraße 61,berlin,52.5055723,13.3178377,"52.5055723,13.3178377",https://wolt.com/en/deu/berlin/restaurant/restaurant-jules-verne,wolt
Kalus,2,2.90,Ansbacher Str. 8 ,berlin,52.5040114,13.3425018,"52.5040114,13.3425018",https://wolt.com/en/deu/berlin/restaurant/kalus,wolt
La Cantina,3,2.90,Bleibtreustraße 17,berlin,52.5031823,13.3194442,"52.5031823,13.3194442",https://wolt.com/en/deu/berlin/restaurant/la-cantina-berlin,wolt
Royals & Rice Bikini,2,2.90,Budapester Str. 38 - 50,berlin,52.5055961,13.338308,"52.5055961,13.338308",https://wolt.com/en/deu/berlin/restaurant/royals-rice-berlin,wolt
Est Vegan,2,2.90,This is a virtual venue,berlin,52.5012298,13.3292273,"52.5012298,13.3292273",https://wolt.com/en/deu/berlin/restaurant/est-vegan,wolt
Cafe Reporter,2,2.90,Suarezstraße 20,berlin,52.5062509,13.2941435,"52.5062509,13.2941435",https://wolt.com/en/deu/berlin/restaurant/cafe-reporter,wolt
Ribs & More,3,2.90,Marburger Str. 14,berlin,52.50246749999999,13.3368381,"52.50246749999999,13.3368381",https://wolt.com/en/deu/berlin/restaurant/ribs-more,wolt
Maharadscha Indisches Restaurant,3,2.90,Fuggerstr. 21,berlin,52.4987304,13.3450252,"52.4987304,13.3450252",https://wolt.com/en/deu/berlin/restaurant/maharadscha,wolt
Safrani,3,2.90,Wilmersdorfer Straße 129,berlin,52.5103186,13.3058336,"52.5103186,13.3058336",https://wolt.com/en/deu/berlin/restaurant/safrani,wolt
Trattoria a Muntagnola,3,2.90,Fuggerstraße 27,berlin,52.4987782,13.344104,"52.4987782,13.344104",https://wolt.com/en/deu/berlin/restaurant/trattoria-muntagnola,wolt
Asia Restaurant Sonne,2,2.90,Neue Kantstraße 16,berlin,52.5067075,13.2835995,"52.5067075,13.2835995",https://wolt.com/en/deu/berlin/restaurant/asia-restaurant-sonne,wolt
Trattoria Splendido,2,2.90,"9-11, Meerscheidtstraße",berlin,52.5101064,13.2797153,"52.5101064,13.2797153",https://wolt.com/en/deu/berlin/restaurant/trattoria-splendido,wolt
China Restaurant Panda,2,2.90,Messedamm 10,berlin,52.5069919,13.280154,"52.5069919,13.280154",https://wolt.com/en/deu/berlin/restaurant/china-restaurant-panda,wolt
La Rose,2,2.90,Neue Kantsrtaße 19 ,berlin,52.50625849999999,13.2845797,"52.50625849999999,13.2845797",https://wolt.com/en/deu/berlin/restaurant/la-rose-berlin,wolt
Restaurant Graf,2,2.90,Martin-Luther-Str. 8,berlin,52.4991861,13.3454905,"52.4991861,13.3454905",https://wolt.com/en/deu/berlin/restaurant/restaurant-graf,wolt
Die gute Stube,3,2.90,Pfalzburger Str. 24,berlin,52.493525,13.3215868,"52.493525,13.3215868",https://wolt.com/en/deu/berlin/restaurant/die-gute-stube,wolt
Desi Bites,3,2.90,Kurfürstenstraße 131A ,berlin,52.5018505,13.3538566,"52.5018505,13.3538566",https://wolt.com/en/deu/berlin/restaurant/swadishta-2,wolt
Bleib V - Vegan und Vegetarisch,3,2.90,Nürnberger Straße 45,berlin,52.5002593,13.3366533,"52.5002593,13.3366533",https://wolt.com/en/deu/berlin/restaurant/bleib-v-vegan-und-vegetarisch,wolt
