restaurant_name,pricyness,delivery_fee,street,city_name,latitude,longitude,coordinates,link,database
Burgermeister Kottbusser Tor,1,2.90,Skalitzer Str. 136,berlin,52.49950319999998,13.418596600000013,"52.49950319999998,13.418596600000013",https://wolt.com/en/deu/berlin/restaurant/burgermeister-kottbusser-tor,wolt
Pizza Meister,1,2.90,Zossener Straße 12,berlin,52.4922794,13.3943531,"52.4922794,13.3943531",https://wolt.com/en/deu/berlin/restaurant/pizza-meister,wolt
Burgermann,1,2.90,Schönhauser Allee 173,berlin,52.532460231915074,13.412155674891162,"52.532460231915074,13.412155674891162",https://wolt.com/en/deu/berlin/restaurant/burgermann,wolt
Bergmann Burger by BeefMan,1,2.90,Bergmannstraße 112,berlin,52.4902266,13.3873411,"52.4902266,13.3873411",https://wolt.com/en/deu/berlin/restaurant/bergmann-burger-by-beefman,wolt
Pizza Noi,1,2.90,Potsdamer Straße 112,berlin,52.50057444327202,13.363152750293107,"52.50057444327202,13.363152750293107",https://wolt.com/en/deu/berlin/restaurant/pizza-noi,wolt
Burger City - Potsdamer Straße,1,2.90,Potsdamer Straße 129,berlin,52.4973097,13.3625665,"52.4973097,13.3625665",https://wolt.com/en/deu/berlin/restaurant/burger-city-potsdamer-strasse,wolt
BURGER KING® Potsdamer Straße,2,2.90,Potsdamer Straße 114,berlin,52.5005422,13.3626743,"52.5005422,13.3626743",https://wolt.com/en/deu/berlin/restaurant/burger-king-potsdamer-strae,wolt
Neelou,2,2.90,Karl-Heinrich-Ulrichs-Straße 8 ,berlin,52.50088802929211,13.354110335223442,"52.50088802929211,13.354110335223442",https://wolt.com/en/deu/berlin/restaurant/neelou,wolt
CRACKBUNS,1,2.90,Auguststrasse 63,berlin,52.527203,13.3971057,"52.527203,13.3971057",https://wolt.com/en/deu/berlin/restaurant/crackbuns,wolt
Umami Prenzlauer Berg,2,2.90,Knaackstraße 16-18,berlin,52.53461799999999,13.4197911,"52.53461799999999,13.4197911",https://wolt.com/en/deu/berlin/restaurant/umami-prenzlauer-berg,wolt
Monsieur Vuong,2,2.90,Alte Schönhauser Str. 46,berlin,52.5266587656873,13.40794609384705,"52.5266587656873,13.40794609384705",https://wolt.com/en/deu/berlin/restaurant/monsieur-vuong,wolt
Noumi,2,1.90,Jägerstr. 35,berlin,52.5143007,13.397416,"52.5143007,13.397416",https://wolt.com/en/deu/berlin/restaurant/noumi,wolt
Cadadia Charlottenstraße,1,1.90,Charlottenstraße 63,berlin,52.511461,13.3913719,"52.511461,13.3913719",https://wolt.com/en/deu/berlin/restaurant/cadadia-charlottenstrae,wolt
Kebap with attitude,2,2.90,Gipsstraße 2,berlin,52.52724314420447,13.39913771682263,"52.52724314420447,13.39913771682263",https://wolt.com/en/deu/berlin/restaurant/kwa-kebab-with-attitude,wolt
Kuchi Mitte,2,2.90,Gipsstraße 3,berlin,52.5271845,13.3993081,"52.5271845,13.3993081",https://wolt.com/en/deu/berlin/restaurant/kuchi-mitte,wolt
Wonder Waffel Mall of Berlin,1,1.90,Leipziger Platz 12,berlin,52.510092607317624,13.380587101332868,"52.510092607317624,13.380587101332868",https://wolt.com/en/deu/berlin/restaurant/wonder-waffel-mall-of-berlin,wolt
Shiso Burger Mitte,2,2.90,Auguststrasse 29C,berlin,52.527281088490106,13.39881999755326,"52.527281088490106,13.39881999755326",https://wolt.com/en/deu/berlin/restaurant/shiso-burger-mitte,wolt
Maison Dang,1,2.90,Tucholskystraße 34,berlin,52.52631535360692,13.393759968406496,"52.52631535360692,13.393759968406496",https://wolt.com/en/deu/berlin/restaurant/maison-dang,wolt
Transit Mitte,1,2.90,Rosenthalerstraße 68,berlin,52.52864513176107,13.402278299999999,"52.52864513176107,13.402278299999999",https://wolt.com/en/deu/berlin/restaurant/transit,wolt
Mr Imbiss Berlin,0,1.90,Schützenstraße 2,berlin,52.508507041615765,13.390493204098583,"52.508507041615765,13.390493204098583",https://wolt.com/en/deu/berlin/restaurant/mr-imbiss-berlin,wolt
District Mot,1,2.90,Rosenthaler Str. 62,berlin,52.527961,13.4030479,"52.527961,13.4030479",https://wolt.com/en/deu/berlin/restaurant/district-mot,wolt
Brammibal's Donuts - Potsdamer Platz,1,2.90,Alte Potsdamer Str. 11,berlin,52.5080051,13.3738108,"52.5080051,13.3738108",https://wolt.com/en/deu/berlin/restaurant/brammibals-donuts-alte-potsdamer-str,wolt
Rosenburger,1,2.90,Brunnenstraße 196,berlin,52.5300812,13.4006739,"52.5300812,13.4006739",https://wolt.com/en/deu/berlin/restaurant/rosenburger,wolt
Hasir Burger,1,2.90,Chausseestr.30 ,berlin,52.5323728,13.3812135,"52.5323728,13.3812135",https://wolt.com/en/deu/berlin/restaurant/hasir-burger,wolt
Chupenga - Burritos & Salads Georgenstr.,1,1.90,Georgenstraße 200,berlin,52.51995687003612,13.389513147222218,"52.51995687003612,13.389513147222218",https://wolt.com/en/deu/berlin/restaurant/chupenga-burritos-salads-georgenstr,wolt
Chicken Buzz,1,2.90,Rosenthaler Str. 71,berlin,52.5290313,13.4020603,"52.5290313,13.4020603",https://wolt.com/en/deu/berlin/restaurant/chicken-buzz,wolt
Stay Green,1,2.90,Leipziger Str. 51,berlin,52.5107206,13.4016645,"52.5107206,13.4016645",https://wolt.com/en/deu/berlin/restaurant/stay-green,wolt
Angry Chicken - Mitte,1,2.90,Rosa-Luxemburg-Straße 7,berlin,52.5237938,13.4091964,"52.5237938,13.4091964",https://wolt.com/en/deu/berlin/restaurant/angry-chicken,wolt
La Gino,1,2.90,Rudi-Dutschke-Straße 20,berlin,52.50697564217489,13.392174971759124,"52.50697564217489,13.392174971759124",https://wolt.com/en/deu/berlin/restaurant/la-gino,wolt
Tommi's Burger Joint Mitte,2,2.90,Invalidenstrasse 160,berlin,52.53238289999999,13.3976359,"52.53238289999999,13.3976359",https://wolt.com/en/deu/berlin/restaurant/tommis-burger-joint-mitte,wolt
Cowei,1,2.90,James-Simon-Park 152,berlin,52.5222596,13.3996438,"52.5222596,13.3996438",https://wolt.com/en/deu/berlin/restaurant/cowei,wolt
Q Burger Mitte,1,2.90,Zimmerstraße 68,berlin,52.508031841694375,13.393314303705525,"52.508031841694375,13.393314303705525",https://wolt.com/en/deu/berlin/restaurant/q-burger-mitte,wolt
NORDSEE - Berlin Spandauer Straße,1,2.90,Spandauer Str. 4,berlin,52.52070579999999,13.4046972,"52.52070579999999,13.4046972",https://wolt.com/en/deu/berlin/restaurant/nordsee-spandauer-strasse,wolt
Tacco Point,1,2.90,Zimmerstr. 19,berlin,52.5075063,13.3895957,"52.5075063,13.3895957",https://wolt.com/en/deu/berlin/restaurant/tacco-point,wolt
Saigon Bowl,1,2.90,Lehrter Straße 48,berlin,52.5353971,13.3577001,"52.5353971,13.3577001",https://wolt.com/en/deu/berlin/restaurant/saigon-bowl,wolt
Fresh's,1,2.90,This is a virtual venue,berlin,52.5238316,13.3985704,"52.5238316,13.3985704",https://wolt.com/en/deu/berlin/restaurant/freshs,wolt
Steel Vintage Bikes Café Wilhemstr.,1,1.90,Wilhelmstraße 91,berlin,52.5126941,13.3822101,"52.5126941,13.3822101",https://wolt.com/en/deu/berlin/restaurant/steel-vintage-bikes-caf-wilhemstr,wolt
Mama Cook,1,2.90,Hedemannstraße 10,berlin,52.50299,13.38859,"52.50299,13.38859",https://wolt.com/en/deu/berlin/restaurant/mama-cook,wolt
auf die Hand - Friedrichstrasse,1,1.90,Friedrichstraße 63,berlin,52.51169119999999,13.3898889,"52.51169119999999,13.3898889",https://wolt.com/en/deu/berlin/restaurant/auf-die-hand-friedrichstrasse,wolt
YamYam,2,2.90,Alte Schönhauser Str. 6,berlin,52.5276072,13.4081676,"52.5276072,13.4081676",https://wolt.com/en/deu/berlin/restaurant/yamyam,wolt
bacg,1,2.90,Neue Schönhauser Str.,berlin,52.52485032890104,13.405544419780236,"52.52485032890104,13.405544419780236",https://wolt.com/en/deu/berlin/restaurant/bacg,wolt
Tipico Siciliano,1,2.90,Döberitzer Str 1,berlin,52.52989580000001,13.3684341,"52.52989580000001,13.3684341",https://wolt.com/en/deu/berlin/restaurant/tipico-siciliano,wolt
SUPERFOODS & ORGANIC LIQUIDS Mitte,2,1.90,Friedrichstraße 63,berlin,52.5117086966474,13.389806035124268,"52.5117086966474,13.389806035124268",https://wolt.com/en/deu/berlin/restaurant/superfoods-organic-liquids,wolt
Katchi Ice Cream (Hackescher Markt),2,2.90,Oranienburger Strasse 89,berlin,52.52355439999999,13.4005345,"52.52355439999999,13.4005345",https://wolt.com/en/deu/berlin/restaurant/katchi-ice-cream-mitte,wolt
Soul Sushi Berlin-Mitte,1,1.90,Oranienburger Str. 52,berlin,52.5259259,13.38825,"52.5259259,13.38825",https://wolt.com/en/deu/berlin/restaurant/soul-sushi-berlin-mitte,wolt
Aftab Station East,1,2.90,Kastanienallee 90,berlin,52.5380962,13.4095875,"52.5380962,13.4095875",https://wolt.com/en/deu/berlin/restaurant/aftab-station-east,wolt
Frittenwerk Berlin Friedrichstraße,1,1.90,Friedrichstraße 69,berlin,52.51263669999999,13.3896904,"52.51263669999999,13.3896904",https://wolt.com/en/deu/berlin/restaurant/frittenwerk-berlin,wolt
Marthas Delicious Burgers,1,2.90,Mehringdamm 40,berlin,52.4927042,13.3871858,"52.4927042,13.3871858",https://wolt.com/en/deu/berlin/restaurant/marthas-delicious-burgers,wolt
Chen Che,1,0.00,Rosenthaler Str. 62,berlin,52.527961,13.4030479,"52.527961,13.4030479",https://wolt.com/en/deu/berlin/restaurant/chen-che,wolt
BunUp Mitte,1,2.90,This is a virtual venue,berlin,52.5238316,13.3985704,"52.5238316,13.3985704",https://wolt.com/en/deu/berlin/restaurant/bunup-mitte,wolt
Coréen Restaurant,1,2.90,Torstraße 179,berlin,52.52879,13.39407,"52.52879,13.39407",https://wolt.com/en/deu/berlin/restaurant/coren-restaurant,wolt
Mizu Ramen,2,2.90,Friedrichstraße 115,berlin,52.5268053,13.3874491,"52.5268053,13.3874491",https://wolt.com/en/deu/berlin/restaurant/mizu-ramen,wolt
Momotaro Tavern,1,2.90,Panoramastraße 1A,berlin,52.52119813848951,13.409617039645097,"52.52119813848951,13.409617039645097",https://wolt.com/en/deu/berlin/restaurant/momotaro-tavern,wolt
Chelany Mitte,2,2.90,Torstraße 221,berlin,52.5276532,13.38861,"52.5276532,13.38861",https://wolt.com/en/deu/berlin/restaurant/chelany-mitte,wolt
Pizza Peppino,1,1.90,Tucholskystraße 13,berlin,52.52339332586772,13.391764043640274,"52.52339332586772,13.391764043640274",https://wolt.com/en/deu/berlin/restaurant/pizza-peppino,wolt
Yumcha Heroes,2,2.90,Weinbergsweg 8,berlin,52.53116037652719,13.402767995750356,"52.53116037652719,13.402767995750356",https://wolt.com/en/deu/berlin/restaurant/yumcha-heroes,wolt
Steel Vintage Bikes Café Auguststr.,1,2.90,Auguststraße 91,berlin,52.52602558141521,13.390530028241967,"52.52602558141521,13.390530028241967",https://wolt.com/en/deu/berlin/restaurant/steel-vintage-bikes-caf-auguststr,wolt
PHO Noodlebar Mitte,2,2.90,Linienstraße 134,berlin,52.52645771339539,13.387788991402266,"52.52645771339539,13.387788991402266",https://wolt.com/en/deu/berlin/restaurant/pho-noodlebar-mitte,wolt
Lovebirds - Contemporary Pizza,1,2.90,Rosenthaler Straße 3,berlin,52.5287412,13.4018009,"52.5287412,13.4018009",https://wolt.com/en/deu/berlin/restaurant/lovebirds-contemporary-pizza,wolt
CHICKEN POW ! Mitte,1,2.90,This is a virtual venue,berlin,52.5115059,13.4169483,"52.5115059,13.4169483",https://wolt.com/en/deu/berlin/restaurant/chicken-pow,wolt
Mubi's Cookies,1,2.90,Reichenberger Str. 176,berlin,52.49974573267797,13.41704318969611,"52.49974573267797,13.41704318969611",https://wolt.com/en/deu/berlin/restaurant/mubis-cookies,wolt
Pizza Point Zimmerstr.,1,2.90,Zimmerstraße 10,berlin,52.5073228,13.3878867,"52.5073228,13.3878867",https://wolt.com/en/deu/berlin/restaurant/pizza-point-zimmerstr,wolt
Jinbu Sushi,2,1.90,Bertolt-Brecht-Platz 2,berlin,52.52243060340517,13.386233377523823,"52.52243060340517,13.386233377523823",https://wolt.com/en/deu/berlin/restaurant/jinbu-sushi,wolt
SMASH! Mitte,1,2.90,This is a virtual venue,berlin,52.5115059,13.4169483,"52.5115059,13.4169483",https://wolt.com/en/deu/berlin/restaurant/smash,wolt
Quà Phê,1,2.90,Schendelgasse 9,berlin,52.52679045899932,13.408479274123787,"52.52679045899932,13.408479274123787",https://wolt.com/en/deu/berlin/restaurant/qu-ph,wolt
Reisfreude,1,2.90,Brückenstraße 1c,berlin,52.51191129999999,13.4171379,"52.51191129999999,13.4171379",https://wolt.com/en/deu/berlin/restaurant/reisfreude,wolt
Curry Mitte,1,2.90,Torstraße 122 ,berlin,52.529479491640664,13.401082658763467,"52.529479491640664,13.401082658763467",https://wolt.com/en/deu/berlin/restaurant/curry-mitte,wolt
beets&roots Dorotheenstr.,2,1.90,Dorotheenstrasse 83,berlin,52.518292521383906,13.383897236769469,"52.518292521383906,13.383897236769469",https://wolt.com/en/deu/berlin/restaurant/beetsroots-dorotheenstr,wolt
Van Anh Quan,1,2.90,Brunnenstrasse 182,berlin,52.5315687,13.3993977,"52.5315687,13.3993977",https://wolt.com/en/deu/berlin/restaurant/van-anh-quan,wolt
Besh,1,2.90,Brückenstraße 15,berlin,52.511594911272894,13.416638899619757,"52.511594911272894,13.416638899619757",https://wolt.com/en/deu/berlin/restaurant/besh,wolt
Aplo Greek Kitchen & Foods,1,2.90,Torstraße 118,berlin,52.5295128,13.4021367,"52.5295128,13.4021367",https://wolt.com/en/deu/berlin/restaurant/aplo-greek-kitchen-foods,wolt
Van Long,2,1.90,Reinhardtstraße 8,berlin,52.52379697423213,13.386434408597848,"52.52379697423213,13.386434408597848",https://wolt.com/en/deu/berlin/restaurant/van-long,wolt
CHIMNEYS,1,2.90,Brunnenstraße 173,berlin,52.53288560000001,13.3984218,"52.53288560000001,13.3984218",https://wolt.com/en/deu/berlin/restaurant/chimneys,wolt
Fam. Dang,2,2.90,Torstraße 125,berlin,52.52974381102301,13.400502548444754,"52.52974381102301,13.400502548444754",https://wolt.com/en/deu/berlin/restaurant/fam-dang,wolt
Asman,1,2.90,Ackerstraße 20,berlin,52.53156796761646,13.396621933730021,"52.53156796761646,13.396621933730021",https://wolt.com/en/deu/berlin/restaurant/asman,wolt
Espresso House Friedrichstraße,1,1.90,Friedrichstraße 125,berlin,52.5258858,13.3868659,"52.5258858,13.3868659",https://wolt.com/en/deu/berlin/restaurant/balzac-friedrichstrasse,wolt
Esra,1,2.90,Rosa-Luxemburg-Straße 5,berlin,52.523637,13.409156,"52.523637,13.409156",https://wolt.com/en/deu/berlin/restaurant/esra,wolt
Campus Suite - Food Factory Cube,1,2.90,Washingtonplatz 3,berlin,52.5236065,13.3691979,"52.5236065,13.3691979",https://wolt.com/en/deu/berlin/restaurant/campus-suite-food-factory-cube,wolt
Cha - Natural Drinks,1,2.90,Brunnenstraße 173,berlin,52.53288509999999,13.3984652,"52.53288509999999,13.3984652",https://wolt.com/en/deu/berlin/restaurant/cha-natural-drinks,wolt
Hako Ramen Prenzlauer Berg,2,2.90,Kastanienallee 16,berlin,52.538508,13.40932,"52.538508,13.40932",https://wolt.com/en/deu/berlin/restaurant/hako-ramen-prenzlauerberg,wolt
Burgerwood,1,1.90,Reinhardtstraße 47,berlin,52.52213430971234,13.378588283074198,"52.52213430971234,13.378588283074198",https://wolt.com/en/deu/berlin/restaurant/burgerwood,wolt
Berlin Currys,1,2.90,Karl-Liebknecht-Str. 13,berlin,52.5223087920727,13.40833332740671,"52.5223087920727,13.40833332740671",https://wolt.com/en/deu/berlin/restaurant/berlin-currys,wolt
Bonanza Coffee Roasters,1,2.90,Adalbertstr. 70,berlin,52.5041589,13.4203336,"52.5041589,13.4203336",https://wolt.com/en/deu/berlin/restaurant/bonanza-coffee-roasters,wolt
Army Food,1,1.90,Mauerstraße 1,berlin,52.510943,13.3870163,"52.510943,13.3870163",https://wolt.com/en/deu/berlin/restaurant/army-food,wolt
Global Tea,1,2.90,Max-Beer-Straße 13,berlin,52.52554070000001,13.4080503,"52.52554070000001,13.4080503",https://wolt.com/en/deu/berlin/restaurant/global-tea,wolt
Miu Lunch,1,1.90,Reinhardtstraße 47 A,berlin,52.5221767,13.3781882,"52.5221767,13.3781882",https://wolt.com/en/deu/berlin/restaurant/miu-lunch,wolt
Manngo,1,2.90,Mulackstraße 29,berlin,52.5273003,13.4056547,"52.5273003,13.4056547",https://wolt.com/en/deu/berlin/restaurant/manngo,wolt
Caphe HOA,2,2.90,Stallschreiberstrasse 15,berlin,52.5064966,13.4082134,"52.5064966,13.4082134",https://wolt.com/en/deu/berlin/restaurant/capche-hoa,wolt
Cafe Chagall,1,2.90,Kollwitzstraße 2,berlin,52.531342,13.4127225,"52.531342,13.4127225",https://wolt.com/en/deu/berlin/restaurant/cafe-chagall,wolt
Frühstück 3000,1,2.90,Bülowstr. 101,berlin,52.499172156582574,13.356769271092167,"52.499172156582574,13.356769271092167",https://wolt.com/en/deu/berlin/restaurant/frhstck-3000,wolt
Peking Ente Berlin,2,1.90,Voßstraße 1,berlin,52.5115276,13.3828073,"52.5115276,13.3828073",https://wolt.com/en/deu/berlin/restaurant/peking-ente-berlin,wolt
Toca Rouge,2,2.90,Torstraße 195,berlin,52.5282882,13.3919802,"52.5282882,13.3919802",https://wolt.com/en/deu/berlin/restaurant/toca-rouge,wolt
Hopfingerbräu am Brandenburger Tor,2,1.90,Ebertstraße 24,berlin,52.5172234,13.377556,"52.5172234,13.377556",https://wolt.com/en/deu/berlin/restaurant/hopfingerbru-am-brandenburger-tor,wolt
Lemon Grass Scent,1,2.90,Schwedter Str. 12,berlin,52.53381212667559,13.409727515939093,"52.53381212667559,13.409727515939093",https://wolt.com/en/deu/berlin/restaurant/lemon-grass-scent,wolt
Co-Chu,2,2.90,"Invalidenstraße, 29",berlin,52.5312198,13.3844848,"52.5312198,13.3844848",https://wolt.com/en/deu/berlin/restaurant/co-chu,wolt
Dolores - Mitte,2,2.90,Rosa – Luxemburg – Straße 7,berlin,52.5237938,13.4091964,"52.5237938,13.4091964",https://wolt.com/en/deu/berlin/restaurant/dolores-mitte,wolt
Aapka Restaurant,2,2.90,Kastanienallee 50,berlin,52.53398203689549,13.40478492929456,"52.53398203689549,13.40478492929456",https://wolt.com/en/deu/berlin/restaurant/aapka-restaurant,wolt
Cocolo Ramen Mitte,2,2.90,Gipsstraße 3,berlin,52.5271845,13.3993081,"52.5271845,13.3993081",https://wolt.com/en/deu/berlin/restaurant/cocolo-ramen-mitte,wolt
Jabe Dine & Bar,2,2.90,Alte Schönhauser Str. 7,berlin,52.5274014094146,13.408137673016737,"52.5274014094146,13.408137673016737",https://wolt.com/en/deu/berlin/restaurant/jabe-dine-bar,wolt
Five Guys Mitte,2,2.90,Alexanderpl. 2,berlin,52.5205493482613,13.41422543051924,"52.5205493482613,13.41422543051924",https://wolt.com/en/deu/berlin/restaurant/five-guys-mitte,wolt
Five Rivers,2,1.90,Albrechtstraße 11,berlin,52.5214627,13.3848372,"52.5214627,13.3848372",https://wolt.com/en/deu/berlin/restaurant/five-rivers,wolt
Ming Dynastie Mitte,2,2.90,Brückenstrasse 6,berlin,52.5134234,13.4181172,"52.5134234,13.4181172",https://wolt.com/en/deu/berlin/restaurant/ming-dynastie,wolt
Alt-Berliner Gasthaus Julchen Hoppe,2,2.90,Rathausstraße 25,berlin,52.51733607261106,13.404971896959795,"52.51733607261106,13.404971896959795",https://wolt.com/en/deu/berlin/restaurant/alt-berliner-gasthaus-julchen-hoppe,wolt
Sons of Mana x Royals & Rice,2,1.90,Friedrichstraße 67,berlin,52.51261539999999,13.3905721,"52.51261539999999,13.3905721",https://wolt.com/en/deu/berlin/restaurant/sons-of-mana-x-royals-rice,wolt
Capvin,2,2.90,Weinbergsweg 24,berlin,52.53074110000001,13.401757,"52.53074110000001,13.401757",https://wolt.com/en/deu/berlin/restaurant/capvin,wolt
W der Imbiss Prenzlauer Berg,2,2.90,Kastanienallee 49,berlin,52.5342581,13.4049672,"52.5342581,13.4049672",https://wolt.com/en/deu/berlin/restaurant/w-der-imbiss,wolt
Soy Restaurant,2,2.90,Rosa-Luxemburg-Straße 30,berlin,52.52601407098775,13.411483058480062,"52.52601407098775,13.411483058480062",https://wolt.com/en/deu/berlin/restaurant/soy-restaurant,wolt
Son Kitchen Foodtruck,2,2.90,Varian-Fry-Straße ,berlin,52.5088036,13.3742494,"52.5088036,13.3742494",https://wolt.com/en/deu/berlin/restaurant/son-kitchen,wolt
Hoongy,2,2.90,Chausseestraße 5,berlin,52.5280788,13.3872605,"52.5280788,13.3872605",https://wolt.com/en/deu/berlin/restaurant/hoongy,wolt
Gogi Boss Korean Grill Express,1,2.90,Mehringdamm 38,berlin,52.4933416,13.3875471,"52.4933416,13.3875471",https://wolt.com/en/deu/berlin/restaurant/gogi-boss-korean-grill-express,wolt
Akito Sushi Express,2,2.90,Chausseestraße 116,berlin,52.5300273,13.3834134,"52.5300273,13.3834134",https://wolt.com/en/deu/berlin/restaurant/akito-sushi-express,wolt
Marubi Ramen,2,2.90,Schönhauser Allee 177,berlin,52.531405698496165,13.411769675463102,"52.531405698496165,13.411769675463102",https://wolt.com/en/deu/berlin/restaurant/marubi-ramen,wolt
MA'LOA Poke Bowl Oberwallstr.,2,1.90,Oberwallstraße 9,berlin,52.5134504,13.396947,"52.5134504,13.396947",https://wolt.com/en/deu/berlin/restaurant/maloa-poke-bowl-oberwallstr,wolt
DALUMA,2,2.90,Weinbergsweg 3,berlin,52.53050805139134,13.40215026441957,"52.53050805139134,13.40215026441957",https://wolt.com/en/deu/berlin/restaurant/daluma,wolt
Cana Restaurant ,2,2.90,Neue Roßstraße 11,berlin,52.512489901723086,13.408856382209862,"52.512489901723086,13.408856382209862",https://wolt.com/en/deu/berlin/restaurant/cana-restaurant-catering,wolt
Bombay,2,1.90,Friedrichstraße 106c,berlin,52.5232743,13.3884602,"52.5232743,13.3884602",https://wolt.com/en/deu/berlin/restaurant/bombayberlin,wolt
Machiavelli,2,1.90,Albrechtstr.13 Berlin,berlin,52.52130280012305,13.385180090564926,"52.52130280012305,13.385180090564926",https://wolt.com/en/deu/berlin/restaurant/machiavelli,wolt
Hito Falafel,2,2.90,Chauseestraße 4,berlin,52.527779975720726,13.38692562524518,"52.527779975720726,13.38692562524518",https://wolt.com/en/deu/berlin/restaurant/hito-falafel,wolt
My Anh,1,2.90,Greifswalder Str. 3,berlin,52.528687207871805,13.42482335360747,"52.528687207871805,13.42482335360747",https://wolt.com/en/deu/berlin/restaurant/my-anh,wolt
Schiller Burger Kastanienallee,1,2.90,Kastanienallee 24,berlin,52.5376951,13.4084503,"52.5376951,13.4084503",https://wolt.com/en/deu/berlin/restaurant/schiller-burger-kastanienallee,wolt
Refueat Soulfood,1,2.90,Bautzener Str. 40,berlin,52.49210189999999,13.3712615,"52.49210189999999,13.3712615",https://wolt.com/en/deu/berlin/restaurant/refueat-catering,wolt
Pockets,2,2.90,Torstraße 189,berlin,52.52842494597571,13.392690086507711,"52.52842494597571,13.392690086507711",https://wolt.com/en/deu/berlin/restaurant/pockets,wolt
Choppaluna,2,2.90,Rudi-Dutschke-Str. 17,berlin,52.5067797,13.3933877,"52.5067797,13.3933877",https://wolt.com/en/deu/berlin/restaurant/choppaluna,wolt
Smile,1,2.90,Alt-Moabit 112,berlin,52.5238933,13.3519608,"52.5238933,13.3519608",https://wolt.com/en/deu/berlin/restaurant/smile,wolt
Da Vinci,1,2.90,Derfflingerstraße 19,berlin,52.5026859,13.3562157,"52.5026859,13.3562157",https://wolt.com/en/deu/berlin/restaurant/da-vinci-ber,wolt
Chen Che / Markthalle Pfefferberg,1,2.90,Schönhauser Alle 176,berlin,52.5320408,13.4111114,"52.5320408,13.4111114",https://wolt.com/en/deu/berlin/restaurant/chen-che-markthalle-pfefferberg,wolt
FACTORY GIRL,2,2.90,Auguststraße 29c,berlin,52.5272762,13.3987744,"52.5272762,13.3987744",https://wolt.com/en/deu/berlin/restaurant/factory-girl,wolt
momos - organic veggie dumplings,2,2.90,Chausseestr.2 ,berlin,52.52756239232951,13.387084337435201,"52.52756239232951,13.387084337435201",https://wolt.com/en/deu/berlin/restaurant/momos-organic-veggie-dumplings,wolt
Breakfast Club by Quchnia,2,1.90,This is a virtual venue,berlin,52.51279599999999,13.3937831,"52.51279599999999,13.3937831",https://wolt.com/en/deu/berlin/restaurant/breakfast-club-by-quchnia,wolt
Mogg,2,2.90,Auguststr. 11- 13,berlin,52.5264862,13.3944418,"52.5264862,13.3944418",https://wolt.com/en/deu/berlin/restaurant/mogg,wolt
Mawal,1,2.90,Oranienstr 30,berlin,52.5015025,13.4190701,"52.5015025,13.4190701",https://wolt.com/en/deu/berlin/restaurant/mawal,wolt
Go!Fish - Spandauer Strasse,1,2.90,This is a virtual venue,berlin,52.5206084,13.404795,"52.5206084,13.404795",https://wolt.com/en/deu/berlin/restaurant/gofish-spandauer-strasse,wolt
MarcAnns,2,2.90,Invalidenstraße 114,berlin,52.5306911,13.3842847,"52.5306911,13.3842847",https://wolt.com/en/deu/berlin/restaurant/marcanns,wolt
Linh Coffee Lab,1,2.90,Chausseestr. 19,berlin,52.5302259,13.3840856,"52.5302259,13.3840856",https://wolt.com/en/deu/berlin/restaurant/linh-coffee-lab,wolt
The Everest Restaurant,1,2.90,Turmstraße 17,berlin,52.5264636,13.3493792,"52.5264636,13.3493792",https://wolt.com/en/deu/berlin/restaurant/the-everest-restaurant,wolt
HaiCoffee,2,2.90,Wallstraße 2,berlin,52.5111832,13.4036668,"52.5111832,13.4036668",https://wolt.com/en/deu/berlin/restaurant/haicoffee,wolt
Sesam,1,2.90,Gneisenaustraße 22,berlin,52.491341815905734,13.394003163770815,"52.491341815905734,13.394003163770815",https://wolt.com/en/deu/berlin/restaurant/sesam,wolt
Subway Behrenstrasse,2,1.90,Behrenstrasse 47,berlin,52.51580522932664,13.38987548836371,"52.51580522932664,13.38987548836371",https://wolt.com/en/deu/berlin/restaurant/subway-behrenstrasse,wolt
Food Brother Mitte,2,2.90,Rosenthaler Straße 67,berlin,52.52856269999999,13.402465,"52.52856269999999,13.402465",https://wolt.com/en/deu/berlin/restaurant/food-brother-mitte,wolt
Minty's Fresh Food Bar,1,2.90,Torstraße 178,berlin,52.52847496427177,13.394461747404078,"52.52847496427177,13.394461747404078",https://wolt.com/en/deu/berlin/restaurant/mintys-fresh-food-bar,wolt
Cat Tuong,2,2.90,Kastanienallee 89,berlin,52.5380057,13.4094521,"52.5380057,13.4094521",https://wolt.com/en/deu/berlin/restaurant/cat-tuong,wolt
Asia Gondel,1,2.90,Brückenstr 1-b,berlin,52.5116365,13.4171036,"52.5116365,13.4171036",https://wolt.com/en/deu/berlin/restaurant/asia-gondel,wolt
Tasty Bistro,1,2.90,Rungestraße 14,berlin,52.5122717,13.4182962,"52.5122717,13.4182962",https://wolt.com/en/deu/berlin/restaurant/tasty-bistro,wolt
Berlin Burrito Company Prenzlauer Berg,2,2.90,Kastanienallee 59,berlin,52.5337482,13.4052141,"52.5337482,13.4052141",https://wolt.com/en/deu/berlin/restaurant/burrito-company-prenzlauer-berg,wolt
Wildes Fraeulein,2,2.90,Hilda-Geiringer-Weg 6,berlin,52.52675619999999,13.3723415,"52.52675619999999,13.3723415",https://wolt.com/en/deu/berlin/restaurant/wildes-frulein,wolt
BURGERS BURGERS Mitte,2,2.90,Brückenstraße 1A,berlin,52.51158751982628,13.416926842325902,"52.51158751982628,13.416926842325902",https://wolt.com/en/deu/berlin/restaurant/brgrs-brgrs-mitte,wolt
