,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
192,Akko Chicken & Grilled,7.4,172,10.0,2.99,772,35,vegetarian or vegan,Badstraße 21,10115,Berlin,52.5519694,13.3828353,lieferando
193,Örnek,6.4,132,10.0,2.99,900,35,vegetarian or vegan,Prinzenallee 81,10115,Berlin,52.5541554,13.3825765,lieferando
194,Pizzeria Allegro,7.4,29,10.0,1.99,1081,40,italian,Reinickendorfer Straße 8,10115,Berlin,52.54136,13.3703699,lieferando
195,Baba Sultan Köfteci I,8.0,47,10.0,2.99,0,40,middle eastern,Luxemburger Str. 34,10115,Berlin,52.5458637,13.3587668,lieferando
196,La Fiamma - Berlin Wedding,7.0,105,10.0,2.99,0,35,italian,Prinzenallee 72-73,10115,Berlin,52.5554661,13.3836295,lieferando
197,Restaurant Pamfilya,7.8,148,10.0,1.99,1168,40,middle eastern,Luxemburger Straße 1,10115,Berlin,52.5464251,13.3585143,lieferando
198,Mr. Hoang,8.6,1350,10.0,1.99,889,40,vegetarian or vegan,Gerichtstr. 30,10115,Berlin,52.54505,13.36891,lieferando
199,Maide Manti - Halal Food Production,9.0,31,10.0,2.99,1054,40,middle eastern,Schulstraße 18,10115,Berlin,52.5485137,13.3628713,lieferando
200,Bessma Food,7.0,8,10.0,1.99,0,35,middle eastern,Reinickendorfer Straße 13,10115,Berlin,52.5424086,13.3702219,lieferando
201,Peter Pane,7.2,898,10.0,1.99,1189,35,american,Invalidenstraße 53,10115,Berlin,52.5243924,13.3694417,lieferando
202,Pizzeria Milano Trattoria,9.0,212,10.0,2.99,802,40,italian,Badstraße 45A,10115,Berlin,52.5528131,13.3789818,lieferando
203,The Fresh Seeds,8.0,301,10.0,1.99,874,40,mexican,Invalidenstraße 90,10115,Berlin,52.5284615,13.3765659,lieferando
204,DJ Bombay,7.0,12,10.0,1.99,0,40,vegetarian or vegan,Müllerstraße 27,10115,Berlin,52.5421094,13.3669044,lieferando
205,PIZZERIA NAPOLETANA,8.0,100,10.0,1.99,0,40,italian,Chausseestraße 56,10115,Berlin,52.5364449,13.3765115,lieferando
206,Pablo Coffee,0.0,0,10.0,0.0,0,35,breakfast/dessert,Oranienstraße 35,10115,Berlin,52.5016918,13.4181371,lieferando
207,Golden Rice,8.0,43,10.0,1.99,1215,45,asian,Chausseestraße 29,10115,Berlin,52.5320555,13.3816192,lieferando
208,mama trattoria,8.0,86,10.0,1.99,1053,45,italian,Pariser Platz 6a,10115,Berlin,52.5168953,13.3778308,lieferando
209,Aldimashqi,7.4,156,10.0,2.99,839,35,cafes,Grüntaler Straße 1,10115,Berlin,52.5506605,13.3850814,lieferando
210,Pizza Hut,7.8,385,10.0,2.99,1655,50,italian,Potsdamer Platz 1,10115,Berlin,52.508923,13.3748658,lieferando
211,Paulaner Wirtshaus,7.8,29,10.0,2.99,993,40,european,Alte Potsdamer Straße 1,10115,Berlin,52.508671,13.3753261,lieferando
212,Bistro Mola,8.8,63,10.0,2.99,0,40,middle eastern,Badstraße 49a,10115,Berlin,52.552525,13.380278,lieferando
213,Espresso House,8.0,23,10.0,2.99,959,40,cafes,Potsdamer Platz 10,10115,Berlin,52.5082136,13.3769898,lieferando
214,Espresso House,7.4,3,10.0,1.99,0,45,cafes,Friedrichstraße 125,10115,Berlin,52.5258914,13.3868659,lieferando
215,Burgermeister Potsdamer Platz,6.2,689,10.0,2.99,674,40,american,Potsdamer Platz 1,10115,Berlin,52.508923,13.3748658,lieferando
216,Army Food,9.4,50,10.0,2.99,821,45,healthy,Mauerstr. 1,10115,Berlin,52.5082857,13.3898265,lieferando
217,Mövenpick Hotel,7.6,5,10.0,2.99,0,45,american,Schöneberger Str. 3,10115,Berlin,52.5038107,13.3804042,lieferando
218,House of Do An,9.6,186,10.0,2.99,890,40,vegetarian or vegan,Hufelandstraße 20,10115,Berlin,52.5314558,13.4322136,lieferando
219,Chupenga Burritos & Salads,8.0,246,10.0,2.99,971,40,mexican,Mohrenstraße 42,10115,Berlin,52.5125932,13.394473,lieferando
220,Taktiek,8.6,858,15.0,2.5,864,40,middle eastern,Göhrener Str. 6,10115,Berlin,52.5416705,13.4210762,lieferando
221,Mami Camilla Restaurant,8.2,360,10.0,2.99,1105,40,italian,Hufelandstraße 36,10115,Berlin,52.53058,13.43446,lieferando
222,Mamas Banh,8.4,108,10.0,2.99,1022,40,asian,Hufelandstraße 31,10115,Berlin,52.5312405,13.4345223,lieferando
223,Pepe Nero Trattoria-Pizzeria,7.0,314,10.0,2.99,1158,40,italian,Bötzowstraße 30,10115,Berlin,52.5317452,13.4345253,lieferando
224,Miu Lunch,0.0,0,10.0,1.99,0,35,asian,Reinhardtstraße 47a,10115,Berlin,52.5221767,13.3781882,lieferando
225,Weilands Wellfood,0.0,0,10.0,1.99,0,35,vegetarian or vegan,Eichhornstraße 3,10115,Berlin,52.5062668,13.3731315,lieferando
226,Recep Usta Köfteci,8.4,235,30.0,0.0,0,90,middle eastern,Turmstraße 67,10115,Berlin,52.5269217,13.3312968,lieferando
227,Massimo Lieferservice,9.0,130,13.5,0.0,0,30,italian,Perleberger Straße 24,10115,Berlin,52.5323423,13.3498582,lieferando
228,Mamma Mia,8.0,3309,9.0,0.0,898,25,italian,Sprengelstraße 42,10115,Berlin,52.5421856,13.3577109,lieferando
229,SmokePops,6.6,7,20.0,2.0,0,70,breakfast/dessert,Reichenberger Straße 176,10115,Berlin,52.4997045,13.4170335,lieferando
230,Keyfi Sefa by The Meat,9.4,5,39.0,3.9,0,35,asian,Altonaer Straße 20,10115,Berlin,52.5185412,13.3414995,lieferando
231,Fedora Bubble Waffle & Eismanufaktur,9.8,1003,16.0,1.5,777,40,breakfast/dessert,Müllerstrasse 28,10115,Berlin,52.5472807,13.3582544,lieferando
232,Diazo,9.2,574,10.0,0.0,0,30,italian,Reinickendorfer Straße 6,10115,Berlin,52.5411184,13.3703728,lieferando
233,Pizza Luna,8.6,5363,35.0,3.0,1139,40,italian,Martin-Luther-Str. 21,10115,Berlin,52.4975441,13.3464952,lieferando
234,Hot Million Burger,8.6,141,12.0,0.5,0,30,italian,Reinickendorfer Straße 3,10115,Berlin,52.540732,13.3705076,lieferando
235,Asia Deli,7.4,466,15.0,1.0,911,90,asian,Seestrasse 41,10115,Berlin,52.5496643,13.3512912,lieferando
236,Burger Republic,8.4,10616,9.9,0.0,893,40,italian,Müllerstr. 59,10115,Berlin,52.55498,13.34518,lieferando
237,Restaurant Mephisto Pizza & Pasta,8.8,116,15.0,0.0,0,25,italian,Müllerstraße 63,10115,Berlin,52.5559693,13.3429882,lieferando
238,Zeitlos Pizzeria,9.0,1822,50.0,0.0,1027,40,italian,Emmentaler Straße 12,10115,Berlin,52.5676477,13.3531489,lieferando
239,Mandi Halal,7.2,96,15.0,0.0,823,50,american,Seestraße 57,10115,Berlin,52.55179,13.35552,lieferando
240,Buona Sera,7.4,48,9.0,0.0,0,25,italian,Knesebeckstrasse 20,10115,Berlin,52.50758,13.32191,lieferando
241,Pizza Affe,8.6,408,15.0,0.0,0,30,italian,Scharnweberstraße 127,10115,Berlin,52.5647418,13.3243798,lieferando
242,Bonfini,8.2,32,15.0,0.0,1190,20,italian,Chausseestraße 15,10115,Berlin,52.5295285,13.3848003,lieferando
243,L.A. Burger & Sushi,8.8,621,40.0,2.0,680,40,asian,Uranusweg 1,10115,Berlin,52.5663225,13.317449,lieferando
244,Roji - Godai No Sekai,7.8,51,15.0,0.0,0,60,asian,Oderberger Straße 11,10115,Berlin,52.5390366,13.4091437,lieferando
245,Öz Adana Grillhaus,7.8,286,31.5,0.0,1279,40,middle eastern,Oranienstraße 2a,10115,Berlin,52.4995879,13.4257618,lieferando
246,"Lezziz Restaurant - Food, Nuts & Sweets",8.8,324,35.0,0.0,0,40,american,Residenzstraße 43/44,10115,Berlin,52.5652593,13.363164,lieferando
247,Izumi Restaurant Sushi Bar,8.0,1257,25.0,0.0,1182,25,asian,Kronenstr. 66,10115,Berlin,52.5111789,13.3886504,lieferando
248,Restaurant Meerpur City,9.2,105,20.0,0.0,1129,45,indian,Bellermann Straße 96,10115,Berlin,52.5547634,13.3846608,lieferando
249,Sajan Restaurant&CateringService,8.6,524,20.0,1.5,1024,40,indian,Lychener Straße 9 a,10115,Berlin,52.5415498,13.4145713,lieferando
250,ASMAN,7.6,587,10.0,0.0,1186,40,vegetarian or vegan,Ackerstr. 20,10115,Berlin,52.5314717,13.3967024,lieferando
251,Kebab House,5.2,141,10.0,0.0,703,50,middle eastern,Bülowstraße 1-3,10115,Berlin,52.4989241,13.3553525,lieferando
252,Pizza Tino Lieferservice,9.0,548,40.0,3.0,962,30,italian,Bottroper Weg 14,10115,Berlin,52.5769562,13.2790206,lieferando
253,Manjodh,9.2,1860,12.0,1.5,1124,40,vegetarian or vegan,Bornholmer Str. 88,10115,Berlin,52.553577,13.411214,lieferando
254,Diazo,8.4,184,15.0,0.5,0,30,italian,Greifenhagener Straße 61,10115,Berlin,52.5460261,13.4142707,lieferando
255,Little italy,8.6,1029,13.0,0.0,905,40,italian,Schönhauser Allee 156,10115,Berlin,52.53741,13.41181,lieferando
256,Simela Finest Food,8.2,165,10.0,0.0,0,30,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,lieferando
257,Meena Kumari Restaurant,9.2,783,15.0,0.0,1129,40,indian,Lychener Straße 9,10115,Berlin,52.5415535,13.4145696,lieferando
258,American Burger und Nicks' Pizza,7.6,9682,18.0,1.5,813,60,american,Prinzenallee 37,10115,Berlin,52.55835,13.38644,lieferando
259,Rohhäppchen,8.8,569,20.9,0.0,1307,60,asian,Dircksenstraße 51,10115,Berlin,52.5233116,13.4038078,lieferando
260,Partybrenner,9.6,207,29.0,2.0,3233,60,asian,Wittekindstraße 33,10115,Berlin,52.4594138,13.3725554,lieferando
261,Ciao Ciao,8.0,61,9.0,0.0,0,25,italian,Grüntaler Straße 19,10115,Berlin,52.5531006,13.389099,lieferando
262,Hamdibaba,9.4,4,25.0,0.0,0,50,italian,Hauptstraße 159,10115,Berlin,52.4898136,13.3602157,lieferando
263,Pizza alla Grande,9.2,1062,13.0,3.0,1771,35,italian,Lette Str. 9,10115,Berlin,52.5438787,13.4183748,lieferando
264,Gümüs Bistro,9.0,308,18.0,0.0,902,35,american,Torstraße 40,10115,Berlin,52.5282431,13.4112932,lieferando
265,Vedis Indisches Restaurant,8.0,623,10.0,0.0,1280,50,vegetarian or vegan,Schönhauser Allee 142,10115,Berlin,52.5417953,13.4117164,lieferando
266,Fuku Sushi,7.6,1422,15.0,0.0,1087,50,asian,Husemannstraße 14,10115,Berlin,52.5379154,13.4178055,lieferando
267,Indisches & Pakstanisches Restaurant Asman,8.2,269,10.0,0.0,1186,40,indian,Lychener Straße 3,10115,Berlin,52.5411266,13.4142951,lieferando
268,Juki - Korean BBQ and Soju Bar,7.4,161,12.0,0.0,0,55,asian,Lychener Straße 13,10115,Berlin,52.5418483,13.4151122,lieferando
269,Tijuana,6.4,281,10.0,0.0,1275,55,american,Knaackstraße 99 / Danziger Straße 10,10115,Berlin,52.54051,13.4140499,lieferando
270,Valle dei Templi,8.2,438,10.0,2.99,1299,40,italian,Brüsseler Straße 10,10115,Berlin,52.5477054,13.3509976,lieferando
271,Monella Wedding,4.8,3,10.0,1.99,0,30,italian,Malplaquetstraße 16b,10115,Berlin,52.551717,13.35819,lieferando
272,Prinz Bistro,9.4,7,10.0,2.99,0,45,american,Askanischer Platz 2,10115,Berlin,52.50468,13.38084,lieferando
273,Noi Due,8.4,39,10.0,2.99,1088,40,italian,Hufelandstraße 21,10115,Berlin,52.53207,13.43289,lieferando
274,An Nam-Sushi-Vietnamese & Thai Cuisine,9.6,11474,0.0,0.0,895,30,asian,Gotzkowskystr. 10,10115,Berlin,52.5254803,13.3298761,lieferando
275,La Tettoia,8.6,457,14.5,2.5,1167,30,italian,Waldstraße 55,10115,Berlin,52.5285502,13.3296872,lieferando
276,Twentyone,9.4,1162,0.0,0.0,723,40,american,Gotzkowskystrasse 25,10115,Berlin,52.5245999,13.3301549,lieferando
277,G.P.S,9.6,122,0.0,0.0,983,30,healthy,Beusselstraße 63,10115,Berlin,52.5294856,13.3283563,lieferando
278,Maharadsch Berlin,9.4,823,0.0,0.0,977,30,indian,Gotzkowskystr. 25,10115,Berlin,52.5245999,13.3301549,lieferando
279,Pizzeria Allora,9.6,645,0.0,0.0,0,25,italian,Huttenstr. 39,10115,Berlin,52.5287042,13.31662,lieferando
280,burgerme,9.0,1374,0.0,0.0,888,25,american,Gotzkowskystr. 7,10115,Berlin,52.5260696,13.3300561,lieferando
281,Bistro Öz Tadim,8.6,74,15.0,1.0,0,25,middle eastern,Alt Moabit 76,10115,Berlin,52.52453,13.3350303,lieferando
282,Pizza e Pasta 2,8.4,383,10.0,0.0,914,35,italian,Alt Moabit 87,10115,Berlin,52.5250842,13.3430986,lieferando
283,DOAN Restaurant - Asian Fusion & Sushi Bar,9.6,1471,0.0,0.0,0,50,asian,Hallerstraße 28,10115,Berlin,52.5223837,13.324399,lieferando
284,Robin Hutt,8.8,397,0.0,0.0,647,40,italian,Huttenstraße 68,10115,Berlin,52.52737,13.3268474,lieferando
285,Suite Seventeen Restaurant,9.6,68,10.0,2.99,0,35,european,Bochumer Straße 17,10115,Berlin,52.5230146,13.3387426,lieferando
286,Call a Pizza,8.6,3627,0.0,0.0,1360,40,italian,Alt Moabit 108,10115,Berlin,52.52423,13.34983,lieferando
287,Thammy Burger,8.6,83,0.0,0.0,0,40,american,Pascalstraße 13-14,10115,Berlin,52.5232625,13.3234414,lieferando
288,Nusantara Restaurant,9.2,260,25.0,0.0,961,30,asian,Turmstraße 18,10115,Berlin,52.5264497,13.3491307,lieferando
289,Tele Pizza,8.2,199,0.0,0.0,1077,40,italian,Huttenstraße 22,10115,Berlin,52.5287222,13.3186791,lieferando
290,Marjan Grill,10.0,197,0.0,0.0,1611,25,steak,Flensburger Straße Stadtbahnbogen 411,10115,Berlin,52.5201231,13.3468812,lieferando
291,Yogi indisches Restaurant,9.0,5768,10.0,0.0,1387,40,indian,Rathenower Str. 6,10115,Berlin,52.525,13.35716,lieferando
292,Pi.Pa.Sa. Pizza Pasta Salate,9.2,606,0.0,0.0,705,40,italian,Föhrer Strasse 10,10115,Berlin,52.541624,13.3489217,lieferando
293,Sushi For You,9.2,155,0.0,0.0,0,25,asian,Lise-Meitner-Straße 2,10115,Berlin,52.5269294,13.3067297,lieferando
294,Timeless,8.0,515,0.0,0.0,1075,50,mexican,Kaiserin-Augusta-Allee 92,10115,Berlin,52.5255104,13.3113491,lieferando
295,Iris an der Oper,9.2,393,0.0,0.0,1252,40,mediterranean,Richard-Wagner-Straße 13,10115,Berlin,52.513573,13.3067449,lieferando
296,Amazing Burger,7.2,95,0.0,0.0,0,65,american,Franklinstraße 10,10115,Berlin,52.519774,13.3286561,lieferando
297,Da Lio,7.6,4230,0.0,0.0,858,35,italian,Kaiserin-Augusta-Allee 37,10115,Berlin,52.52606,13.31221,lieferando
298,027 ~ Not Your Ordinary Kebab,8.6,418,0.0,0.0,1670,50,middle eastern,Kantstraße 143,10115,Berlin,52.5057239,13.3205023,lieferando
299,Thu Huong Asia,9.0,8951,0.0,0.0,1173,40,asian,Wilmersdorfer Str. 164,10115,Berlin,52.5172177,13.3047606,lieferando
300,Sanderella Delights,7.8,156,0.0,0.0,920,30,middle eastern,Kaiserin-Augusta-Allee 38,10115,Berlin,52.5259056,13.3114851,lieferando
301,Prime Burger,8.2,147,0.0,0.0,0,60,american,Quedlinburger Straße 11,10115,Berlin,52.5230416,13.3125492,lieferando
302,Nguyên Imbiss,9.6,3092,0.0,0.0,773,40,asian,Tauroggener Str. 3,10115,Berlin,52.5235626,13.3009135,lieferando
303,Trattoria Café Tatou,8.6,96,0.0,0.0,1065,30,italian,Kantstr. 16,10115,Berlin,52.5058433,13.3261773,lieferando
304,Sushi Osaka Berlin,7.8,66,0.0,0.0,1410,10,asian,Kaiserin-Augusta-Allee 90,10115,Berlin,52.52549,13.31024,lieferando
305,The Pizza Bakery,8.0,25,0.0,0.0,0,30,italian,Abbestraße 15,10115,Berlin,52.5172303,13.3212579,lieferando
306,Kaiyō,9.2,1187,0.0,0.0,1020,40,asian,Togostraße 4,10115,Berlin,52.5495623,13.3478648,lieferando
307,Taj Indian Cuisine,9.2,12,0.0,0.0,0,40,indian,Schloßstr. 64,10115,Berlin,52.5175314,13.2968649,lieferando
308,Pizza e Pasta,8.6,126,0.0,0.0,907,40,italian,Mierendorffplatz 13,10115,Berlin,52.5262884,13.30376,lieferando
309,Kabul Night,9.8,1075,0.0,0.0,1230,40,indian,Müllerstraße 129,10115,Berlin,52.5520577,13.3482362,lieferando
310,Cortador Steakhaus,9.2,4502,0.0,0.0,948,40,italian,Tegeler Weg 10,10115,Berlin,52.5247234,13.2982731,lieferando
311,"Simela Pizzeria - Weizen-, Dinkel- & Glutenfrei",7.2,283,0.0,0.0,1054,35,italian,Kantstr. 146,10115,Berlin,52.5055404,13.3235375,lieferando
312,Ninhao China Restaurant,9.8,64,20.0,2.0,1175,35,asian,Bismarckstraße 24,10115,Berlin,52.5122708,13.3120233,lieferando
313,Hot Million Burger,8.0,865,10.0,0.5,1116,45,italian,Pankstrasse 79,10115,Berlin,52.5471086,13.3725928,lieferando
314,Kalimera,9.4,40,0.0,1.99,924,35,vegetarian or vegan,Otto-Suhr-Allee 104,10115,Berlin,52.5174228,13.3077062,lieferando
315,2 Friends Burger,8.4,1589,0.0,0.0,865,30,italian,Wilmersdorfer Straße 156,10115,Berlin,52.51545,13.30494,lieferando
316,Yildiz Gözleme,9.6,166,20.0,0.0,0,40,healthy,Müllerstraße 133A,10115,Berlin,52.5512581,13.3500139,lieferando
317,Pizza Miranda,9.2,892,0.0,0.0,783,30,italian,Müllerstraße 142,10115,Berlin,52.5487764,13.3544263,lieferando
318,Pizzeria Papa Mino,7.8,3967,0.0,0.0,757,50,italian,Mierendorffstr. 27,10115,Berlin,52.52441,13.30258,lieferando
319,Restaurant Corallo,9.4,476,15.0,0.0,1084,25,italian,Ostender Straße 5,10115,Berlin,52.5475678,13.3540513,lieferando
320,Papi Imbiss,8.6,437,13.5,0.0,918,55,italian,Müllerstraße 47A,10115,Berlin,52.55201,13.3499,lieferando
321,Mr. Pfani - Polnische Küche,9.6,106,20.0,2.0,0,30,breakfast/dessert,Müllerstrasse 123-125,10115,Berlin,52.5535259,13.3459875,lieferando
322,Fancy Burger meets Vegan,8.2,2227,0.0,0.0,1000,50,american,Wilmersdorfer Straße 133,10115,Berlin,52.5108669,13.3058606,lieferando
323,Sonora Cantina Mexicana,8.2,672,0.0,0.0,1159,40,mexican,Krumme Straße 41,10115,Berlin,52.5076602,13.309248,lieferando
324,Döneria,9.6,66,0.0,0.0,0,25,american,Müllerstraße 122b,10115,Berlin,52.5538265,13.3456109,lieferando
325,Good Friends,8.8,942,0.0,0.0,1438,40,asian,Kantstraße 30,10115,Berlin,52.50631,13.3182,lieferando
326,Diazo ®,8.4,1674,10.0,0.5,1164,40,italian,Schulstraße 35,10115,Berlin,52.550543,13.3662987,lieferando
327,Burger Now,9.0,1708,0.0,0.0,686,30,american,Fasanenstraße 14,10115,Berlin,52.5046373,13.3274203,lieferando
328,Casalot Restaurant,9.8,302,15.0,1.5,1615,45,vegetarian or vegan,Claire-Waldoff-Straße 5,10115,Berlin,52.5245199,13.3862662,lieferando
329,PHO - Noodlebar,7.8,400,0.0,0.0,856,50,asian,Hardenbergplatz 2,10115,Berlin,52.5063233,13.3335382,lieferando
330,BURGER KING ®,4.8,559,0.0,1.99,956,45,american,Str. des 17. Juni 100,10115,Berlin,52.5140886,13.337587,lieferando
331,Burger Bar,9.4,117,0.0,0.0,702,35,american,Wilmersdorfer Straße 143-144,10115,Berlin,52.5127346,13.3054124,lieferando
332,Pasta Rhymes,8.8,159,0.0,0.0,882,30,italian,Kaiser-Friedrich-Straße 5,10115,Berlin,52.5169397,13.3006931,lieferando
333,Oh My Bowl,9.4,460,0.0,0.0,0,40,middle eastern,Wilmersdorfer Straße 133,10115,Berlin,52.5108669,13.3058606,lieferando
334,Pizzeria Magara,8.2,38,15.0,0.0,654,35,italian,Reinickendorfer Straße 26,10115,Berlin,52.54648,13.36978,lieferando
335,TayPar Burger goes Vegan,9.2,846,0.0,0.0,780,30,american,Wilmersdorfer Straße 143-144,10115,Berlin,52.5127346,13.3054124,lieferando
336,Restaurant Pratirio,9.4,80,0.0,0.0,0,60,mediterranean,Knesebeckstraße 22,10115,Berlin,52.5070401,13.3222683,lieferando
337,See Grillhaus,7.6,388,0.0,0.0,785,40,italian,Seestraße 40,10115,Berlin,52.54952,13.35118,lieferando
338,Neni,9.4,74,0.0,1.99,1850,30,american,Budapester Straße 40,10115,Berlin,52.5056195,13.3379602,lieferando
339,Buffalo 2,8.6,330,15.0,0.5,1122,90,american,Reinickendorfer Strasse 5,10115,Berlin,52.5409614,13.3703478,lieferando
340,Hisar76,9.2,332,0.0,0.0,750,30,italian,Müllerstrasse 59b,10115,Berlin,52.5551,13.34469,lieferando
341,Balli Döner & Burger,7.6,1967,0.0,0.0,881,40,american,Wilmersdorfer Straße 130,10115,Berlin,52.510464,13.3057622,lieferando
342,DB Service Store,8.0,3,10.0,1.99,0,40,bars,Europaplatz 1,10115,Berlin,52.5251109,13.3704733,lieferando
343,Lieferservice Anand,8.4,1735,10.0,0.0,1132,35,indian,Albrechtstr. 12,10115,Berlin,52.5211654,13.384961,lieferando
344,My Son Restaurant,7.6,33,0.0,1.99,1057,45,asian,Kantstraße 143,10115,Berlin,52.5057239,13.3205023,lieferando
345,China Snack,8.4,5655,0.0,0.0,728,50,asian,Kantstr. 15,10115,Berlin,52.5056604,13.3264524,lieferando
346,Louis Alfons - PREMIUM BURGER & VEGGIE GRILL,7.4,487,12.0,3.0,1093,40,american,Gerichtstrasse 60,10115,Berlin,52.5442931,13.3712242,lieferando
347,Mex-Burger 1,8.6,127,15.0,0.0,752,30,italian,Maxstraße 14,10115,Berlin,52.5507225,13.3628976,lieferando
348,Sushi Palace,8.0,107,20.0,0.0,0,40,asian,Wisbyer Straße 35,10115,Berlin Pankow,52.55207,13.4289,lieferando
349,Verbano,7.4,13,0.0,0.0,0,40,italian,Krumme Straße 74,10115,Berlin,52.5124266,13.3096313,lieferando
350,BURGER KING ®,6.4,226,10.0,2.99,0,45,american,Schönhauser Allee 79-80,10115,Berlin,52.5494582,13.4157815,lieferando
351,Starbucks,10.0,4,0.0,0.0,0,45,cafes,Hardenbergplatz 9-11,10115,Berlin,52.5081522,13.3336188,lieferando
352,Pizza La Mora,7.8,899,14.9,0.0,737,30,italian,Reinickendorfer Straße 75,10115,Berlin,52.5509098,13.3673564,lieferando
353,Beets&Roots,7.8,187,0.0,0.0,971,50,vegetarian or vegan,Kurfürstendamm 22,10115,Berlin,52.5039029,13.3302567,lieferando
354,Happy Buddha,9.0,89,20.0,0.0,1162,30,indian,Schlegelstr. 22,10115,Berlin,52.53045,13.38674,lieferando
355,Rocca Pizza & Pasta,8.6,1843,10.0,0.0,1053,30,italian,Gleimstr. 11,10115,Berlin,52.5468681,13.4063579,lieferando
356,Al Forno,7.8,313,15.0,0.0,0,30,italian,Reinickendorfer Straße 75,10115,Berlin,52.5509098,13.3673564,lieferando
357,The Koi,10.0,4,0.0,0.0,0,40,asian,Kaiser Friedrichstraße 1,10115,Berlin,52.5192583,13.2992178,lieferando
358,Minh San,8.2,141,10.0,1.99,877,45,asian,Reinhardtstr. 44,10115,Berlin,52.5226156,13.3788549,lieferando
359,Jinbu Sushi,8.6,139,15.0,0.0,0,40,asian,Bertolt-Brecht-Platz 2,10115,Berlin,52.5225593,13.386168,lieferando
360,Antonio's Pizzeria,8.4,174,15.0,0.0,756,30,italian,Dubliner Straße 59,10115,Berlin,52.5598265,13.3460066,lieferando
361,Hung Anh Vietnamesisches Restaurant,8.4,174,11.5,0.0,1129,30,asian,Chausseestraße 130,10115,Berlin,52.527607,13.3864059,lieferando
362,Bowl Time,9.0,18,10.0,1.99,0,35,asian,Danziger Straße 61,10115,Berlin,52.5397205,13.422539,lieferando
363,Cowei Berlin,9.2,284,15.0,0.0,1087,70,asian,James-Simon-Park 152,10115,Berlin,52.5222328,13.3993145,lieferando
364,Master Chi,8.0,474,25.0,1.5,1072,45,asian,Knaackstraße 99,10115,Berlin,52.54051,13.4140499,lieferando
365,Köfte Ma,8.6,40,12.0,1.5,931,40,vegetarian or vegan,Danziger Straße 2,10115,Berlin,52.5407869,13.4127241,lieferando
366,JOSEPH,7.4,3,10.0,1.99,840,30,vegetarian or vegan,Friedrichstraße 113,10115,Berlin,52.52584,13.38769,lieferando
367,Solo Pizza,7.8,10,10.0,2.99,690,50,italian,Danzigerstr. 7,10115,Berlin,52.5409928,13.4136947,lieferando
368,Mangiare Berlin,7.0,316,0.0,1.99,1557,55,italian,Arminiusstraße 2-4,10115,Berlin,52.527491,13.3385216,lieferando
369,Good'n Vegan im Mövenpick Hotel Berlin,8.6,60,10.0,2.99,0,45,american,Schöneberger Straße 3,10115,Berlin,52.5038107,13.3804042,lieferando
370,DALUMA Weinbergsweg,7.8,289,10.0,1.99,829,45,vegetarian or vegan,Weinbergsweg 3,10115,Berlin,52.530526,13.4021449,lieferando
371,BURGER KING ®,6.8,131,10.0,2.99,0,50,american,Alexanderplatz 8,10115,Berlin,52.5229508,13.4127606,lieferando
372,Little Green Rabbit,9.4,11,10.0,2.99,909,45,vegetarian or vegan,Friedrichstraße 200,10115,Berlin,52.5089707,13.3895674,lieferando
373,Die Eins,5.4,5,10.0,1.99,1156,30,italian,Wilhelmstr. 67A,10115,Berlin,52.5189405,13.3813472,lieferando
374,Spar Express,9.6,18,10.0,2.99,1474,25,bars,Prenzlauer Allee 179,10115,Berlin,52.5446345,13.4268669,lieferando
375,Restaurant Bella Italia Berlin,8.4,548,15.0,1.0,990,40,italian,Brunnenstraße 104,10115,Berlin,52.5474177,13.3893208,lieferando
376,KUMARI - Indian Food,7.8,356,10.0,2.99,704,30,indian,Badstraße 4,10115,Berlin,52.549678,13.3879517,lieferando
