restaurant_name,platform,reviews,avg_review_score,street,zip_code,city,latitude,longitude,type_of_cuisine,avg_delivery_time,pricyness,delivery_fee,minimum_order_value
BACK-FACTORY,lieferando,28,4.1,Wilmersdorfer Straße 66,14199,Berlin,52.5058494,13.306501,"['lunch_351', 'snacks_201', 'cake_251']",40,0,299,1000
San Giorgio,lieferando,51,4.2,Mommsenstraße 36,14199,Berlin,52.50384,13.30502,"['italian_21', 'salads_1456', 'noodles_2258']",40,1485,299,1000
Crispy Döner,lieferando,10,4.2,Richard-Wagner-Straße 1-3,14199,Berlin,52.5120532,13.3072877,"['falafel_1215', 'doener_821', 'salads_1456']",45,0,199,1000
Moono,lieferando,19,4.1,Windscheidstraße 19,14199,Berlin,52.5054681,13.2993072,"['chinese_41', 'desserts_954', 'ice-cream_1194']",40,600,299,1000
Currywurst Express,lieferando,0,0.0,Dircksenstraße 1,14199,Berlin,52.5212772,13.4118745,"['german_431', 'drinks-and-snacks_661', 'hot-dog_1824']",45,0,199,0
Restaurant Loggia,lieferando,0,0.0,Ansbacher Straße 11,14199,Berlin,52.5036297,13.3431764,"['italian-pizza_271', 'pasta_1614', 'salads_1456']",50,0,199,0
Son Kitchen,lieferando,764,3.5,Kantstraße 46,14199,Berlin,52.5066182,13.3118041,"['burgers_541', 'asian_1864', 'korean_1114']",45,796,299,1000
Subway,lieferando,486,3.4,Kurfürstendamm 180,14199,Berlin,52.5001908,13.3119169,"['sandwiches_671', 'wrap_1416', 'chicken_521']",45,1117,299,1000
Manju,lieferando,0,0.0,Grunerstraße 20,14199,Berlin,52.5199703,13.4147251,"['indian_71', 'asian_1864', 'chicken_521']",45,930,199,0
Salis Ramen,lieferando,0,0.0,Hohenstaufenplatz nn,14199,Berlin,52.4913778,13.4219266,"['japanese_551', 'noodles_2258', 'chicken_521']",40,0,199,0
Kamps Bäckerei mit Backstube,lieferando,0,0.0,Alexanderplatz -,14199,Berlin,52.5219814,13.413306,"['italian-pizza_271', 'sandwiches_671', 'breakfast_361']",45,0,199,0
Adana Grillhaus,lieferando,98,3.5,Brandenburgische Str. 32,14199,Berlin,52.49926,13.3075,"['turkish_31', 'veal_1744', 'chicken_521']",45,1312,299,1000
Pizza Hood Berlin,lieferando,0,0.0,Manteuffelstraße 88,14199,Berlin,52.4998321,13.4271859,"['italian-pizza_271', 'vegetarian_391', '100-halal_921']",40,0,199,0
Hussel,lieferando,0,0.0,Schlossstraße 112,14199,Berlin,52.4616758,13.3257101,['desserts_954'],35,732,299,1000
Happy Gale Feinkost,lieferando,0,0.0,Walther-Schreiber-Platz 1,14199,Berlin,52.4653028,13.3277625,"['vegetarian_391', 'falafel_1215', 'salads_1456']",35,0,299,1000
Naardoun Restaurant Berlin,lieferando,0,0.0,Windscheidstraße 27,14199,Berlin,52.5063196,13.2995776,"['vegetarian_391', 'poke-bowl_2318', 'iranian_2324']",40,0,299,1000
