circle_id,kmradius,Unnamed: 0,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine,address,street,zip_code,city_name,coordinates,latitude,longitude,database,distance_to_circle_center
28,2,1042,Cana Restaurant ,9.2,,10.0,,2.0,40.0,middle eastern,"Neue Roßstraße 11, 10179.0, Berlin",Neue Roßstraße 11,10179.0,Berlin,"52.512489901723086,13.408856382209862",52.512489901723086,13.408856382209862,wolt,1.2989828688221006
28,2,1044,Choppaluna,9.0,,10.0,1.9,2.0,,healthy,"Rudi-Dutschke-Str. 17, 10969.0, Berlin",Rudi-Dutschke-Str. 17,10969.0,Berlin,"52.5067797,13.3933877",52.5067797,13.3933877,wolt,0.5916721758784563
28,2,1045,SMASH! Mitte,8.6,,10.0,,1.0,40.0,american,"This is a virtual venue, 10179.0, Berlin",This is a virtual venue,10179.0,Berlin,"52.5115059,13.4169483",52.5115059,13.4169483,wolt,1.585808153284636
28,2,1046,CHICKEN POW ! Mitte,8.2,,10.0,,1.0,40.0,fastfood,"This is a virtual venue, 10179.0, Berlin",This is a virtual venue,10179.0,Berlin,"52.5115059,13.4169483",52.5115059,13.4169483,wolt,1.585808153284636
28,2,1047,Besh,8.8,,10.0,,1.0,40.0,vegetarian or vegan,"Brückenstraße 15, 10179.0, Berlin",Brückenstraße 15,10179.0,Berlin,"52.511594911272894,13.416638899619755",52.511594911272894,13.416638899619755,wolt,1.5757669385362811
28,2,1049,VietBowl Potsdamer Platz,8.6,,10.0,,2.0,40.0,asian,"Marlene-Dietrich-Platz 1, 10785.0, Berlin",Marlene-Dietrich-Platz 1,10785.0,Berlin,"52.5070442,13.3720023",52.5070442,13.3720023,wolt,1.8820710174547248
28,2,1050,O'Tacos Berlin Spandauer Str.,7.4,,10.0,1.9,2.0,,european,"This is a virtual venue, 10178.0, Berlin",This is a virtual venue,10178.0,Berlin,"52.5206084,13.404795",52.5206084,13.404795,wolt,2.0475486013294444
28,2,1051,Paulaner Wirtshaus Berlin Potsdamer Platz,8.4,,10.0,1.9,2.0,,european,"Alte Potsdamer Str. 1, 10785.0, Berlin",Alte Potsdamer Str. 1,10785.0,Berlin,"52.508671,13.3753261",52.508671,13.3753261,wolt,1.7280282030134955
28,2,1057,Delhi 6,8.4,,10.0,,3.0,50.0,middle eastern,"Friedrichstraße 237, 10969.0, Berlin",Friedrichstraße 237,10969.0,Berlin,"52.50193897290694,13.391047288360232",52.50193897290694,13.391047288360232,wolt,0.5271309154338172
28,2,1062,Mövenpick Restaurant Berlin,7.4,,,,2.0,,poke,"Schöneberger Str. 3, 10963.0, Berlin",Schöneberger Str. 3,10963.0,Berlin,"52.5038107,13.3804042",52.5038107,13.3804042,wolt,1.2524241969844514
28,2,1076,Quy Nguyen Vegan Living ,8.8,,10.0,,2.0,50.0,asian,"Oranienburger Str. 7, 10178.0, Berlin",Oranienburger Str. 7,10178.0,Berlin,"52.52374380000001,13.4004558",52.52374380000001,13.4004558,wolt,2.357611878833727
28,2,1080,Caphe HOA,9.2,,10.0,1.9,2.0,,vegetarian or vegan,"Stallschreiberstrasse 15, 10179.0, Berlin",Stallschreiberstrasse 15,10179.0,Berlin,"52.5064966,13.4082134",52.5064966,13.4082134,wolt,0.7769550617598572
28,2,1083,Tasty Bistro,7.6,,10.0,1.9,1.0,,italian,"Rungestraße 14, 10179.0, Berlin",Rungestraße 14,10179.0,Berlin,"52.5122717,13.4182962",52.5122717,13.4182962,wolt,1.7105409960640747
28,2,1086,Ferrarino Pizza,8.6,,10.0,,2.0,32.5,italian,"Garnisonkirchpl. 2   on top written SIESTA coffee and more!, 10178.0, Berlin",Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178.0,Berlin,"52.52000659999999,13.404954",52.52000659999999,13.404954,wolt,1.984260671647985
28,2,1090,Noumi,9.2,,10.0,,2.0,32.5,asian,"Jägerstr. 35, 10117.0, Berlin",Jägerstr. 35,10117.0,Berlin,"52.5143007,13.397416",52.5143007,13.397416,wolt,1.3070083730654547
28,2,1091,Brammibal's Donuts - Potsdamer Platz,9.6,,10.0,1.9,1.0,,breakfast/dessert,"Alte Potsdamer Str. 11, 10785.0, Berlin",Alte Potsdamer Str. 11,10785.0,Berlin,"52.5080051,13.3738108",52.5080051,13.3738108,wolt,1.7969232206139962
28,2,1093,Berlin Currys,7.8,,10.0,1.9,1.0,,fastfood,"Karl-Liebknecht-Str. 13, 10178.0, Berlin",Karl-Liebknecht-Str. 13,10178.0,Berlin,"52.5223087920727,13.40833332740671",52.5223087920727,13.40833332740671,wolt,2.28967096810425
28,2,1095,BunUp Mitte,7.8,,10.0,,1.0,40.0,vegetarian or vegan,"This is a virtual venue, 10178.0, Berlin",This is a virtual venue,10178.0,Berlin,"52.5238316,13.3985704",52.5238316,13.3985704,wolt,2.364522548862738
28,2,1097,Fresh's,7.8,,10.0,,1.0,40.0,poke,"This is a virtual venue, 10178.0, Berlin",This is a virtual venue,10178.0,Berlin,"52.5238316,13.3985704",52.5238316,13.3985704,wolt,2.364522548862738
28,2,1103,Café Journale ,7.8,,10.0,1.9,1.0,,italian,"Lindenstraße 37, 10969.0, Berlin",Lindenstraße 37,10969.0,Berlin,"52.5068558,13.3984213",52.5068558,13.3984213,wolt,0.47596252861501115
28,2,1106,Son Kitchen Foodtruck,8.6,,10.0,1.9,2.0,,asian,"Varian-Fry-Straße , 10785.0, Berlin",Varian-Fry-Straße ,10785.0,Berlin,"52.5088036,13.3742494",52.5088036,13.3742494,wolt,1.8011307223442612
28,2,1110,Nem&More,8.0,,10.0,1.9,2.0,,asian,"Brückenstraße 3, 10179.0, Berlin",Brückenstraße 3,10179.0,Berlin,"52.51209410680064,13.417184344174451",52.51209410680064,13.417184344174451,wolt,1.6397939685641139
28,2,1118,Rotes Kamel,8.6,,10.0,,2.0,40.0,steak," Hannah-Arendt-Str. 4, 10117.0, Berlin", Hannah-Arendt-Str. 4,10117.0,Berlin,"52.5140041,13.3811706",52.5140041,13.3811706,wolt,1.7429663857797617
28,2,1119,Ferrarino Pizza,8.6,,10.0,,2.0,50.0,italian,"Garnisonkirchpl. 2   on top written SIESTA coffee and more!, 10178.0, Berlin",Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178.0,Berlin,"52.52000659999999,13.404954",52.52000659999999,13.404954,wolt,1.984260671647985
28,2,1120,Restaurant Aposto,8.0,,10.0,,2.0,45.0,european,"Monbijouplatz 12, 10178.0, Berlin",Monbijouplatz 12,10178.0,Berlin,"52.52256,13.39942",52.52256,13.39942,wolt,2.2234774647650983
28,2,1126,La Gino,8.0,,10.0,1.9,1.0,,european,"Rudi-Dutschke-Straße 20, 10969.0, Berlin",Rudi-Dutschke-Straße 20,10969.0,Berlin,"52.50697564217489,13.392174971759124",52.50697564217489,13.392174971759124,wolt,0.6614597343317808
28,2,1127,NORDSEE - Berlin Spandauer Straße,8.2,,10.0,1.9,1.0,,seafood,"Spandauer Str. 4, 10178.0, Berlin",Spandauer Str. 4,10178.0,Berlin,"52.52070579999999,13.4046972",52.52070579999999,13.4046972,wolt,2.0568508099048013
28,2,1132,Besh,8.8,,10.0,1.9,1.0,,vegetarian or vegan,"Brückenstraße 15, 10179.0, Berlin",Brückenstraße 15,10179.0,Berlin,"52.511594911272894,13.416638899619755",52.511594911272894,13.416638899619755,wolt,1.5757669385362811
28,2,1133,Asia Gondel,8.8,,10.0,1.9,1.0,,asian,"Brückenstr 1-b, 10179.0, Berlin",Brückenstr 1-b,10179.0,Berlin,"52.5116365,13.4171036",52.5116365,13.4171036,wolt,1.6031350748165534
28,2,1142,Viet Street - Sushi Bar,8.8,,10.0,1.9,2.0,,asian,"Dirckenstr. 93, 10178.0, Berlin",Dirckenstr. 93,10178.0,Berlin,"52.5180296,13.4154194",52.5180296,13.4154194,wolt,2.0584572604937246
28,2,1143,Babami,8.2,,10.0,1.9,2.0,,asian,"Zimmerstraße 23, 10969.0, Berlin",Zimmerstraße 23,10969.0,Berlin,"52.5075736,13.3914197",52.5075736,13.3914197,wolt,0.7452129429520459
28,2,1144,Vedang - plant burger (Mall of Berlin),9.0,,,,3.0,,american,"Leipziger Pl. 12, 10117.0, Berlin",Leipziger Pl. 12,10117.0,Berlin,"52.5102491,13.3799541",52.5102491,13.3799541,wolt,1.5344156691376778
28,2,1145,Ristorante Marea,7.4,,10.0,,3.0,32.5,european,"Leipziger Platz 10, 10117.0, Berlin",Leipziger Platz 10,10117.0,Berlin,"52.50924990669846,13.37970100978669",52.50924990669846,13.37970100978669,wolt,1.4903897143883107
28,2,1149,Spreegold Mitte,7.8,,10.0,,2.0,40.0,breakfast/dessert,"Rosa-Luxemburg-Straße 2, 10178.0, Berlin",Rosa-Luxemburg-Straße 2,10178.0,Berlin,"52.5231703,13.4092207",52.5231703,13.4092207,wolt,2.3989073466735946
28,2,1151,Rotes Kamel,8.6,,10.0,,2.0,45.0,steak," Hannah-Arendt-Str. 4, 10117.0, Berlin", Hannah-Arendt-Str. 4,10117.0,Berlin,"52.5140041,13.3811706",52.5140041,13.3811706,wolt,1.7429663857797617
28,2,1152,Atame,9.2,,,,2.0,,mediterranean,"Dircksenstraße 40, 10178.0, Berlin",Dircksenstraße 40,10178.0,Berlin,"52.52355832952749,13.40683685030174",52.52355832952749,13.40683685030174,wolt,2.3979759123853954
28,2,1153,Chopstix Mitte,9.0,,10.0,1.9,2.0,,asian,"Dircksenstraße 35, 10178.0, Berlin",Dircksenstraße 35,10178.0,Berlin,"52.5228184,13.4095516",52.5228184,13.4095516,wolt,2.3684083189180183
28,2,1155,Good n Vegan Kreuzberg,9.0,,,,2.0,,vegetarian or vegan,"This is a virtual venue, 10963.0, Berlin",This is a virtual venue,10963.0,Berlin,"52.5038107,13.3804042",52.5038107,13.3804042,wolt,1.2524241969844514
28,2,1157,Vedang - plant burger (Alexa),8.8,,,,3.0,,american,"Grunerstraße 20 Alexa Foodcourt, 2. OG, 10179.0, Berlin","Grunerstraße 20 Alexa Foodcourt, 2. OG",10179.0,Berlin,"52.51971747719034,13.415936597520494",52.51971747719034,13.415936597520494,wolt,2.235828106471457
28,2,1163,Momotaro Tavern,8.6,,10.0,1.9,1.0,,asian,"Panoramastraße 1A, 10178.0, Berlin",Panoramastraße 1A,10178.0,Berlin,"52.52119813848951,13.409617039645097",52.52119813848951,13.409617039645097,wolt,2.1991943377655434
28,2,1164,HaiCoffee,8.6,,10.0,1.9,2.0,,asian,"Wallstraße 2, 10179.0, Berlin",Wallstraße 2,10179.0,Berlin,"52.5111832,13.4036668",52.5111832,13.4036668,wolt,1.0138491961410068
28,2,1167,Shezan,8.6,,10.0,1.9,2.0,,middle eastern,"Neue Roßstraße 13, 10179.0, Berlin",Neue Roßstraße 13,10179.0,Berlin,"52.51217999072536,13.408207427139809",52.51217999072536,13.408207427139809,wolt,1.2465584287838039
28,2,1169,Saravanaa Bhavan Berlin,8.6,,10.0,1.9,2.0,,middle eastern,"Potsdamer Platz 5, 10785.0, Berlin",Potsdamer Platz 5,10785.0,Berlin,"52.510509,13.3761878",52.510509,13.3761878,wolt,1.7670119241700688
28,2,1170,VietBowl Potsdamer Platz,8.6,,10.0,1.9,2.0,,asian,"Marlene-Dietrich-Platz 1, 10785.0, Berlin",Marlene-Dietrich-Platz 1,10785.0,Berlin,"52.5070442,13.3720023",52.5070442,13.3720023,wolt,1.8820710174547248
28,2,1171,Quy Nguyen Vegan Living ,8.8,,10.0,1.9,2.0,,asian,"Oranienburger Str. 7, 10178.0, Berlin",Oranienburger Str. 7,10178.0,Berlin,"52.52374380000001,13.4004558",52.52374380000001,13.4004558,wolt,2.357611878833727
28,2,1178,Spreegold Mitte,7.8,,10.0,,2.0,65.0,breakfast/dessert,"Rosa-Luxemburg-Straße 2, 10178.0, Berlin",Rosa-Luxemburg-Straße 2,10178.0,Berlin,"52.5231703,13.4092207",52.5231703,13.4092207,wolt,2.3989073466735946
28,2,1179,Pizza Point Zimmerstr.,8.2,,10.0,1.9,1.0,,italian,"Zimmerstraße 10, 10969.0, Berlin",Zimmerstraße 10,10969.0,Berlin,"52.5073228,13.3878867",52.5073228,13.3878867,wolt,0.9061447379163078
28,2,1181,Five Guys Mitte,7.8,,10.0,1.9,2.0,,american,"Alexanderpl. 2, 10178.0, Berlin",Alexanderpl. 2,10178.0,Berlin,"52.5205493482613,13.41422543051924",52.5205493482613,13.41422543051924,wolt,2.2589060748015135
28,2,1182,Cana Restaurant ,9.2,,10.0,1.9,2.0,,middle eastern,"Neue Roßstraße 11, 10179.0, Berlin",Neue Roßstraße 11,10179.0,Berlin,"52.512489901723086,13.408856382209862",52.512489901723086,13.408856382209862,wolt,1.2989828688221006
28,2,1186,Indian Village,8.2,,10.0,1.9,2.0,,fastfood,"Dircksenstraße 94, 10178.0, Berlin",Dircksenstraße 94,10178.0,Berlin,"52.5181633,13.4153644",52.5181633,13.4153644,wolt,2.0688559272243836
28,2,1187,Burgerzimmer X,7.8,,10.0,1.9,2.0,,american,"Heinrich-Heine-Straße 36, 10179.0, Berlin",Heinrich-Heine-Straße 36,10179.0,Berlin,"52.5057895,13.4121294",52.5057895,13.4121294,wolt,0.9768421873122367
28,2,1189,Pinocchio Berlin,8.0,,10.0,,2.0,30.0,european,"Alexanderplatz 2, 10178.0, Berlin",Alexanderplatz 2,10178.0,Berlin,"52.52082559999999,13.4144639",52.52082559999999,13.4144639,wolt,2.2936479234791136
28,2,1190,Ristorante Marea,7.4,,10.0,1.9,3.0,,european,"Leipziger Platz 10, 10117.0, Berlin",Leipziger Platz 10,10117.0,Berlin,"52.50924990669846,13.37970100978669",52.50924990669846,13.37970100978669,wolt,1.4903897143883107
28,2,1195,Burgermeister Potsdamer Platz,8.6,,10.0,,1.0,30.0,american,"Potsdamer Platz 1 , 10785.0, Berlin",Potsdamer Platz 1 ,10785.0,Berlin,"52.50911563386791,13.374227434253475",52.50911563386791,13.374227434253475,wolt,1.8161198267862
28,2,1199,SMASH! Mitte,8.6,,10.0,1.9,1.0,,american,"This is a virtual venue, 10179.0, Berlin",This is a virtual venue,10179.0,Berlin,"52.5115059,13.4169483",52.5115059,13.4169483,wolt,1.585808153284636
28,2,1200,CHICKEN POW ! Mitte,8.2,,10.0,1.9,1.0,,fastfood,"This is a virtual venue, 10179.0, Berlin",This is a virtual venue,10179.0,Berlin,"52.5115059,13.4169483",52.5115059,13.4169483,wolt,1.585808153284636
28,2,1201,Tacco Point,7.4,,10.0,1.9,1.0,,mexican,"Zimmerstr. 19, 10969.0, Berlin",Zimmerstr. 19,10969.0,Berlin,"52.5075063,13.3895957",52.5075063,13.3895957,wolt,0.8279560519118196
28,2,1203,BURGERS BURGERS Mitte,8.6,,10.0,1.9,2.0,,american,"Brückenstraße 1A, 10179.0, Berlin",Brückenstraße 1A,10179.0,Berlin,"52.51158751982628,13.416926842325902",52.51158751982628,13.416926842325902,wolt,1.5903781333584943
28,2,1204,Mundo,8.4,,10.0,1.9,2.0,,mediterranean,"Zimmerstr. 19, 10969.0, Berlin",Zimmerstr. 19,10969.0,Berlin,"52.5075063,13.3895957",52.5075063,13.3895957,wolt,0.8279560519118196
28,2,1206,Delhi 6,8.4,,10.0,1.9,3.0,,middle eastern,"Friedrichstraße 237, 10969.0, Berlin",Friedrichstraße 237,10969.0,Berlin,"52.50193897290694,13.391047288360232",52.50193897290694,13.391047288360232,wolt,0.5271309154338172
28,2,1207,Burgermeister Potsdamer Platz,8.6,,10.0,1.9,1.0,,american,"Potsdamer Platz 1 , 10785.0, Berlin",Potsdamer Platz 1 ,10785.0,Berlin,"52.50911563386791,13.374227434253475",52.50911563386791,13.374227434253475,wolt,1.8161198267862
28,2,1212,Da Vinci Ristorante,8.0,,10.0,1.9,2.0,,italian,"Georgenstraße 192, 10117.0, Berlin",Georgenstraße 192,10117.0,Berlin,"52.5201646,13.3913112",52.5201646,13.3913112,wolt,2.0203697805063805
28,2,1213,BURGERS BURGERS Mitte,8.4,,10.0,1.9,2.0,,american,"Brückenstraße 1A, 10179.0, Berlin",Brückenstraße 1A,10179.0,Berlin,"52.51158751982628,13.416926842325902",52.51158751982628,13.416926842325902,wolt,1.5903781333584943
28,2,1214,Paulaner Wirtshaus Berlin Potsdamer Platz,8.2,,10.0,1.9,2.0,,european,"Alte Potsdamer Str. 1, 10785.0, Berlin",Alte Potsdamer Str. 1,10785.0,Berlin,"52.508671,13.3753261",52.508671,13.3753261,wolt,1.7280282030134955
28,2,1219,Jinbu Sushi,8.6,,10.0,1.9,2.0,,asian,"Bertolt-Brecht-Platz 2, 10117.0, Berlin",Bertolt-Brecht-Platz 2,10117.0,Berlin,"52.52243060340517,13.386233377523824",52.52243060340517,13.386233377523824,wolt,2.3661345460273435
28,2,1221,Asia Gondel,8.6,,10.0,1.9,1.0,,asian,"Brückenstr 1-b, 10179.0, Berlin",Brückenstr 1-b,10179.0,Berlin,"52.5116365,13.4171036",52.5116365,13.4171036,wolt,1.6031350748165534
28,2,1224,Restaurant Mittmann's,8.8,,10.0,1.9,2.0,,european,"Rungestraße 11, 10179.0, Berlin",Rungestraße 11,10179.0,Berlin,"52.5123151,13.4167629",52.5123151,13.4167629,wolt,1.6342314759391727
28,2,1225,Burgermeister Potsdamer Platz,8.8,,10.0,1.9,1.0,,american,"Potsdamer Platz 1 , 10785.0, Berlin",Potsdamer Platz 1 ,10785.0,Berlin,"52.50911563386791,13.374227434253475",52.50911563386791,13.374227434253475,wolt,1.8161198267862
28,2,1226,Espresso House DomAquarée,8.8,,10.0,1.9,1.0,,fastfood,"Karl-Liebknecht-Str. 5, 10178.0, Berlin",Karl-Liebknecht-Str. 5,10178.0,Berlin,"52.5199169,13.4040187",52.5199169,13.4040187,wolt,1.9619170035434486
28,2,1227,dean&david Potsdamer Platz,8.8,,10.0,1.9,2.0,,healthy,"Potsdamer Platz 8, 10117.0, Berlin",Potsdamer Platz 8,10117.0,Berlin,"52.50895057981979,13.37713306296172",52.50895057981979,13.37713306296172,wolt,1.6291551803883406
28,2,1228,Espresso House DomAquarée,8.8,,10.0,,1.0,35.0,fastfood,"Karl-Liebknecht-Str. 5, 10178.0, Berlin",Karl-Liebknecht-Str. 5,10178.0,Berlin,"52.5199169,13.4040187",52.5199169,13.4040187,wolt,1.9619170035434486
28,2,1229,Haferkater Mitte,8.6,,10.0,,2.0,65.0,breakfast/dessert,"Friedrichstraße 141 / S-Bahnhof, 10117.0, Berlin",Friedrichstraße 141 / S-Bahnhof,10117.0,Berlin,"52.5202894,13.3869776",52.5202894,13.3869776,wolt,2.125956004026371
28,2,1230,Da Vinci Ristorante,8.0,,10.0,,2.0,65.0,italian,"Georgenstraße 192, 10117.0, Berlin",Georgenstraße 192,10117.0,Berlin,"52.5201646,13.3913112",52.5201646,13.3913112,wolt,2.0203697805063805
28,2,1231,Da Vinci Ristorante,8.0,,10.0,,2.0,35.0,italian,"Georgenstraße 192, 10117.0, Berlin",Georgenstraße 192,10117.0,Berlin,"52.5201646,13.3913112",52.5201646,13.3913112,wolt,2.0203697805063805
28,2,1232,Burgermeister Potsdamer Platz,8.8,,10.0,,1.0,35.0,american,"Potsdamer Platz 1 , 10785.0, Berlin",Potsdamer Platz 1 ,10785.0,Berlin,"52.50911563386791,13.374227434253475",52.50911563386791,13.374227434253475,wolt,1.8161198267862
28,2,1233,Jinbu Sushi,8.6,,10.0,,2.0,35.0,asian,"Bertolt-Brecht-Platz 2, 10117.0, Berlin",Bertolt-Brecht-Platz 2,10117.0,Berlin,"52.52243060340517,13.386233377523824",52.52243060340517,13.386233377523824,wolt,2.3661345460273435
28,2,1234,dean&david Potsdamer Platz,8.8,,10.0,,2.0,35.0,healthy,"Potsdamer Platz 8, 10117.0, Berlin",Potsdamer Platz 8,10117.0,Berlin,"52.50895057981979,13.37713306296172",52.50895057981979,13.37713306296172,wolt,1.6291551803883406
28,2,1235,Asia Gondel,8.6,,10.0,,1.0,35.0,asian,"Brückenstr 1-b, 10179.0, Berlin",Brückenstr 1-b,10179.0,Berlin,"52.5116365,13.4171036",52.5116365,13.4171036,wolt,1.6031350748165534
28,2,1237,BURGERS BURGERS Mitte,8.4,,10.0,,2.0,35.0,american,"Brückenstraße 1A, 10179.0, Berlin",Brückenstraße 1A,10179.0,Berlin,"52.51158751982628,13.416926842325902",52.51158751982628,13.416926842325902,wolt,1.5903781333584943
28,2,1239,Sushi Miyabi Mitte,8.0,,10.0,,2.0,32.5,asian,"Georgenstraße 195, 10117.0, Berlin",Georgenstraße 195,10117.0,Berlin,"52.52005035643261,13.39064903068943",52.52005035643261,13.39064903068943,wolt,2.019819160480433
28,2,1240,Paulaner Wirtshaus Berlin Potsdamer Platz,8.2,,10.0,,2.0,35.0,european,"Alte Potsdamer Str. 1, 10785.0, Berlin",Alte Potsdamer Str. 1,10785.0,Berlin,"52.508671,13.3753261",52.508671,13.3753261,wolt,1.7280282030134955
28,2,1243,Babami,8.2,,10.0,,2.0,32.5,asian,"Zimmerstraße 23, 10969.0, Berlin",Zimmerstraße 23,10969.0,Berlin,"52.5075736,13.3914197",52.5075736,13.3914197,wolt,0.7452129429520459
28,2,1247,Delhi 6,8.4,,10.0,,3.0,32.5,middle eastern,"Friedrichstraße 237, 10969.0, Berlin",Friedrichstraße 237,10969.0,Berlin,"52.50193897290694,13.391047288360232",52.50193897290694,13.391047288360232,wolt,0.5271309154338172
28,2,1253,La Gino,8.0,,10.0,,1.0,40.0,european,"Rudi-Dutschke-Straße 20, 10969.0, Berlin",Rudi-Dutschke-Straße 20,10969.0,Berlin,"52.50697564217489,13.392174971759124",52.50697564217489,13.392174971759124,wolt,0.6614597343317808
28,2,1255,Go!Fish - Spandauer Strasse,7.0,,10.0,,1.0,35.0,seafood,"This is a virtual venue, 10178.0, Berlin",This is a virtual venue,10178.0,Berlin,"52.5206084,13.404795",52.5206084,13.404795,wolt,2.0475486013294444
28,2,1256,Tacco Point,7.4,,10.0,,1.0,40.0,mexican,"Zimmerstr. 19, 10969.0, Berlin",Zimmerstr. 19,10969.0,Berlin,"52.5075063,13.3895957",52.5075063,13.3895957,wolt,0.8279560519118196
28,2,1258,Café Journale ,7.8,,10.0,,1.0,40.0,italian,"Lindenstraße 37, 10969.0, Berlin",Lindenstraße 37,10969.0,Berlin,"52.5068558,13.3984213",52.5068558,13.3984213,wolt,0.47596252861501115
28,2,1262,Mundo,8.4,,10.0,,2.0,40.0,mediterranean,"Zimmerstr. 19, 10969.0, Berlin",Zimmerstr. 19,10969.0,Berlin,"52.5075063,13.3895957",52.5075063,13.3895957,wolt,0.8279560519118196
28,2,1266,Babami,8.2,,10.0,,2.0,40.0,asian,"Zimmerstraße 23, 10969.0, Berlin",Zimmerstraße 23,10969.0,Berlin,"52.5075736,13.3914197",52.5075736,13.3914197,wolt,0.7452129429520459
28,2,1269,Caphe HOA,9.2,,10.0,,2.0,45.0,vegetarian or vegan,"Stallschreiberstrasse 15, 10179.0, Berlin",Stallschreiberstrasse 15,10179.0,Berlin,"52.5064966,13.4082134",52.5064966,13.4082134,wolt,0.7769550617598572
