circle_id,spacing,Unnamed: 0,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
97,15,34,Steel Vintage Bikes Café Auguststr.,9.0,10.0,1.9,€,,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
97,15,40,Aiko Sushi,8.4,10.0,,€€€,55.0,asian,Brunnenstraße 193,10119,Berlin,52.53053882332101,13.400382578829037,wolt
97,15,42,Djimalaya,9.0,,,€€,,mediterranean,Invalidenstraße 159,10115,Berlin,52.5323523,13.3973485,wolt
97,15,47,Asman,8.4,10.0,1.9,€,,middle eastern,Ackerstraße 20,10115,Berlin,52.53156796761646,13.39662193373002,wolt
97,15,48,Vino e Basilico,9.0,,,€€€,,european,Tucholskystraße 18/20,10117,Berlin,52.5252037,13.3932662,wolt
97,15,49,Tiny's Pizza,8.2,10.0,1.9,€€,,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
97,15,55,Transit Mitte,8.8,10.0,1.9,€,,asian,Rosenthalerstraße 68,10119,Berlin,52.52864513176107,13.4022783,wolt
97,15,56,smartdeli - sushi & more,8.8,10.0,,€€,35.0,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
97,15,61,Toca Rouge,8.6,10.0,,€€,35.0,asian,Torstraße 195,10115,Berlin,52.5282882,13.3919802,wolt
97,15,65,Vadoli,8.2,10.0,,€€,55.0,european,Oranienburger Str. 13,10178,Berlin,52.5238316,13.3985704,wolt
97,15,69,Kebap with attitude,8.2,10.0,,€€,55.0,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
97,15,71,FECHTNER Berlin,8.8,10.0,1.9,€€,,european,Torstraße 114,10119,Berlin,52.529583,13.4025829,wolt
97,15,74,Burger Vision Torstraße,8.4,10.0,,€€,50.0,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
97,15,78,Royals & Rice,8.8,10.0,,€€€,35.0,asian,Torstraße 164,10115,Berlin,52.5288602,13.3959879,wolt
97,15,81,Wrapublic Mitte,8.8,10.0,,€€,35.0,steak,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
97,15,88,Aitme ,,,,€€,,mediterranean,This is a virtual venue,10119,Berlin,52.5273961,13.3981992,wolt
97,15,92,Curry Mitte,9.0,10.0,,€,35.0,fastfood,Torstraße 122 ,10119,Berlin,52.52947949164066,13.401082658763467,wolt
97,15,94,NamPan,8.8,10.0,,€€,35.0,asian,Oranienburger Straße 66,10117,Berlin,52.52507150722472,13.391728193152892,wolt
97,15,97,Mogg,9.0,10.0,,€€,35.0,,Auguststr. 11- 13,10117,Berlin,52.5264862,13.3944418,wolt
97,15,98,CHIMNEYS,8.4,10.0,,€,35.0,breakfast/dessert,Brunnenstraße 173,10119,Berlin,52.53288560000001,13.3984218,wolt
97,15,100,Tiger Ramen,7.4,10.0,,€€,,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
97,15,101,Namu Sushi,8.0,10.0,,€€,35.0,asian,Oranienburger Str. 17,10178,Berlin,52.5240721,13.3975879,wolt
97,15,103,Restaurant acht&dreissig,8.0,10.0,,€€€,35.0,european,Oranienburger Str. 38,10117,Berlin,52.5254649,13.391443,wolt
97,15,107,Cowei,8.6,10.0,,€,35.0,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
97,15,111,Pizza Peppino,,10.0,,€,35.0,european,Tucholskystraße 13,10117,Berlin,52.52339332586772,13.391764043640274,wolt
97,15,113,Capvin,8.2,10.0,,€€,35.0,italian,Weinbergsweg 24,10119,Berlin,52.53074110000001,13.401757,wolt
97,15,116,Food Brother Mitte,8.0,10.0,,€€,35.0,middle eastern,Rosenthaler Straße 67,10119,Berlin,52.52856269999999,13.402465,wolt
97,15,117,DALUMA,8.6,10.0,,€€,35.0,poke,Weinbergsweg 3,10119,Berlin,52.53050805139134,13.40215026441957,wolt
97,15,121,Sucre Et Sel,8.2,10.0,,€€€,50.0,european,Torstrasse 132,10119,Berlin,52.5294179,13.4000347,wolt
97,15,130,Cocolo Ramen Mitte,9.2,10.0,1.9,€€,,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
97,15,133,Cha - Natural Drinks,9.0,10.0,,€,35.0,breakfast/dessert,Brunnenstraße 173,10115,Berlin,52.53288509999999,13.3984652,wolt
97,15,135,Maison Dang,8.2,10.0,1.9,€,,asian,Tucholskystraße 34,10117,Berlin,52.52631535360692,13.393759968406496,wolt
97,15,142,Jigi Poke Mitte,8.8,10.0,,€€,35.0,poke,Rosenthaler 69,10119,Berlin,52.52875640803166,13.402202582625035,wolt
97,15,143,Bao Burger by District Mot,7.6,10.0,,€€,50.0,asian,This is a virtual venue,10119,Berlin,52.527961,13.4030479,wolt
97,15,144,Quy Nguyen Vegan Living ,8.8,10.0,,€€,50.0,asian,Oranienburger Str. 7,10178,Berlin,52.52374380000001,13.4004558,wolt
97,15,145,MEATBALLERY,,10.0,,€€,50.0,european,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,52.5326499,13.3876973,wolt
97,15,146,Katchi Ice Cream (Hackescher Markt),,10.0,1.9,€€,,breakfast/dessert,Oranienburger Strasse 89,10178,Berlin,52.52355439999999,13.4005345,wolt
97,15,150,PUFFLE BEES,9.2,10.0,,€€,35.0,breakfast/dessert,Brunnenstraße 165,10119,Berlin,52.533995,13.3980013,wolt
97,15,152,Vegan Bashi,8.2,10.0,,€€€,,asian,This is a virtual venue,10119,Berlin,52.5307021,13.4023004,wolt
97,15,155,Nihombashi,7.8,10.0,,€€,,asian,Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
97,15,156,FACTORY GIRL,8.8,,,€€,,breakfast/dessert,Auguststraße 29c,10119,Berlin,52.5272762,13.3987744,wolt
97,15,159,Tommi's Burger Joint Mitte,7.6,10.0,,€€,35.0,american,Invalidenstrasse 160,10115,Berlin,52.53238289999999,13.3976359,wolt
97,15,163,Pockets,8.6,10.0,,€€,35.0,mediterranean,Torstraße 189,10115,Berlin,52.52842494597571,13.392690086507711,wolt
97,15,166,Yuna,9.2,10.0,1.9,€€,,bars,Oranienburger Straße 22,10178,Berlin,52.52435000000001,13.39617,wolt
97,15,167,Simela,8.6,10.0,,€€,35.0,italian,Koppenplatz 1,10115,Berlin,52.5275297,13.3981443,wolt
97,15,171,Manngo,7.4,10.0,,€,35.0,asian,Mulackstraße 29,10119,Berlin,52.5273003,13.4056547,wolt
97,15,174,Marina Blu,7.8,10.0,,€€€,50.0,italian,Weinbergsweg 8A,10119,Berlin,52.53126551033871,13.40291421123817,wolt
97,15,178,pao pao Modern Tea,9.2,10.0,,€€,35.0,breakfast/dessert,Rosenthaler Str. 66,10119,Berlin,52.5284291,13.40252,wolt
97,15,180,La Premiata ,8.2,10.0,,€€€,35.0,italian, Weinbergsweg 4,10119,Berlin,52.5307021,13.4023004,wolt
97,15,181,cafe camaleon,8.4,10.0,,€€€,35.0,cafes,Rosenthalerstraße 53,10178,Berlin,52.5258247,13.4038859,wolt
97,15,182,Rises Deliciacies,8.8,10.0,,€€,35.0,middle eastern,Veteranenstraße 25,10119,Berlin,52.53302849816972,13.40014627916736,wolt
97,15,184,Creasian,7.6,10.0,,€€,35.0,asian,Große Hamburger Straße 21,10115,Berlin,52.52424725298764,13.399283277399832,wolt
97,15,185,Al Contadino Mozzarella Bar & Bottega,9.2,10.0,1.9,€€€,,european,Auguststraße 34,10119,Berlin,52.52764950259383,13.400837996222302,wolt
97,15,189,Huong Que - Mitte,9.0,10.0,,€€,35.0,asian,Weinbergsweg 27,10119,Berlin,52.53032327108959,13.401492579761,wolt
97,15,194,Van Anh Quan,,10.0,,€,35.0,asian,Brunnenstrasse 182,10119,Berlin,52.5315687,13.3993977,wolt
97,15,199,St. Oberholz,8.4,10.0,1.9,€€,,cafes,Rosenthaler Str. 72a,10119,Berlin,52.52947318491223,13.401836958757409,wolt
97,15,200,Standard Serious Pizza - Mitte,7.4,10.0,,€€,35.0,italian,Torstraße 102,10119,Berlin,52.5294757,13.4039167,wolt
97,15,210,Chef's,8.8,10.0,1.9,€€,,italian,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
97,15,213,Chicken Buzz,8.8,10.0,,€,35.0,snacks,Rosenthaler Str. 71,10119,Berlin,52.5290313,13.4020603,wolt
97,15,216,Minty's Fresh Food Bar,,10.0,1.9,€,,breakfast/dessert,Torstraße 178,10115,Berlin,52.52847496427177,13.394461747404078,wolt
97,15,217,Restaurant Aposto,8.0,10.0,,€€,35.0,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
97,15,218,90°C Bubble Tea & Cafe,9.2,10.0,,€€,35.0,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
97,15,224,Coréen Restaurant,9.0,10.0,,€,35.0,asian,Torstraße 179,10115,Berlin,52.52879,13.39407,wolt
97,15,226,Shiso Burger Mitte,8.6,10.0,1.9,€€,,,Auguststrasse 29C,10119,Berlin,52.527281088490106,13.39881999755326,wolt
97,15,230,Yumcha Heroes,9.0,10.0,,€€,50.0,asian,Weinbergsweg 8,10119,Berlin,52.53116037652719,13.402767995750356,wolt
97,15,231,Aplo Greek Kitchen & Foods,7.8,10.0,,€,35.0,mediterranean,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
97,15,232,Rosenburger,8.8,10.0,,€,35.0,american,Brunnenstraße 196,10119,Berlin,52.5300812,13.4006739,wolt
97,15,235,Cafe Fleury,9.2,10.0,,€€,50.0,european,Weinbergsweg 20,10119,Berlin,52.53117446073856,13.402212173018816,wolt
97,15,237,WILD & RAW,8.6,10.0,,€€,35.0,healthy,Weinbergsweg 5,10119,Berlin,52.5307281,13.402446,wolt
97,15,238,Kuchi Mitte,8.8,10.0,,€€,35.0,asian,Gipsstraße 3,10119,Berlin,52.5271845,13.3993081,wolt
98,15,9,KAIMUG - Foodfactory Cube,8.2,10.0,,€€,35.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
98,15,21,Aloha Poke Berlin,,10.0,1.9,€€,,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
98,15,67,Campus Suite - Food Factory Cube,8.8,10.0,,€,55.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
98,15,129,Wildes Fraeulein,9.2,10.0,,€€,35.0,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
98,15,132,Effe & Gold,,10.0,,€,50.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
98,15,170,Hans im Glück Berlin Hauptbahnhof,8.2,10.0,,€€,35.0,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
111,15,0,Besh,8.8,10.0,,€,35.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
111,15,30,SMASH! Mitte,8.6,10.0,,€,35.0,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
111,15,39,Reisfreude,9.0,10.0,,€,55.0,european,Brückenstraße 1c,10179,Berlin,52.51191129999999,13.4171379,wolt
111,15,68,Tasty Bistro,7.6,10.0,,€,55.0,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
111,15,80,MIBAP,9.2,10.0,,€€,55.0,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
111,15,89,CHICKEN POW ! Mitte,8.2,10.0,,€,50.0,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
111,15,90,Asia Gondel,8.8,10.0,,€,35.0,asian,Brückenstr 1-b,10179,Berlin,52.5116365,13.4171036,wolt
111,15,104,Vegian,,10.0,,€€,50.0,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
111,15,141,Ming Dynastie Mitte,9.2,10.0,,€€,35.0,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
111,15,149,BURGERS BURGERS Mitte,8.6,10.0,,€€,50.0,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
111,15,192,Restaurant Mittmann's,9.0,10.0,,€€,50.0,european,Rungestraße 11,10179,Berlin,52.5123151,13.4167629,wolt
111,15,220,Nem&More,8.0,10.0,,€€,35.0,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
111,15,234,Don Sushi 15,8.4,10.0,,€€,50.0,asian,Brückenstraße 15,10179,Berlin,52.5115758,13.4165275,wolt
112,15,2,Ferrarino Pizza,8.6,10.0,,€€,35.0,italian,Garnisonkirchpl. 2,10178,Berlin,52.52182999999999,13.40174,wolt
112,15,16,BunUp Mitte,7.8,10.0,,€,35.0,vegetarian or vegan,This is a virtual venue,10178,Berlin,52.5238316,13.3985704,wolt
112,15,19,Sons of Mana x Royals & Rice,9.0,10.0,,€€,35.0,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
112,15,23,Sushi Miyabi Mitte,8.0,10.0,,€€,35.0,asian,Georgenstraße 195,10117,Berlin,52.52005035643261,13.39064903068943,wolt
112,15,24,Mr Imbiss Berlin,,10.0,1.9,,,,Schützenstraße 2,10117, Berlin,52.508507041615765,13.390493204098584,wolt
112,15,25,Ristorante Bella Vita,7.6,10.0,,€€,35.0,italian,Mittelstraße 62,10117,Berlin,52.5179452,13.389358,wolt
112,15,28,Quchnia,8.0,,,€€€,,european,Markgrafenstr. 35,10117,Berlin,52.51279599999999,13.3937831,wolt
112,15,37,Frittenwerk Berlin Friedrichstraße,8.8,10.0,,€,35.0,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
112,15,52,Hayal Grill,9.2,10.0,,€€,50.0,steak,Charlottenstraße 13,10969,Berlin,52.50701122999866,13.393112483191135,wolt
112,15,57,Chupenga - Burritos & Salads Georgenstr.,8.4,10.0,,€,35.0,poke,Georgenstraße 200,10117,Berlin,52.51995687003612,13.389513147222218,wolt
112,15,63,VietBowl Mitte,,10.0,1.9,€€,,asian,Zimmerstraße 69,10117,Berlin,52.5080041,13.3928408,wolt
112,15,65,Vadoli,8.2,10.0,,€€,55.0,european,Oranienburger Str. 13,10178,Berlin,52.5238316,13.3985704,wolt
112,15,66,Listo Lounge,,10.0,1.9,€€€,,fastfood,Mohrenstraße 30,10117,Berlin,52.5121406,13.3928272,wolt
112,15,70,dean&david Quartier 205,8.0,10.0,,€€,35.0,healthy,Mohrenstraße 50,10117,Berlin,52.51226659611019,13.390251283808636,wolt
112,15,83,Da Vinci Ristorante,7.6,10.0,,€€,35.0,italian,Georgenstraße 192,10117,Berlin,52.5201646,13.3913112,wolt
112,15,99,Subway Behrenstrasse,7.6,10.0,,€€,35.0,fastfood,Behrenstrasse 47,10117,Berlin,52.51580522932664,13.38987548836371,wolt
112,15,101,Namu Sushi,8.0,10.0,,€€,35.0,asian,Oranienburger Str. 17,10178,Berlin,52.5240721,13.3975879,wolt
112,15,105,O'Tacos Berlin Spandauer Str.,7.4,10.0,,€€,50.0,european,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
112,15,107,Cowei,8.6,10.0,,€,35.0,asian,James-Simon-Park 152,10178,Berlin,52.5222596,13.3996438,wolt
112,15,110,Alt-Berliner Gasthaus Julchen Hoppe,9.0,10.0,1.9,€€,,european,Rathausstraße 25,10178,Berlin,52.51733607261106,13.404971896959797,wolt
112,15,112,Stay Green,9.4,10.0,,€,35.0,poke,Leipziger Str. 51,10117,Berlin,52.5107206,13.4016645,wolt
112,15,119,SIIO,,10.0,1.9,€€,,asian,Spandauer Str. 3,10178,Berlin,52.5200252,13.4037884,wolt
112,15,123,Goodtime,8.8,10.0,,€€€,35.0,asian,Hausvogteiplatz 11a ,10117,Berlin,52.512719989573846,13.396920166606986,wolt
112,15,125,Mundo,8.4,10.0,,€€,45.0,mediterranean,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
112,15,127,Espresso House DomAquarée,8.8,10.0,1.9,€,,fastfood,Karl-Liebknecht-Str. 5,10178,Berlin,52.5199169,13.4040187,wolt
112,15,134,Choppaluna,9.0,10.0,,€€,50.0,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
112,15,140,Hayal Meyhane Mezze Bar,,10.0,1.9,€€€,,asian,Charlottenstraße 13,10969,Berlin,52.50700379103972,13.3932614590103,wolt
112,15,144,Quy Nguyen Vegan Living ,8.8,10.0,,€€,50.0,asian,Oranienburger Str. 7,10178,Berlin,52.52374380000001,13.4004558,wolt
112,15,146,Katchi Ice Cream (Hackescher Markt),,10.0,1.9,€€,,breakfast/dessert,Oranienburger Strasse 89,10178,Berlin,52.52355439999999,13.4005345,wolt
112,15,151,HaiCoffee,8.6,10.0,,€€,35.0,asian,Wallstraße 2,10179,Berlin,52.5111832,13.4036668,wolt
112,15,154,"YADA YADA baked potatoes,salads...and more",9.0,10.0,1.9,€€,,poke,Kommandantenstraße 71,10117,Berlin,52.5086018,13.4033065,wolt
112,15,162,Go!Fish - Spandauer Strasse,7.0,10.0,,€,50.0,seafood,This is a virtual venue,10178,Berlin,52.5206084,13.404795,wolt
112,15,165,MA'LOA Poke Bowl Oberwallstr.,8.8,10.0,1.9,€€,,american,Oberwallstraße 9,10117,Berlin,52.5134504,13.396947,wolt
112,15,166,Yuna,9.2,10.0,1.9,€€,,bars,Oranienburger Straße 22,10178,Berlin,52.52435000000001,13.39617,wolt
112,15,169,Café Journale ,7.8,10.0,,€,45.0,italian,Lindenstraße 37,10969,Berlin,52.5068558,13.3984213,wolt
112,15,177,auf die Hand - Friedrichstrasse,7.6,10.0,1.9,€,,european,Friedrichstraße 63,10117,Berlin,52.51169119999999,13.3898889,wolt
112,15,184,Creasian,7.6,10.0,,€€,35.0,asian,Große Hamburger Straße 21,10115,Berlin,52.52424725298764,13.399283277399832,wolt
112,15,191,Jabe Sushi Bar,8.8,,,€€,35.0,asian,This is a virtual venue,10117,Berlin,52.51261539999999,13.3905721,wolt
112,15,193,Little Green Rabbit Unter den Linden,8.2,10.0,1.9,€€,,healthy,Unter den Linden 21,10117,Berlin,52.5166207,13.3897757,wolt
112,15,196,La Gino,8.0,10.0,,€,50.0,european,Rudi-Dutschke-Straße 20,10969,Berlin,52.50697564217489,13.392174971759124,wolt
112,15,201,Tacco Point,7.4,10.0,,€,50.0,mexican,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
112,15,208,Babami,8.2,10.0,,€€,50.0,asian,Zimmerstraße 23,10969,Berlin,52.5075736,13.3914197,wolt
112,15,214,Q Burger Mitte,8.4,10.0,,€,50.0,american,Zimmerstraße 68,10117,Berlin,52.508031841694375,13.393314303705523,wolt
112,15,215,NORDSEE - Berlin Spandauer Straße,8.2,10.0,,€,35.0,seafood,Spandauer Str. 4,10178,Berlin,52.52070579999999,13.4046972,wolt
112,15,217,Restaurant Aposto,8.0,10.0,,€€,35.0,european,Monbijouplatz 12,10178,Berlin,52.52256,13.39942,wolt
112,15,223,Noumi,9.2,10.0,,€€,35.0,asian,Jägerstr. 35,10117,Berlin,52.5143007,13.397416,wolt
112,15,225,Rotisserie Weingrün,9.2,10.0,,€€€€,50.0,european,Gertraudenstraße 10-12,10178,Berlin,52.51265623800703,13.402922865605952,wolt
112,15,227,Breakfast Club by Quchnia,8.2,10.0,1.9,€€,,breakfast/dessert,This is a virtual venue,10117,Berlin,52.51279599999999,13.3937831,wolt
112,15,228,Izumi Restaurant-Sushi Bar,8.2,10.0,,€€€,35.0,asian,Kronenstraße 66,10117,Berlin,52.51128484392625,13.38877091446268,wolt
112,15,239,SUPERFOODS & ORGANIC LIQUIDS Mitte,6.8,10.0,1.9,€€,,healthy,Friedrichstraße 63,10117,Berlin,52.5117086966474,13.389806035124268,wolt
113,15,9,KAIMUG - Foodfactory Cube,8.2,10.0,,€€,35.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
113,15,21,Aloha Poke Berlin,,10.0,1.9,€€,,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
113,15,45,Son Kitchen Foodtruck,8.6,10.0,,€€,55.0,asian,Varian-Fry-Straße ,10785,Berlin,52.5088036,13.3742494,wolt
113,15,51,Burgermeister Potsdamer Platz,8.8,10.0,,€,55.0,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
113,15,60,Brammibal's Donuts - Potsdamer Platz,9.6,10.0,,€,55.0,breakfast/dessert,Alte Potsdamer Str. 11,10785,Berlin,52.5080051,13.3738108,wolt
113,15,67,Campus Suite - Food Factory Cube,8.8,10.0,,€,55.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
113,15,79,Hopfingerbräu am Brandenburger Tor,,10.0,1.9,€€,,european,Ebertstraße 24,10117,Berlin,52.5172234,13.377556,wolt
113,15,95,VietBowl Potsdamer Platz,8.6,10.0,,€€,35.0,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
113,15,120,Saravanaa Bhavan Berlin,8.6,10.0,,€€,50.0,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
113,15,132,Effe & Gold,,10.0,,€,50.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
113,15,158,Paulaner Wirtshaus Berlin Potsdamer Platz,8.2,10.0,,€€,35.0,european,Alte Potsdamer Str. 1,10785,Berlin,52.508671,13.3753261,wolt
113,15,175,Weltwirtschaft am HKW,,10.0,1.9,€€,,european,John Foster Dulles Allee 10,10557,Berlin,52.51928550268709,13.364887312045054,wolt
113,15,212,mama trattoria,8.0,10.0,,€€,50.0,european,Pariser Platz 6a,10117,Berlin,52.516929596762495,13.377739214551184,wolt
127,15,114,Mama Cook,8.6,10.0,,€,35.0,asian,Hedemannstraße 10,10969,Berlin,52.50299,13.38859,wolt
127,15,115,Delhi 6,8.4,10.0,,€€€,35.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
127,15,134,Choppaluna,9.0,10.0,,€€,50.0,healthy,Rudi-Dutschke-Str. 17,10969,Berlin,52.5067797,13.3933877,wolt
127,15,169,Café Journale ,7.8,10.0,,€,45.0,italian,Lindenstraße 37,10969,Berlin,52.5068558,13.3984213,wolt
128,15,95,VietBowl Potsdamer Platz,8.6,10.0,,€€,35.0,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
44,10,5,Pizza-Scheune,8.4,10.0,,€€,35.0,italian,Rosa-Luxemburg-Straße 49 ,10178,Berlin,52.5280443,13.4099983,wolt
44,10,18,Good Morning Vietnam,9.0,10.0,,€€,35.0,asian,Alte Schönhauser Str. 60,10119,Berlin,52.52839669999999,13.409406,wolt
44,10,35,Umami Prenzlauer Berg,8.8,10.0,,€€,35.0,asian,Knaackstraße 16-18,10405,Berlin,52.53461799999999,13.4197911,wolt
44,10,38,Soy Restaurant,9.4,10.0,,€€,55.0,mediterranean,Rosa-Luxemburg-Straße 30,10178,Berlin,52.52601407098775,13.411483058480062,wolt
44,10,43,Berliner Marcus Bräu,8.4,10.0,1.9,€€,,european,"Münzstraße 1-3,",10178,Berlin,52.52397187772237,13.409258666270404,wolt
44,10,44,Angry Chicken - Mitte,8.8,10.0,,€,35.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
44,10,54,Yokozuna Sushi,8.8,10.0,,€€€,35.0,asian, Torstraße 41,10119,Berlin,52.52865349523008,13.411356136938425,wolt
44,10,58,Com Viet Berlin,7.8,10.0,,€€,35.0,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
44,10,59,Five Guys Mitte,7.8,10.0,,€€,55.0,american,Alexanderpl. 2,10178,Berlin,52.5205493482613,13.41422543051924,wolt
44,10,68,Tasty Bistro,7.6,10.0,,€,55.0,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
44,10,72,Atame,9.2,,,€€,,mediterranean,Dircksenstraße 40,10178,Berlin,52.52355832952749,13.40683685030174,wolt
44,10,75,Salami Social Club II,7.8,10.0,,€€,50.0,italian,Schönhauser Allee 176,10119,Berlin,52.53172205551587,13.412003162761234,wolt
44,10,80,MIBAP,9.2,10.0,,€€,55.0,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
44,10,86,Chopstix Mitte,9.0,10.0,,€€,35.0,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
44,10,87,Tuans Huette,9.0,10.0,,€€,55.0,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
44,10,91,Bar Internazionale,8.2,10.0,,€€,55.0,european,Rosa-Luxemburg-Str. 31,10178, Berlin,52.52628499999999,13.4109594,wolt
44,10,93,Quà Phê,9.4,10.0,,€,35.0,asian,Schendelgasse 9,10119,Berlin,52.52679045899932,13.408479274123788,wolt
44,10,108,Viet Street - Sushi Bar,8.8,10.0,,€€,35.0,asian,Dirckenstr. 93,10178,Berlin,52.5180296,13.4154194,wolt
44,10,109,Berlin Currys,7.8,10.0,,€,35.0,fastfood,Karl-Liebknecht-Str. 13,10178,Berlin,52.5223087920727,13.40833332740671,wolt
44,10,126,Golden Fleece,8.8,10.0,,€€€,35.0,european,Torstraße 69,10119,Berlin,52.52939139999999,13.4076279,wolt
44,10,136,bacg,8.6,10.0,1.9,€,,middle eastern,Neue Schönhauser Str.,10178,Berlin,52.52485032890104,13.405544419780236,wolt
44,10,139,Indian Village,8.2,10.0,,€€,35.0,fastfood,Dircksenstraße 94,10178,Berlin,52.5181633,13.4153644,wolt
44,10,141,Ming Dynastie Mitte,9.2,10.0,,€€,35.0,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
44,10,153,Dolores - Mitte,8.8,10.0,,€€,35.0,mexican,Rosa – Luxemburg – Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
44,10,161,Jabe Dine & Bar,8.8,10.0,,€€,55.0,asian,Alte Schönhauser Str. 7,10119,Berlin,52.5274014094146,13.408137673016736,wolt
44,10,171,Manngo,7.4,10.0,,€,35.0,asian,Mulackstraße 29,10119,Berlin,52.5273003,13.4056547,wolt
44,10,176,Spreegold Mitte,7.8,10.0,,€€,35.0,breakfast/dessert,Rosa-Luxemburg-Straße 2,10178,Berlin,52.5231703,13.4092207,wolt
44,10,179,Momotaro Tavern,8.6,10.0,,€,35.0,asian,Panoramastraße 1A,10178,Berlin,52.52119813848951,13.409617039645097,wolt
44,10,181,cafe camaleon,8.4,10.0,,€€€,35.0,cafes,Rosenthalerstraße 53,10178,Berlin,52.5258247,13.4038859,wolt
44,10,187,Vedang - plant burger (Alexa),8.6,,,€€€,35.0,american,"Grunerstraße 20 Alexa Foodcourt, 2. OG",10179,Berlin,52.51971747719034,13.415936597520494,wolt
44,10,188,Monsieur Vuong,8.8,10.0,,€€,50.0,asian,Alte Schönhauser Str. 46,10119,Berlin,52.5266587656873,13.40794609384705,wolt
44,10,190,Eat Culture,8.6,10.0,,€€,35.0,healthy,Dircksenstraße 2,10178,Berlin,52.5216144,13.411286,wolt
44,10,192,Restaurant Mittmann's,9.0,10.0,,€€,50.0,european,Rungestraße 11,10179,Berlin,52.5123151,13.4167629,wolt
44,10,200,Standard Serious Pizza - Mitte,7.4,10.0,,€€,35.0,italian,Torstraße 102,10119,Berlin,52.5294757,13.4039167,wolt
