circle_id,spacing,Unnamed: 0,restaurant_name,avg_review_score,minimum_order_value,delivery_fee,pricyness,avg_delivery_time_clean,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
44,10,206,Ryong,8.8,10.0,,€€,35.0,asian,Torstraße 59,10119,Berlin,52.52907725886125,13.40893395582038,wolt
44,10,207, Hofbräu Wirtshaus Berlin,8.4,10.0,,€€€,35.0,european,Karl-Liebknecht-Str. 30,10178,Berlin,52.5246416,13.4138208,wolt
44,10,209,YamYam,8.6,10.0,1.9,€€,,asian,Alte Schönhauser Str. 6,10119,Berlin,52.5276072,13.4081676,wolt
44,10,211,KAFFEEMITTE,9.0,10.0,1.9,€€,,breakfast/dessert,Weinmeisterstraße 9a,10178,Berlin,52.52521369999999,13.4061021,wolt
44,10,219,Pinocchio Berlin,8.0,10.0,,€€,35.0,european,Alexanderplatz 2,10178,Berlin,52.52082559999999,13.4144639,wolt
44,10,220,Nem&More,8.0,10.0,,€€,35.0,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
44,10,236,Eden - Vietnamese Restaurant,8.6,10.0,1.9,€€,,asian,Rosenstraße 19,10178,Berlin,52.5216976,13.4049481,wolt
44,10,241,Esra,7.8,10.0,,€,35.0,middle eastern,Rosa-Luxemburg-Straße 5,10178,Berlin,52.523637,13.409156,wolt
44,10,242,Global Tea,9.0,10.0,,€,50.0,breakfast/dessert,Max-Beer-Straße 13,10119,Berlin,52.52554070000001,13.4080503,wolt
45,10,1,Five Rivers,8.8,10.0,,€€,55.0,asian,Albrechtstraße 11,10117,Berlin,52.5214627,13.3848372,wolt
45,10,3,Hito Falafel,9.0,10.0,,€€,35.0,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
45,10,4,Miu Lunch,,10.0,1.9,€,,asian,Reinhardtstraße 47 A,10117,Berlin,52.5221767,13.3781882,wolt
45,10,9,KAIMUG - Foodfactory Cube,8.2,10.0,,€€,35.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
45,10,14,Burgerwood,7.6,10.0,1.9,€,,american,Reinhardtstraße 47,10117, Berlin,52.52213430971234,13.378588283074198,wolt
45,10,15,MarcAnns,8.8,10.0,1.9,€€,,european,Invalidenstraße 114,10115,Berlin,52.5306911,13.3842847,wolt
45,10,17,Chelany Mitte,8.6,10.0,,€€,35.0,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
45,10,20,Amrit Mitte,8.4,10.0,,€€€,35.0,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
45,10,21,Aloha Poke Berlin,,10.0,1.9,€€,,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
45,10,34,Steel Vintage Bikes Café Auguststr.,9.0,10.0,1.9,€,,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
45,10,41,Soul Sushi Berlin-Mitte,8.8,10.0,,€,55.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
45,10,46,Happy Buddha,7.4,10.0,,€€,50.0,middle eastern,Schlegel Straße 22,10115,Berlin,52.53034265713895,13.38685159671559,wolt
45,10,50,At Home by ZENKICHI,9.6,,,€€€€,,asian,Johannisstrasse 20,10117,Berlin,52.52471,13.38885,wolt
45,10,53,Anand,8.0,10.0,,€€,55.0,middle eastern,Albrechtstraße 12,10117,Berlin,52.5211654,13.384961,wolt
45,10,56,smartdeli - sushi & more,8.8,10.0,,€€,35.0,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
45,10,62,Italofritzen,7.4,10.0,,€€,35.0,european,Friedrichstraße 105,10117,Berlin,52.5227282,13.3881445,wolt
45,10,64,Espresso House Friedrichstraße,7.6,10.0,1.9,€,,fastfood,Friedrichstraße 125,10117,Berlin,52.5258858,13.3868659,wolt
45,10,67,Campus Suite - Food Factory Cube,8.8,10.0,,€,55.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
45,10,73,Takumi'9 Sapporo,9.0,10.0,1.9,€€,,asian,Chausseestraße 124,10115,Berlin,52.5290334,13.3846772,wolt
45,10,76,Jinbu Sushi,8.4,10.0,,€€,35.0,asian,Bertolt-Brecht-Platz 2,10117,Berlin,52.52243060340517,13.386233377523824,wolt
45,10,79,Hopfingerbräu am Brandenburger Tor,,10.0,1.9,€€,,european,Ebertstraße 24,10117,Berlin,52.5172234,13.377556,wolt
45,10,84,Rotes Kamel,8.6,10.0,,€€,35.0,steak, Hannah-Arendt-Str. 4,10117,Berlin,52.5140041,13.3811706,wolt
45,10,85,Dunkin’ Donuts Friedrichsstraße,,10.0,,€€,55.0,breakfast/dessert,Bhf. Friedrichstr Bahnhof Friedrichstraße,1011,  Berlin,52.52052444659835,13.386710500133292,wolt
45,10,96,Co-Chu,8.8,10.0,,€€,50.0,asian,"Invalidenstraße, 29",10115,Berlin,52.5312198,13.3844848,wolt
45,10,102,Akito Sushi Bar,8.8,10.0,,€€,35.0,asian,Reinhardtstraße 6,1011, Berlin,52.5239124,13.3867527,wolt
45,10,118,Pizzeria Marienkaefer,8.6,10.0,,€€,35.0,italian,Marienstraße 18 ,10117,Berlin,52.52231788904327,13.383895084656176,wolt
45,10,122,Hasir Burger,8.2,10.0,,€,35.0,fastfood,Chausseestr.30 ,10115,Berlin,52.5323728,13.3812135,wolt
45,10,128,Ristorante Pizzeria Roma,8.4,10.0,,€€,50.0,italian,Friedrichstraße 129,10117,Berlin,52.52504113280851,13.387145586434125,wolt
45,10,129,Wildes Fraeulein,9.2,10.0,,€€,35.0,european,Hilda-Geiringer-Weg 6,10557,Berlin,52.52675619999999,13.3723415,wolt
45,10,132,Effe & Gold,,10.0,,€,50.0,american,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
45,10,145,MEATBALLERY,,10.0,,€€,50.0,european,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,52.5326499,13.3876973,wolt
45,10,147,PHO Noodlebar Mitte,8.2,10.0,,€€,50.0,asian,Linienstraße 134,10115,Berlin,52.52645771339539,13.387788991402266,wolt
45,10,148,momos - organic veggie dumplings,8.6,10.0,,€€,35.0,vegetarian or vegan,Chausseestr.2 ,10115,Berlin,52.52756239232951,13.3870843374352,wolt
45,10,160,Van Long,8.4,10.0,,€€,35.0,asian,Reinhardtstraße 8,10117,Berlin,52.52379697423213,13.386434408597848,wolt
45,10,164,Mizu Ramen,8.8,10.0,,€€,50.0,asian,Friedrichstraße 115,10117,Berlin,52.5268053,13.3874491,wolt
45,10,168,Haferkater Mitte,8.8,10.0,1.9,€€,,breakfast/dessert,Friedrichstraße 141 / S-Bahnhof,10117,Berlin,52.5202894,13.3869776,wolt
45,10,170,Hans im Glück Berlin Hauptbahnhof,8.2,10.0,,€€,35.0,american,Europaplatz 1,10557,Berlin,52.5254009639078,13.369513069171637,wolt
45,10,175,Weltwirtschaft am HKW,,10.0,1.9,€€,,european,John Foster Dulles Allee 10,10557,Berlin,52.51928550268709,13.364887312045054,wolt
45,10,183,Ristorante Bonfini,7.0,10.0,,€€,35.0,european,Chausseestraße 15,10115,Berlin,52.5295285,13.3848003,wolt
45,10,186,Machiavelli,8.4,10.0,,€€,50.0,european,Albrechtstr.13 Berlin,10117, Berlin,52.52130280012305,13.385180090564926,wolt
45,10,197,Sons of Mana Mitte,8.4,10.0,,€€,35.0,poke,Chausseestraße 19,10115,Berlin,52.53019931058914,13.383765637415303,wolt
45,10,198,Pantry,10.0,10.0,1.9,€€€€,,middle eastern,Friedrichstraße 120,10117,Berlin,52.5265902,13.3868778,wolt
45,10,203,Bombay,8.6,10.0,,€€,35.0,middle eastern,Friedrichstraße 106c,10117, Berlin,52.5232743,13.3884602,wolt
45,10,204,Akito Sushi Express,8.8,10.0,,€€,35.0,asian,Chausseestraße 116,10115,Berlin,52.5300273,13.3834134,wolt
45,10,205,Mr. Vertigo,8.4,10.0,1.9,€€,,breakfast/dessert,Chausseestraße 17,10115,Berlin,52.5300558,13.3842739,wolt
45,10,212,mama trattoria,8.0,10.0,,€€,50.0,european,Pariser Platz 6a,10117,Berlin,52.516929596762495,13.377739214551184,wolt
45,10,218,90°C Bubble Tea & Cafe,9.2,10.0,,€€,35.0,breakfast/dessert,Novalisstraße 1,10115,Berlin,52.52780391678912,13.389289793255063,wolt
45,10,221,Linh Coffee Lab,9.0,10.0,1.9,€,,cafes,Chausseestr. 19,10115,Berlin,52.5302259,13.3840856,wolt
45,10,229,Einstein Unter den Linden,8.8,10.0,1.9,€€€€,,european,Unter den Linden 42,10117,Berlin,52.5174343,13.3859139,wolt
45,10,240,Hoongy,8.6,10.0,,€€,35.0,asian,Chausseestraße 5,10115,Berlin,52.5280788,13.3872605,wolt
54,10,0,Besh,8.8,10.0,,€,35.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
54,10,13,Burgerzimmer X,7.8,10.0,,€€,55.0,american,Heinrich-Heine-Straße 36,10179,Berlin,52.5057895,13.4121294,wolt
54,10,26,Caphe HOA,9.4,10.0,,€€,55.0,vegetarian or vegan,Stallschreiberstrasse 15,10179,Berlin,52.5064966,13.4082134,wolt
54,10,30,SMASH! Mitte,8.6,10.0,,€,35.0,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
54,10,39,Reisfreude,9.0,10.0,,€,55.0,european,Brückenstraße 1c,10179,Berlin,52.51191129999999,13.4171379,wolt
54,10,68,Tasty Bistro,7.6,10.0,,€,55.0,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
54,10,80,MIBAP,9.2,10.0,,€€,55.0,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
54,10,89,CHICKEN POW ! Mitte,8.2,10.0,,€,50.0,fastfood,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
54,10,90,Asia Gondel,8.8,10.0,,€,35.0,asian,Brückenstr 1-b,10179,Berlin,52.5116365,13.4171036,wolt
54,10,104,Vegian,,10.0,,€€,50.0,vegetarian or vegan,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
54,10,141,Ming Dynastie Mitte,9.2,10.0,,€€,35.0,asian,Brückenstrasse 6,10179,Berlin,52.5134234,13.4181172,wolt
54,10,149,BURGERS BURGERS Mitte,8.6,10.0,,€€,50.0,american,Brückenstraße 1A,10179,Berlin,52.51158751982628,13.416926842325902,wolt
54,10,157,Yada Yada Breakfast Club,9.0,10.0,1.9,€€,,breakfast/dessert,Köpenicker Str. 93,10179,Berlin,52.5118344,13.4134833,wolt
54,10,172,Shezan,8.6,10.0,,€€,50.0,middle eastern,Neue Roßstraße 13,10179,Berlin,52.51217999072536,13.408207427139809,wolt
54,10,192,Restaurant Mittmann's,9.0,10.0,,€€,50.0,european,Rungestraße 11,10179,Berlin,52.5123151,13.4167629,wolt
54,10,195,Cana Restaurant ,9.2,10.0,,€€,35.0,middle eastern,Neue Roßstraße 11,10179,Berlin,52.512489901723086,13.408856382209862,wolt
54,10,220,Nem&More,8.0,10.0,,€€,35.0,asian,Brückenstraße 3,10179,Berlin,52.51209410680064,13.417184344174451,wolt
54,10,234,Don Sushi 15,8.4,10.0,,€€,50.0,asian,Brückenstraße 15,10179,Berlin,52.5115758,13.4165275,wolt
55,10,6,Good n Vegan Kreuzberg,9.0,,,€€,,vegetarian or vegan,This is a virtual venue,10963,Berlin,52.5038107,13.3804042,wolt
55,10,8,Hauptstadtburger,7.6,10.0,,€€,35.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
55,10,10,Hummus Company,8.0,10.0,,€,35.0,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
55,10,36,Pizza Point Zimmerstr.,8.4,10.0,,€,35.0,italian,Zimmerstraße 10,10969,Berlin,52.5073228,13.3878867,wolt
55,10,45,Son Kitchen Foodtruck,8.6,10.0,,€€,55.0,asian,Varian-Fry-Straße ,10785,Berlin,52.5088036,13.3742494,wolt
55,10,51,Burgermeister Potsdamer Platz,8.8,10.0,,€,55.0,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
55,10,60,Brammibal's Donuts - Potsdamer Platz,9.6,10.0,,€,55.0,breakfast/dessert,Alte Potsdamer Str. 11,10785,Berlin,52.5080051,13.3738108,wolt
55,10,82,beets&roots Mauerstr.,8.4,10.0,,€€,50.0,poke,Mauerstraße 76,10117,Berlin,52.509409528999086,13.387916692065224,wolt
55,10,84,Rotes Kamel,8.6,10.0,,€€,35.0,steak, Hannah-Arendt-Str. 4,10117,Berlin,52.5140041,13.3811706,wolt
55,10,95,VietBowl Potsdamer Platz,8.6,10.0,,€€,35.0,asian,Marlene-Dietrich-Platz 1,10785,Berlin,52.5070442,13.3720023,wolt
55,10,106,Steel Vintage Bikes Café Wilhemstr.,9.2,,,€,,cafes,Wilhelmstraße 91,10117,Berlin,52.5126941,13.3822101,wolt
55,10,114,Mama Cook,8.6,10.0,,€,35.0,asian,Hedemannstraße 10,10969,Berlin,52.50299,13.38859,wolt
55,10,115,Delhi 6,8.4,10.0,,€€€,35.0,middle eastern,Friedrichstraße 237,10969,Berlin,52.50193897290694,13.391047288360232,wolt
55,10,120,Saravanaa Bhavan Berlin,8.6,10.0,,€€,50.0,middle eastern,Potsdamer Platz 5,10785,Berlin,52.510509,13.3761878,wolt
55,10,124,Espresso House Potsdamer Platz,8.4,10.0,,€,35.0,fastfood,Potsdamer Platz 10,10785,Berlin,52.5082174,13.3769992,wolt
55,10,125,Mundo,8.4,10.0,,€€,45.0,mediterranean,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
55,10,131,Vedang - plant burger (Mall of Berlin),9.0,10.0,,€€€,50.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
55,10,137,Mövenpick Restaurant Berlin,7.4,10.0,1.9,€€,,poke,Schöneberger Str. 3,10963,Berlin,52.5038107,13.3804042,wolt
55,10,138,Army Food,,10.0,1.9,€,,healthy,Mauerstraße 1,10117,Berlin,52.510943,13.3870163,wolt
55,10,158,Paulaner Wirtshaus Berlin Potsdamer Platz,8.2,10.0,,€€,35.0,european,Alte Potsdamer Str. 1,10785,Berlin,52.508671,13.3753261,wolt
55,10,173,Ristorante Marea,7.4,10.0,,€€€,35.0,european,Leipziger Platz 10,10117,Berlin,52.50924990669846,13.37970100978669,wolt
55,10,201,Tacco Point,7.4,10.0,,€,50.0,mexican,Zimmerstr. 19,10969,Berlin,52.5075063,13.3895957,wolt
55,10,202,Peking Ente Berlin,8.8,10.0,,€€,35.0,asian,Voßstraße 1,10117,Berlin,52.5115276,13.3828073,wolt
55,10,212,mama trattoria,8.0,10.0,,€€,50.0,european,Pariser Platz 6a,10117,Berlin,52.516929596762495,13.377739214551184,wolt
55,10,222,Frittenwerk Mall of Berlin,8.6,10.0,,€,35.0,fastfood,Leipziger Pl. 12,10117, Berlin,52.5106200356328,13.379610784424187,wolt
55,10,233,Yakoolza,8.6,10.0,,€€,50.0,asian,Wilhelmstraße 87,10117,Berlin,52.51309810543373,13.381989088118448,wolt
12,5,0,Besh,8.8,10.0,,€,35.0,vegetarian or vegan,Brückenstraße 15,10179,Berlin,52.511594911272894,13.416638899619755,wolt
12,5,1,Five Rivers,8.8,10.0,,€€,55.0,asian,Albrechtstraße 11,10117,Berlin,52.5214627,13.3848372,wolt
12,5,2,Ferrarino Pizza,8.6,10.0,,€€,35.0,italian,Garnisonkirchpl. 2,10178,Berlin,52.52182999999999,13.40174,wolt
12,5,3,Hito Falafel,9.0,10.0,,€€,35.0,middle eastern,Chauseestraße 4,10115,Berlin,52.527779975720726,13.38692562524518,wolt
12,5,4,Miu Lunch,,10.0,1.9,€,,asian,Reinhardtstraße 47 A,10117,Berlin,52.5221767,13.3781882,wolt
12,5,5,Pizza-Scheune,8.4,10.0,,€€,35.0,italian,Rosa-Luxemburg-Straße 49 ,10178,Berlin,52.5280443,13.4099983,wolt
12,5,6,Good n Vegan Kreuzberg,9.0,,,€€,,vegetarian or vegan,This is a virtual venue,10963,Berlin,52.5038107,13.3804042,wolt
12,5,7,CRACKBUNS,9.0,10.0,,€,50.0,american,Auguststrasse 63,10117,Berlin,52.527203,13.3971057,wolt
12,5,8,Hauptstadtburger,7.6,10.0,,€€,35.0,american,Leipziger Pl. 12,10117,Berlin,52.5102491,13.3799541,wolt
12,5,9,KAIMUG - Foodfactory Cube,8.2,10.0,,€€,35.0,asian,Washingtonpl. 3,10557,Berlin,52.52366857353486,13.369385654631834,wolt
12,5,10,Hummus Company,8.0,10.0,,€,35.0,middle eastern,Leipziger Platz 12,10117,Berlin,52.5102491,13.3799541,wolt
12,5,11,BrewDog Berlin Mitte,8.0,10.0,,€€,35.0,bars,Ackerstraße 29,10115,Berlin,52.532829205434375,13.395768525794836,wolt
12,5,12,Chen Che,8.0,10.0,,€,35.0,asian,Rosenthaler Str. 62,10119,Berlin,52.527961,13.4030479,wolt
12,5,13,Burgerzimmer X,7.8,10.0,,€€,55.0,american,Heinrich-Heine-Straße 36,10179,Berlin,52.5057895,13.4121294,wolt
12,5,14,Burgerwood,7.6,10.0,1.9,€,,american,Reinhardtstraße 47,10117, Berlin,52.52213430971234,13.378588283074198,wolt
12,5,15,MarcAnns,8.8,10.0,1.9,€€,,european,Invalidenstraße 114,10115,Berlin,52.5306911,13.3842847,wolt
12,5,16,BunUp Mitte,7.8,10.0,,€,35.0,vegetarian or vegan,This is a virtual venue,10178,Berlin,52.5238316,13.3985704,wolt
12,5,17,Chelany Mitte,8.6,10.0,,€€,35.0,fastfood,Torstraße 221,10115,Berlin,52.5276532,13.38861,wolt
12,5,18,Good Morning Vietnam,9.0,10.0,,€€,35.0,asian,Alte Schönhauser Str. 60,10119,Berlin,52.52839669999999,13.409406,wolt
12,5,19,Sons of Mana x Royals & Rice,9.0,10.0,,€€,35.0,poke,Friedrichstraße 67,10117,Berlin,52.51261539999999,13.3905721,wolt
12,5,20,Amrit Mitte,8.4,10.0,,€€€,35.0,middle eastern,Oranienburger Straße 45,10117,Berlin,52.525917599997776,13.389576901189136,wolt
12,5,21,Aloha Poke Berlin,,10.0,1.9,€€,,poke,Washingtonplatz 3,10557,Berlin,52.523606500000014,13.369197899999994,wolt
12,5,22,Lovebirds - Contemporary Pizza,8.4,10.0,,€,35.0,italian,Rosenthaler Straße 3,10119,Berlin,52.5287412,13.4018009,wolt
12,5,23,Sushi Miyabi Mitte,8.0,10.0,,€€,35.0,asian,Georgenstraße 195,10117,Berlin,52.52005035643261,13.39064903068943,wolt
12,5,24,Mr Imbiss Berlin,,10.0,1.9,,,,Schützenstraße 2,10117, Berlin,52.508507041615765,13.390493204098584,wolt
12,5,25,Ristorante Bella Vita,7.6,10.0,,€€,35.0,italian,Mittelstraße 62,10117,Berlin,52.5179452,13.389358,wolt
12,5,26,Caphe HOA,9.4,10.0,,€€,55.0,vegetarian or vegan,Stallschreiberstrasse 15,10179,Berlin,52.5064966,13.4082134,wolt
12,5,27,Fam. Dang,8.0,10.0,,€€,55.0,asian,Torstraße 125,10119,Berlin,52.52974381102301,13.400502548444754,wolt
12,5,28,Quchnia,8.0,,,€€€,,european,Markgrafenstr. 35,10117,Berlin,52.51279599999999,13.3937831,wolt
12,5,29,Torbar,,10.0,1.9,€€€€,,middle eastern,Torstraße 183,10115,Berlin,52.52860156318629,13.3934536106567,wolt
12,5,30,SMASH! Mitte,8.6,10.0,,€,35.0,american,This is a virtual venue,10179,Berlin,52.5115059,13.4169483,wolt
12,5,31,District Mot,8.2,10.0,,€,35.0,asian,Rosenthaler Str. 62,10119,Berlin,52.527961,13.4030479,wolt
12,5,33,GOOD BANK - Joachimstrasse,8.4,10.0,,€€,,poke,Joachimstrasse 17A,10119,Berlin,52.527821,13.4004662,wolt
12,5,34,Steel Vintage Bikes Café Auguststr.,9.0,10.0,1.9,€,,breakfast/dessert,Auguststraße 91,10117,Berlin,52.52602558141521,13.390530028241969,wolt
12,5,35,Umami Prenzlauer Berg,8.8,10.0,,€€,35.0,asian,Knaackstraße 16-18,10405,Berlin,52.53461799999999,13.4197911,wolt
12,5,36,Pizza Point Zimmerstr.,8.4,10.0,,€,35.0,italian,Zimmerstraße 10,10969,Berlin,52.5073228,13.3878867,wolt
12,5,37,Frittenwerk Berlin Friedrichstraße,8.8,10.0,,€,35.0,american,Friedrichstraße 69,10117,Berlin,52.51263669999999,13.3896904,wolt
12,5,38,Soy Restaurant,9.4,10.0,,€€,55.0,mediterranean,Rosa-Luxemburg-Straße 30,10178,Berlin,52.52601407098775,13.411483058480062,wolt
12,5,39,Reisfreude,9.0,10.0,,€,55.0,european,Brückenstraße 1c,10179,Berlin,52.51191129999999,13.4171379,wolt
12,5,40,Aiko Sushi,8.4,10.0,,€€€,55.0,asian,Brunnenstraße 193,10119,Berlin,52.53053882332101,13.400382578829037,wolt
12,5,41,Soul Sushi Berlin-Mitte,8.8,10.0,,€,55.0,asian,Oranienburger Str. 52,10117,Berlin,52.5259259,13.38825,wolt
12,5,42,Djimalaya,9.0,,,€€,,mediterranean,Invalidenstraße 159,10115,Berlin,52.5323523,13.3973485,wolt
12,5,43,Berliner Marcus Bräu,8.4,10.0,1.9,€€,,european,"Münzstraße 1-3,",10178,Berlin,52.52397187772237,13.409258666270404,wolt
12,5,44,Angry Chicken - Mitte,8.8,10.0,,€,35.0,snacks,Rosa-Luxemburg-Straße 7,10178,Berlin,52.5237938,13.4091964,wolt
12,5,45,Son Kitchen Foodtruck,8.6,10.0,,€€,55.0,asian,Varian-Fry-Straße ,10785,Berlin,52.5088036,13.3742494,wolt
12,5,46,Happy Buddha,7.4,10.0,,€€,50.0,middle eastern,Schlegel Straße 22,10115,Berlin,52.53034265713895,13.38685159671559,wolt
12,5,47,Asman,8.4,10.0,1.9,€,,middle eastern,Ackerstraße 20,10115,Berlin,52.53156796761646,13.39662193373002,wolt
12,5,48,Vino e Basilico,9.0,,,€€€,,european,Tucholskystraße 18/20,10117,Berlin,52.5252037,13.3932662,wolt
12,5,49,Tiny's Pizza,8.2,10.0,1.9,€€,,italian,Rosenthaler Straße 36,10178,Berlin,52.52467990421904,13.40214651380219,wolt
12,5,50,At Home by ZENKICHI,9.6,,,€€€€,,asian,Johannisstrasse 20,10117,Berlin,52.52471,13.38885,wolt
12,5,51,Burgermeister Potsdamer Platz,8.8,10.0,,€,55.0,american,Potsdamer Platz 1 ,10785,Berlin,52.50911563386791,13.374227434253475,wolt
12,5,52,Hayal Grill,9.2,10.0,,€€,50.0,steak,Charlottenstraße 13,10969,Berlin,52.50701122999866,13.393112483191135,wolt
12,5,53,Anand,8.0,10.0,,€€,55.0,middle eastern,Albrechtstraße 12,10117,Berlin,52.5211654,13.384961,wolt
12,5,54,Yokozuna Sushi,8.8,10.0,,€€€,35.0,asian, Torstraße 41,10119,Berlin,52.52865349523008,13.411356136938425,wolt
12,5,55,Transit Mitte,8.8,10.0,1.9,€,,asian,Rosenthalerstraße 68,10119,Berlin,52.52864513176107,13.4022783,wolt
12,5,56,smartdeli - sushi & more,8.8,10.0,,€€,35.0,asian,Novalisstr. 2,10115,Berlin,52.52817,13.3891001,wolt
12,5,57,Chupenga - Burritos & Salads Georgenstr.,8.4,10.0,,€,35.0,poke,Georgenstraße 200,10117,Berlin,52.51995687003612,13.389513147222218,wolt
12,5,58,Com Viet Berlin,7.8,10.0,,€€,35.0,asian,Münzstraße 3,10178,Berlin,52.5239938,13.408986,wolt
12,5,59,Five Guys Mitte,7.8,10.0,,€€,55.0,american,Alexanderpl. 2,10178,Berlin,52.5205493482613,13.41422543051924,wolt
12,5,60,Brammibal's Donuts - Potsdamer Platz,9.6,10.0,,€,55.0,breakfast/dessert,Alte Potsdamer Str. 11,10785,Berlin,52.5080051,13.3738108,wolt
12,5,61,Toca Rouge,8.6,10.0,,€€,35.0,asian,Torstraße 195,10115,Berlin,52.5282882,13.3919802,wolt
12,5,62,Italofritzen,7.4,10.0,,€€,35.0,european,Friedrichstraße 105,10117,Berlin,52.5227282,13.3881445,wolt
12,5,63,VietBowl Mitte,,10.0,1.9,€€,,asian,Zimmerstraße 69,10117,Berlin,52.5080041,13.3928408,wolt
12,5,64,Espresso House Friedrichstraße,7.6,10.0,1.9,€,,fastfood,Friedrichstraße 125,10117,Berlin,52.5258858,13.3868659,wolt
12,5,65,Vadoli,8.2,10.0,,€€,55.0,european,Oranienburger Str. 13,10178,Berlin,52.5238316,13.3985704,wolt
12,5,66,Listo Lounge,,10.0,1.9,€€€,,fastfood,Mohrenstraße 30,10117,Berlin,52.5121406,13.3928272,wolt
12,5,67,Campus Suite - Food Factory Cube,8.8,10.0,,€,55.0,italian,Washingtonplatz 3,10557,Berlin,52.5236065,13.3691979,wolt
12,5,68,Tasty Bistro,7.6,10.0,,€,55.0,italian,Rungestraße 14,10179,Berlin,52.5122717,13.4182962,wolt
12,5,69,Kebap with attitude,8.2,10.0,,€€,55.0,middle eastern,Gipsstraße 2,10119,Berlin,52.52724314420447,13.39913771682263,wolt
12,5,70,dean&david Quartier 205,8.0,10.0,,€€,35.0,healthy,Mohrenstraße 50,10117,Berlin,52.51226659611019,13.390251283808636,wolt
12,5,71,FECHTNER Berlin,8.8,10.0,1.9,€€,,european,Torstraße 114,10119,Berlin,52.529583,13.4025829,wolt
12,5,72,Atame,9.2,,,€€,,mediterranean,Dircksenstraße 40,10178,Berlin,52.52355832952749,13.40683685030174,wolt
12,5,73,Takumi'9 Sapporo,9.0,10.0,1.9,€€,,asian,Chausseestraße 124,10115,Berlin,52.5290334,13.3846772,wolt
12,5,74,Burger Vision Torstraße,8.4,10.0,,€€,50.0,american,Torstraße 128,10119,Berlin,52.5293856,13.4004516,wolt
12,5,75,Salami Social Club II,7.8,10.0,,€€,50.0,italian,Schönhauser Allee 176,10119,Berlin,52.53172205551587,13.412003162761234,wolt
12,5,76,Jinbu Sushi,8.4,10.0,,€€,35.0,asian,Bertolt-Brecht-Platz 2,10117,Berlin,52.52243060340517,13.386233377523824,wolt
12,5,77,The Indique,7.8,10.0,,€€€,35.0,middle eastern,Ziegelstraße 29,10117,Berlin,52.52367950000001,13.3906793,wolt
12,5,78,Royals & Rice,8.8,10.0,,€€€,35.0,asian,Torstraße 164,10115,Berlin,52.5288602,13.3959879,wolt
12,5,79,Hopfingerbräu am Brandenburger Tor,,10.0,1.9,€€,,european,Ebertstraße 24,10117,Berlin,52.5172234,13.377556,wolt
12,5,80,MIBAP,9.2,10.0,,€€,55.0,asian,This is a virtual venue,10179,Berlin,52.5129513,13.4172072,wolt
12,5,81,Wrapublic Mitte,8.8,10.0,,€€,35.0,steak,Torstraße 118,10119,Berlin,52.5295128,13.4021367,wolt
12,5,82,beets&roots Mauerstr.,8.4,10.0,,€€,50.0,poke,Mauerstraße 76,10117,Berlin,52.509409528999086,13.387916692065224,wolt
12,5,83,Da Vinci Ristorante,7.6,10.0,,€€,35.0,italian,Georgenstraße 192,10117,Berlin,52.5201646,13.3913112,wolt
12,5,84,Rotes Kamel,8.6,10.0,,€€,35.0,steak, Hannah-Arendt-Str. 4,10117,Berlin,52.5140041,13.3811706,wolt
12,5,85,Dunkin’ Donuts Friedrichsstraße,,10.0,,€€,55.0,breakfast/dessert,Bhf. Friedrichstr Bahnhof Friedrichstraße,1011,  Berlin,52.52052444659835,13.386710500133292,wolt
12,5,86,Chopstix Mitte,9.0,10.0,,€€,35.0,asian,Dircksenstraße 35,10178,Berlin,52.5228184,13.4095516,wolt
12,5,87,Tuans Huette,9.0,10.0,,€€,55.0,asian,Dircksenstraße 40,10178,Berlin,52.523608,13.4069478,wolt
