Name,lat,lon
Fm Lounge,52.47305,13.42802
Taverna Olympia,52.4673,13.42144
Hot Döner,52.47044,13.42923
India Palace II,52.4706,13.42932
Döner am U-Bahnhof Leinestr.,52.472663,13.428283
Cafe Plume,52.46976,13.42582
W.N.9 - Oyster Bar and Kitchen,52.47022,13.42728
Star-Pizza,52.4706,13.42932
Luzia,52.466,13.42735
Falafel 2 Go,52.47173,13.42927
Consoja,52.47358,13.42338
Akram,52.46553,13.42613
Lipopette,52.47022,13.42728
Manaisch,52.47305,13.42802
Tandir,52.46617,13.43183
Gordon,52.47495,13.42399
La Pecora Nera,52.47719,13.42122
Schloss Neuschweinsteiger,52.46895,13.4354
Ungeheuer,52.46911,13.43479
Cafe Lux,52.47734,13.42312
Ban Ban Kitchen,52.47641,13.42717
Tamper Meets Jigger,52.47152,13.43376
Selig Berlin,52.476996,13.422451
Lalibela Ethiopia,52.47732,13.42521
Anh Em Restaurant,52.46617,13.43237
Docg-Berlin,52.46888,13.43482
Mira Frühstücksparadies,52.46676,13.43204
Meshur Adiyaman Cigkoftecisi,52.47732,13.42521
Horse,52.47521,13.42628
Tante Frizzante,52.47009,13.42958
From Hanoi with Love,52.47143,13.42943
M-A - Feine Kost,52.47591,13.42623
Club del Burro,52.47725,13.42465
Domino's Pizza,52.47017,13.43174
Kusskuss Küche & Gemeinderaum,52.46911,13.43132
Pazzi X Pizza,52.47736,13.42332
Cafe Pappelreihe,52.47563,13.42378
Nur Gemuse-Kebap,52.46708,13.43133
Gelateria Mos Eisley,52.47719,13.42122
Pee Pees Katzencafe,52.47235,13.43352
Cafe Caramina,52.47709,13.42099
Caligari,52.47585,13.42368
Palsta,52.47646,13.41889
La Cote,52.47589,13.42605
Schillerbar,52.47739,13.4236
Mehas,52.47713,13.42607
Kebab,52.47719,13.42947
Bio Company,52.4752,13.42746
Feed Cafe,52.47672,13.42434
Sultan's,52.47471,13.4279
Cafe Engels,52.4767,13.41987
Café im Körnerpark,52.47078,13.43682
Maneeya,52.47728,13.43547
Dürümcü Baba,52.4765,13.42634
S & S Reisen,52.47602,13.42519
Mudurnu Grillhaus,52.47713,13.42607
Sowieso,52.47539,13.42437
Pizzeria Alte Forno,52.47457,13.42779
Pho My Asia Imbiss Asiatische Spezialitäten,52.46689,13.43196
Mustafas Pizzeria,52.47049,13.42992
Happy Chicken King,52.46671,13.43333
Köfteci Murat,52.4685,13.43191
Bienenkorb,52.46934,13.43052
Muhabbet,52.46617,13.43237
Abu Saleh,52.46617,13.43237
Burgerlicious,52.46659,13.43158
Asia Thyna,52.47018,13.43008
King Box,52.46801,13.43124
Altayeb,52.46985,13.4297
Asia Haus Koy,52.47018,13.43008
L'Eustache,52.47672,13.42434
Wilhelm Tell Restaurant,52.47739,13.4236
Baklavacı Antepliogulları,52.47556,13.42675
Skyline Lounge,52.47089,13.43025
Gülom Bäckerei,52.47716,13.42667
Papi Crunch,52.47435,13.427
Lokanta,52.4685,13.43191
Eliza Shishabar,52.46825,13.42995
Loungebar Karma,52.47114,13.42958
Multı Aile Cay Bahcesi Restaurant,52.46705,13.43389
La Stella Nera,52.47494,13.42784
Nini E Pettirosso,52.47015,13.43689
Amalia Restaurant,52.47015,13.43689
Loislane,52.46843,13.42946
Karabach,52.475,13.42756
Mama Kalo,52.47678,13.42062
S A L O O N,52.46662,13.43254
Roasters,52.47143,13.42943
Gaststätte Berlinicke Stuben,52.46637,13.37758
Alte Dorfecke,52.46572,13.3781
Asia Imbiss im Kaufland Tempelhof,52.46761,13.37708
Türkis Cuisine Bar & Cafe,52.46893,13.37408
Wirtshaus zum Oberstübchen,52.46584,13.36679
BURGER KING,52.476663,13.364564
Jinnah House,52.47592,13.36864
Trattoria Toscana,52.471401,13.385026
Mauwal,52.47235,13.38526
Donerbiz,52.476518,13.364763
Rapido,52.47539,13.36593
Pfeffereule,52.4743,13.38128
Vu,52.46739,13.38519
Triple XXX,52.465666,13.380005
Amera,52.46721,13.38241
Café Klatsch Berlin,52.46595,13.38068
Berliner,52.46873,13.38213
Yasaka,52.46839,13.38521
Blanke Helle,52.46038,13.3707
Bose Eck,52.46267,13.37737
La Grande,52.46521,13.38537
Quan-Fu,52.46869,13.38675
Yoko Sushi,52.46798,13.38518
Nuova Mirabella,52.46553,13.38386
Eis Hennig,52.46739,13.38519
Nuts & Co,52.46481,13.38537
City Chicken,52.46502,13.38588
Pizzeria Jasmin,52.46839,13.38521
Restaurant Bambusstabchen,52.46674,13.3852
Chicken Gemüse Kebab,52.4653,13.38588
Kochmutze,52.47536,13.35781
Restaurant Aurel,52.46618,13.3839
Risa Chicken,52.46635,13.38521
Berlin Imbiss,52.46389,13.37032
Queen's   Café   Bar   Lounge,52.46365,13.37641
Blue Eiscafé Berlin Tempelhof,52.47135,13.38508
Gourmet de France,52.47441,13.38102
Gastronomie Grun-Gold,52.47833,13.38081
Cafe Belina Berlin,52.46553,13.38386
Arisu Sushi,52.46869,13.38675
My Asia,52.46884,13.38523
Columbus Croque,52.46448,13.3765
Donerbiz,52.47638,13.364698
Shehata el-Shefai,52.46839,13.38521
Gaststätte Ahorngarten,52.4711,13.35755
Tobi's Back & Snack,52.46694,13.3852
Lieferbuffet,52.46595,13.38068
Golgatha Biergarten im Viktoriapark,52.48522,13.37854
Waschkueche,52.48525,13.37384
Gokan,52.48519,13.36169
Palace Lounge,52.48533,13.37534
Gon 80,52.48576,13.37511
Osbili,52.47973,13.34998
Trattoria Tre Fratelli,52.46967,13.34359
Jansen Bar,52.48297,13.3605
Berliner Kochwerkstatt,52.48437,13.36371
Caffein Espressosysteme,52.48608,13.36185
Cafe Mon Cherie,52.48165,13.36326
Fischräucherei Eleonore Krohnen,52.47949,13.36876
Traditionelles Frühstückshaus,52.48422,13.38411
Michael Martins,52.48317,13.38183
RAAMSON - tamil restaurant,52.48557,13.36313
Inselnest,52.48403,13.36167
Tssagif - Interkulturelles Haus Schöneberg,52.48622,13.36767
Bioladen Grünschnabel,52.48368,13.38385
Dudenschanke,52.48519,13.3745
BURGER KING,52.480354,13.385181
Kang Feng,52.48422,13.38411
Lumiere Coffeeshop & Bistro,52.48485,13.38306
"Pizzeria, Trattoria Luna",52.4812,13.3601
Naumannstübchen,52.4855,13.36371
Jonas,52.48621,13.36372
Pizza Lovers,52.52957,13.47112
Marco Polo Due,52.53007,13.47104
Sun Poke Bowl,52.52686,13.47891
Quan Ngon,52.52699,13.47887
Pizza Express,52.53178,13.46932
Avtaar,52.52957,13.47112
Khoa-Bistro,52.5285,13.46595
Max & Moritz Bistro,52.52686,13.47891
Grenzlos,52.53345,13.47726
Restaurant Athos,52.52957,13.47112
Lovely Sushi,52.52962,13.47277
Cafe Panorama 2,52.533,13.46847
Asia Snack im Castello,52.53178,13.46932
Pure Berlin,52.5287,13.47143
Essen Ist Fertig,52.53178,13.46932
Hotel Wilhelmsberg - Alt Landsberg,52.53345,13.47726
New Orleans,52.53345,13.47726
Balalayka,52.52728,13.47225
Zum Fass,52.52855,13.46838
Skykitchen,52.52842,13.45716
La Stazione,52.52463,13.46512
Mavericks Berlin,52.52842,13.45716
SUBWAY,52.522886,13.462697
Skybar,52.52842,13.45716
BURGER KING,52.52941,13.45788
Kantine in der Mittküche,52.53131,13.48607
China-Thai-Imbiss,52.52287,13.46477
Frische Paradies,52.52167,13.46891
Vietthai-Bistro,52.52287,13.46477
Restaurant Mervicks,52.52842,13.45716
Kneipe Attenzione,52.53023,13.46103
Die Laube,52.53606,13.46832
Thai Nippon Sushi Bar,52.52401,13.46171
delight,52.52842,13.45716
Berliner Fechterbund,52.53704,13.47412
Studentenclub Schlauch,52.52327,13.47672
Bomas Burger,52.52401,13.46171
"Ryans Eis, Waffel & Co.",52.52061,13.45912
Rodi Bar,52.53655,13.47576
Rodi Bier Bar,52.53518,13.46896
Curry & Fritz,52.52401,13.46171
Minimal Bar,52.51646,13.46404
Hansbach Bar,52.51935,13.46681
Espressobar zum Kalten Hund,52.52582,13.45194
Sai Baba,52.51643,13.46555
Jamy,52.51618,13.47107
Ristorante Italiano,52.52793,13.45161
Tropica Grillhaus,52.514595,13.467986
Asia-Sushi Bar Rong Vang,52.514595,13.467986
Hanabira - Japanische Lebensmittel & Feinkost,52.51404,13.46465
Gao Fresh.Food.Fast,52.52588,13.44713
Die Kaffeefreunde,52.51779,13.4686
Trattoria Salute,52.51505,13.46813
L'Herbivore,52.52295,13.4495
Kleinmein,52.51503,13.47152
Haroun Restaurant,52.51579,13.46778
Kashmir,52.51457,13.45935
Pomodorino,52.52232,13.44981
Dehli Palast,52.51436,13.4597
Vineria del Este,52.51858,13.46434
Asia Thanh,52.518,13.45545
Lani,52.51533,13.46088
Bilakiss Gemuse Kebap,52.51451,13.46411
Voudookitchen,52.51328,13.46265
Freddy Fresh,52.52293,13.45052
Salami Social Club,52.51509,13.46323
Zerostress Pizza Friedrichshain,52.51427,13.46477
Tentacion Craftbeer,52.51328,13.46265
Saporito Berlin,52.52232,13.44981
Cafe Tasso,52.51647,13.45709
Butterhandlung,52.5122,13.47072
Plaza de Toros,52.52957,13.45579
Asia-Snack,52.52906,13.45593
Mervan,52.52293,13.45052
Del,52.51759,13.4648
Bistro Sindibad,52.51519,13.46317
Mio Mare,52.51579,13.46465
Movenpick Cafe,52.364372,13.509873
Marche Movenpick Sandwich Manufaktur Flughafen Berlin Brandenburg,52.36389,13.507937
Irish Pub,52.388529,13.52069
Marché Bistro,52.3885,13.519476
Marc O'Polo Store Berlin Flughafen Brandenburg,52.36369,13.50936
Casino am Zwickauer Damm,52.41554,13.47091
Chalet Suisse,52.461219,13.271737
Machiavelli am Roseneck,52.4748,13.2782
Gastronomie Hagn im TC Blau-Weiss,52.47599,13.27366
Rosengarten,52.477546,13.282442
Imperial Caviar,52.47513,13.2837
Da Antonello,52.47477,13.29155
Vivaldi,52.48011,13.27445
Hardys Gute Stube,52.47113,13.29071
Lehmann's Gute Stube,52.47113,13.29071
Dschunke,52.47469,13.29352
Ham-Restaurant's Büro,52.45891,13.27358
Landhaus Grunewald,52.48358,13.28242
Zum Dortmunder,52.4743,13.29291
Adana Imbiss,52.47507,13.29233
Bar Manico,52.47346,13.29913
Insel Bistro Restaurant,52.46407,13.2967
Eis da Dalt,52.47459,13.29378
ICE Cream You Scream,52.47514,13.28999
Mr. Pizz,52.4745,13.29405
Halil Ibrahim Sofrasi,52.52803,13.32892
Sonwok,52.52731,13.32777
Trofeo,52.53082,13.31903
Detto Fatto Ristorante Pizzeria,52.52737,13.32716
Tele Pizza,52.52871,13.31861
Hamdi Baba,52.52747,13.32984
Grilled Pocket Sandwich,52.5295,13.32838
El Reda,52.52737,13.32716
Oses Cigköfte Berlin,52.52815,13.32843
Tonis Vietnamesische Kuche,52.5274,13.3269
Jemenitisches Restaurant,52.52793,13.32608
Piccola Napoli,52.52747,13.32984
Bombe Lieferservice,52.52871,13.31861
Europa,52.52977,13.32837
Beussel Grill,52.5331,13.32888
Honig & Senf,52.5274,13.3269
Pizza Europa Express,52.5322,13.32517
Pizza Chief Berlin Moabit,52.53052,13.31619
Hallo Pizza!,52.52871,13.31861
Big Bascha,52.52774,13.32718
Beussel Grill,52.53032,13.32883
Awa Saal,52.52678,13.31853
Pan Classica Gastronomie im Meilenwerk,52.5303,13.31929
Pan Classica Gastronomie und Automobile,52.53069,13.31714
Antique Lounge,52.52903,13.32888
Beirut-Express,52.52727,13.32808
Berlin Döner Kebap,52.52803,13.32892
Freddy Leck,52.52522,13.32985
Classic Driver Food Concept,52.53082,13.31903
Cafe Perle,52.52793,13.32608
Kanun,52.52734,13.32741
Parc Fermé,52.53082,13.31903
Schrippe Oder Stulle,52.52713,13.32936
Fam Dang,52.52774,13.32718
An Nam,52.52532,13.329872
Cf-Gastro Service,52.53274,13.32878
Kafe Elegans,52.53116,13.32682
Zam Zam,52.52792,13.32638
Yolo Döner,52.5275,13.3295
Beussel 71,52.52844,13.32842
Luong Tang Asia Snack,52.52829,13.32843
Curry 76,52.52773,13.32836
Il Pranzetto da Ciro,52.52585,13.3243
Good Rice,52.52871,13.31861
Al Reda,52.52765,13.32797
Na Go Ya Sushi,52.52829,13.32843
Esa Noa,52.52204,13.32672
Ya - Man Caribbean Soul Food,52.52435,13.32964
Apna Punjab,52.52435,13.33205
Garcia,52.52774,13.3304
Crunch Kantine,52.53278,13.33387
Mauerwerk,52.52565,13.33294
Zk/U - Zentrum für Kunst und Urbanistik,52.53355,13.33701
Burgerme,52.52609,13.33007
Burger Turm,52.5272,13.33252
Domino's Pizza,52.52449,13.33492
Rosso,52.52204,13.32672
Meine Mama,52.52102,13.32753
Focaccia,52.52403,13.33026
Frische Paradies Berlin,52.52178,13.32204
Lal Haweli,52.52403,13.33026
Favorit Kebab,52.52674,13.33741
Il Baretto,52.52493,13.32632
Hoa Sushi,52.5273,13.33145
Il Pozzetto,52.52179,13.32527
Kim Thanh,52.52176,13.3268
Pizza Pasta,52.52411,13.33281
Mamma Dina,52.52413,13.33085
Aspawa Patisserie Cafe & Frühstückshaus,52.52684,13.33636
Nord West Oase,52.53064,13.33508
Taste,52.52411,13.32896
Sancho Panza,52.52413,13.33085
Grillhahnchen,52.52638,13.33735
Maharadsch,52.52459,13.33018
Kaffe Klick,52.52425,13.33152
Sun Fat,52.52623,13.3301
Amore E Pace,52.52411,13.33281
La Mandria,52.52708,13.32992
Ristorante la Tettoia,52.52853,13.3306
Lunch and More,52.52342,13.32246
Wiclef' S,52.53108,13.33037
Holzwurm,52.52834,13.33115
Nikko - Japanische Küche,52.52234,13.32429
Flying Fisch,52.52687,13.33603
Einstein Kaffee Coffeeshop,52.52067,13.32798
Modo Mio,52.52137,13.32289
Bio Company,52.526959,13.3351
Hafis,52.52421,13.3313
Döner Kebabhaus,52.524,13.32939
Back Snack Bar,52.52191,13.32593
Timeless,52.52556,13.31133
Il Piccolo,52.52556,13.30943
Da Lio,52.52594,13.31225
Addis-Abeba-Restaurant,52.5259,13.30786
telepizza,52.58805,13.42779
Restaurant Phaeton,52.58827,13.41235
Cafe Pankow,52.58522,13.42856
Seerestaurant Panke,52.58846,13.4363
Barbels Bistro,52.58489,13.4286
Cafe Lindengarten,52.57861,13.42314
Eiscafé degli Angeli,52.58708,13.40204
Ristorante Francavilla,52.58777,13.40201
Trattoria Pasta degli Angeli,52.58663,13.40177
Schonholz Brasserie,52.57338,13.41252
Café am See Britzer Garten,52.43557,13.4156
Toscana,52.44025,13.41634
Café am See,52.43557,13.4156
Royal Gourmet,52.44294,13.42687
Dauerkleingartenanlage Marienfelder Weg,52.43893,13.4271
Asian Imbiss To-Chau,52.44002,13.43428
Gartenkolonie Guter Wille,52.44474,13.41626
Domino's Pizza,52.41307,13.56431
City Döner & Cafe Zara,52.41308,13.57187
Grünau Solaris,52.41269,13.57242
Fleischerei Vogel,52.41269,13.57242
Rhodos,52.41133,13.57304
Vietnam Kuche,52.41156,13.57351
Schreiber's Fischwaren,52.412698,13.572286
Cua Tung,52.41303,13.57209
Ristorante Il Gatto - Waldkater,52.4085,13.58245
La Dolce Vita,52.40436,13.57324
Treff Bistro,52.52676,13.21937
BURGER KING,52.527249,13.232215
Luna Restaurant,52.52897,13.2144
Panorama Restaurant Sky Tower,52.53258,13.20998
Restaurant Ramazzotti,52.5274,13.2124
Food Stop,52.532247,13.2089
All Seasons,52.53777,13.21626
Kantine der Berliner Wasserbetriebe,52.535005,13.225053
Adulas Bude,52.53228,13.208957
Domino-Service,52.52947,13.21263
Berlinimbiss Schlemmer-Paradies,52.53615,13.22363
SUBWAY,52.53468,13.19843
Beyzade Restaurant,52.53159,13.19692
Cappuccino,52.53205,13.1982
Waffle Crush,52.53121,13.19661
Florida Eiscafé,52.53534,13.19933
Teehaus im Englischen Garten,52.53152,13.19676
Spandauer Bierbrunnen,52.5327,13.19786
Burger Route,52.53074,13.19613
Pan Rolf,52.53181,13.20454
Kaiserhof,52.533,13.20749
Cafe & Bistro Unvernunft,52.53548,13.20241
Gandhi,52.53307,13.20503
Goldene Drachen,52.53249,13.19768
Thai-Nippon-Sushi-Bar,52.53324,13.1982
Kentucky Fried Chicken,52.53324,13.1982
Lindner,52.53324,13.1982
Sunset Beach,52.53249,13.19768
Thang Long,52.53324,13.1982
Fantasia del Gelato,52.53324,13.1982
Asian Cuisine Buffet,52.6141,13.46957
Dobrivoje Mitrovski - Schankwirtschaft,52.6141,13.46957
Karow,52.61451,13.46942
Mac's Express Kebap,52.61461,13.47045
Il Buon Gelato,52.61852,13.48686
Lee's Kitchen,52.52898,13.57005
Hobby Imkerei,52.5284,13.5753
Café Gugelhupf,52.52685,13.56897
Giardino Verde Restaurant Pizzeria,52.53825,13.56975
I Fratelli,52.54266,13.57147
ICE Angels,52.54129,13.57061
Senior Taco,52.52929,13.59273
Eis Cafe San Remo,52.56312,13.3276
Steakhouse,52.564091,13.327547
Kentucky Fried Chicken,52.56126,13.32676
BURGER KING,52.56411,13.32773
K. S. P.,52.56312,13.3276
Julius-Leber-Kaserne,52.5601,13.32459
Restaurant Milano,52.56312,13.3276
Bistro Nazar,52.56312,13.3276
KFC,52.56126,13.32676
Altberliner Imbiss am Kutschi,52.56338,13.32819
Pho-Viet,52.56372,13.3269
Fit Gemüse Kebap,52.56312,13.3276
Doreedos,52.56372,13.3269
Güler,52.56312,13.3276
Alberts,52.56398,13.32861
Sasa Lounge,52.56477,13.32427
Pizzeria Ristorante Il Mulino,52.5645,13.32707
Restaurant Zagreb-Grill,52.55729,13.33394
Papadam,52.56251,13.33108
Kush,52.55942,13.33559
Steakhaus Gaucho,52.56051,13.33471
China-Restaurant Chan,52.56477,13.32427
Mistral,52.56055,13.33368
Bernt's Kietz-Kneipe,52.56593,13.31962
Le Ballon,52.56335,13.33164
Meshur Köftehaus,52.5644,13.32802
Zeppelin,52.56335,13.33164
Imbiss zum Wurfel II,52.55891,13.31468
Schatulle,52.5543,13.33109
Park Café,52.550846,13.335124
Jocker's Cafe Bar Lounge,52.56593,13.31962
Laval Patisserie Berlin,52.56557,13.32087
China-Thai,52.56031,13.3341
Pizza's Call N' Eat,52.56609,13.31736
Cafe Schatztruhe,52.56439,13.31704
Restaurant Frabea,52.55247,13.33732
Cafe Scharnweber,52.56498,13.32356
Mille Gracie,52.56581,13.32011
San Remo,52.56211,13.33186
Eiscafé la Piazzetta,52.56452,13.32774
Pizzeria el Mambo,52.56251,13.33108
Gourmanderie,52.55815,13.33888
Tattoocafe Diamantfabrikken,52.55513,13.34421
Hasina Eatery,52.55549,13.34446
Restaurant Pula-Grill,52.57031,13.32057
Goldener Adler,52.56976,13.32154
Berlin Bürger Box,52.5713,13.32194
Pizza Lamoda Berlin,52.55727,13.34214
Simit Hane,52.55479,13.34481
Opatija-Grill,52.55702,13.34088
Pizza Mille Grazie,52.55727,13.34214
Mercatino,52.55462,13.34415
Santa Mamma,52.55595,13.34796
Schneeeule Salon Fur Berliner Bierkultur,52.55529,13.34417
Ristorante Pizzeria Sole Mio,52.55548,13.34176
Byblos,52.55568,13.34326
Jashim Tante Emma Laden,52.55373,13.33908
Zur Gemütlichen Ecke,52.55414,13.33971
Centre Francais de Berlin gGmbH deutsch-französisches,52.55815,13.33888
Schneeeule Berlin,52.55754,13.34525
Weddinger Weißbierstub'n,52.55607,13.34748
Pizzeria Schilleroase,52.559833,13.345839
Kibo,52.55206,13.34141
One Africa Lounge,52.55577,13.34308
Eiscafe,52.55346,13.34714
Cafe Barfuß,52.55488,13.34567
Bantou Village,52.55194,13.34875
Burger Republic,52.55469,13.34501
Gel Doy,52.55194,13.34875
Zum Neuen Bierhahn,52.55501,13.34956
Amarillo,52.442816,13.569485
Der Cöpenicker,52.44096,13.57604
Pizza Max,52.44241,13.56928
Cöpenicker Spitzbuben,52.442816,13.569485
Croatian Restaurant,52.4406,13.5707
Krokodil,52.44096,13.57604
Ristorante Il Colosseo,52.44257,13.56971
Kumami,52.44467,13.57771
Wieduwilt & Krause,52.44407,13.56791
Restaurant Schifferstube,52.43093,13.57299
Call A Pizza,52.44254,13.58168
Köpenicker Seeterrassen,52.44408,13.57489
Restauration zur Gardestube,52.44582,13.57565
Altstadtcafe Cöpenick,52.44625,13.57476
Mirch Masala,52.44274,13.58011
Mokkafee,52.44494,13.57572
Wafé Waffle & Coffee,52.44515,13.57405
Cafe Nr.1,52.44408,13.57489
Eisbar Friederici,52.44505,13.57433
Poesie - Fusion Cuisine & Art,52.44661,13.57502
Luise,52.44597,13.57457
Kikko,52.44488,13.57391
Chocolaterie Catherine,52.44506,13.57641
Ratskeller Köpenick,52.44576,13.57483
Ristorante Vero,52.44597,13.57457
Pizzawerk,52.44381,13.56896
Dong Que Vietnamese Restaurant,52.44467,13.57512
Gaststätte el Bastino,52.44381,13.56896
Zur Alten Laterne,52.44505,13.57433
Baguetteria,52.44506,13.57641
Hüttenzauber-Köpenick,52.44408,13.57489
Kaffee Pause Berlin,52.44488,13.5763
Diwali,52.44682,13.57513
Asteria Kopenick,52.44707,13.57526
Schliwas Weinkulturhaus,52.44661,13.57502
Mutter Lustig,52.44408,13.57489
Final Bistro,52.44515,13.57405
L'Osteria Berlin Mahlsdorf,52.5036,13.6222
Curry Schmiede,52.50708,13.62104
Lindenschänke Waldesruh,52.48454,13.6285
"Essen, Trinken, Deutsche Küche",52.48459,13.62815
Prime Catering,52.50122,13.2742
Deliver24,52.49687,13.26618
China-Restaurant Panda,52.50706,13.28028
La Pergola,52.50629,13.28453
Dressel 85 C,52.50848,13.28486
La Rose Ristorante,52.50629,13.28453
Teos Bistro 2 ICC Nord,52.50625,13.28334
International Club Berlin,52.50673,13.27058
Hafis,52.50625,13.28334
Marcel's Vereinsrestaurant,52.4975,13.26113
Andy's Diner & Bar,52.50706,13.28028
La Bodega Steakhaus & Cafe,52.49615,13.28586
Asia Restaurant Sonne,52.50666,13.28457
Ristorante Terminale,52.50714,13.27906
Enjoy Kebap,52.50625,13.28334
Pan degli Angeli,52.50497,13.299742
Lamazere Brasserie,52.50513,13.30062
Francucci Ristorante,52.49924,13.30152
Theaterrestaurant Charlottchen,52.50284,13.3005
Stella Alpina,52.50996,13.29657
Studio 14,52.50874,13.27503
Asal Restaurant,52.50659,13.29391
The Meat,52.50031,13.29963
Sumi Vietnamesisches Restaurant,52.50031,13.29963
Dollinger,52.504791,13.299163
Hofladen Bistro,52.50075,13.29828
Anappurna Restaurant,52.50443,13.29895
1000grad,52.49924,13.30152
Yaz Up,52.50661,13.29432
Trattoria Rossi,52.50423,13.29459
Co do Hue,52.50732,13.29865
Ben Thanh,52.50698,13.29777
Bootshaus Stella am Lietzensee,52.50873,13.29377
Block House,52.50969,13.27077
Domino's Pizza,52.51066,13.28828
Alano,52.50483,13.30061
Wienerwald,52.49954,13.30173
Pera Lokanta Meyhane,52.50076,13.29939
The Village Feinkost Cafe,52.51189,13.28846
Apadana Iranian Sandwich,52.50732,13.29865
Restaurant Stirlitz,52.501735,13.296663
Lokanta Restaurant Berlin,52.51039,13.28394
Cantina Siciliana,52.51064,13.28798
La Gioia in Pentola,52.50699,13.29611
Thanhky Restaurant,52.50625,13.2943
Restaurant Mi Còn,52.50007,13.29892
Sakura II,52.51004,13.27851
Habels Lindenwirtin,52.51049,13.27161
Mama Trattoria,52.51,13.2735
Babis Ouzeri,52.50181,13.30022
Georgisches Restaurant Gamarjoba,52.50662,13.29765
Café Berlin Kantstraße - Dada Künstler Café,52.50662,13.29705
Cafe Feyza,52.51322,13.28906
Alto Adige Weinbar,52.50557,13.29994
Friends & Friends,52.504791,13.299163
Die Elf,52.51091,13.27909
Café Kredenz,52.50699,13.29694
Aaina,52.51081,13.28305
Emek - International - Kitchen,52.51044,13.28208
Paraty,52.50865,13.29584
Weinhandel Wine Time,52.5008,13.29774
Trattoria Sale E Pepe,52.50371,13.291
Dymke's Gaststatte,52.37198,13.47504
Cafe & Hofladen Sauerwald,52.36349,13.47219
Nimai Indischer Party- & Lieferservice,52.587499,13.327742
Ratskeller Reinickendorf,52.589931,13.324685
Restaurant Landhaus Schupke,52.59146,13.32663
Da Mingiu,52.59238,13.32628
Zur Dorfquelle,52.59238,13.32628
Restaurant Pegasus Ratskeller,52.58898,13.3241
Carpaccio,52.59313,13.32379
Restaurant und Kaffeehaus Schupke,52.59146,13.32663
Maestral,52.58939,13.32574
Casino im Finanzamt Reinickendorf- Öffentliche Kantine,52.58715,13.32489
Nimai Indische Spezialitäten,52.58726,13.32585
Zhou's Fine,52.589806,13.32477
Trattoria Chiaromonte,52.58944,13.33463
Knittis Imbiss,52.597634,13.323099
Lo Stivale,52.58716,13.3344
Modellbau Cafe,52.58278,13.31939
Trattoria Isola Verde,52.59309,13.31299
Pizzeria Arnoun,52.589,13.33468
Hola Latino,52.58924,13.33869
Restaurant Morgenland,52.60769,13.32196
Zur Alten Dorfschmiede,52.54751,13.63708
Steakhaus Marzahn,52.55591,13.56647
Golferia,52.56304,13.56927
Domino's Pizza,52.55733,13.57132
Bistro Ilhan Metin,52.56535,13.5769
Bistro Deniz,52.55921,13.56169
Zum Zapfhahn,52.55444,13.56541
Epis,52.56535,13.5769
Ben's Cafe,52.55965,13.55107
Die Sattmacher,52.569,13.56918
Bellissimo,52.40692,13.41533
Rivado,52.4134,13.42162
Group Eurocan Dönerproduktion Handels,52.41474,13.42514
Restaurante Sole Italia,52.414645,13.421563
Swagat India,52.40779,13.40538
Gyros King,52.41023,13.4045
Eiscafe Coco Beach,52.40994,13.4034
Taverna Jianikos,52.40956,13.40357
Goa,52.40779,13.40538
Yumi Sushi,52.40842,13.40506
Pizzeria Stefano,52.40956,13.40357
BURGER KING,52.58946,13.46457
Restaurant am Golfplatz,52.58469,13.46915
Hole 9zehn,52.58469,13.46915
Oswald Wachenbrönner Milchhäuschen,52.58971,13.46334
Cafe am Fliess,52.58469,13.46915
Vereinshaus Idehorst,52.61899,13.41557
Baeckerei One,52.584043,13.526331
Jagers Restaurant,52.40907,13.23008
Cafe Medoc,52.41044,13.22023
Restaurant August 1928,52.40907,13.23008
Eiscafe Kleinmachnow,52.41737,13.22631
Bocatis,52.40517,13.23201
Vorstadtgefluester,52.41439,13.22373
Salumeria Pane E Vino,52.40362,13.21994
Selbstgemacht - das Keramik Café,52.41408,13.22621
Schröder's Kleinmachnow,52.41759,13.22625
Sehquartier,52.40454,13.22057
Trattoria da Dino,52.4036,13.2204
Sushi For You Kleinmachnow,52.41707,13.22587
Osteria la Puglia,52.407643,13.237335
Restaurantschiff Alte Liebe Ihb. Angelika Ludicke,52.50097,13.20966
Sardegna A Tavola,52.50742,13.22661
Waldhaus,52.50742,13.22661
Bistro Angerburg,52.50974,13.22219
Ristorante Il Porto,52.510229,13.222765
Flame-Diner,52.41149,13.37753
Logobecher Verwaltungs,52.41079,13.37685
BURGER KING,52.408834,13.37029
Zur Grünen Linde,52.4124,13.36852
Pubalapap Ponyhof,52.41082,13.37446
Mr Imbiss,52.40791,13.37944
Adrijana Grill,52.41314,13.36373
Split,52.40842,13.35937
Thai-Nippon Sushi-Bar,52.4105,13.38183
Advantage Restaurant an der Heilandsweide,52.41674,13.37213
Amfipolis,52.40881,13.35616
Restaurant Split,52.42491,13.37262
Andjelko,52.40881,13.35616
Urban Food Systemgastronomie,52.36562,13.56086
Cafe im Literaturhaus,52.39078,13.5724
Huong Sen,52.36976,13.55887
Loreney,52.36717,13.55973
Prime Kebap,52.36976,13.55887
Rotter Sport Casino,52.43866,13.32416
Bhatura,52.44034,13.32741
La Malga,52.44019,13.31594
Sport-Casino Rotter,52.43866,13.32416
Minh Huy,52.44046,13.31558
Cafeteria im Benjamin Franklin,52.44377,13.32093
Ceeser's,52.44284,13.33158
Pizza,52.43607,13.31456
Trattoria da Remo,52.44143,13.31445
Zur grünen Linde,52.44258,13.31281
