Name,lat,lon
La Mia,52.45579,13.43704
Curry Paule,52.45204,13.43779
Zum Britzer Krug,52.44917,13.43669
Pizzeria Mona Mia,52.46124,13.44564
Aladins Wundersnack,52.4607,13.4325
Cafeteria J. Papenfuß,52.45266,13.4321
Fu Long,52.46145,13.43463
Chocolate & Cheese,52.44969,13.43636
Britzer Bistro,52.45297,13.43819
Der Berliner,52.46293,13.43453
L.A Burger Lieferservice,52.4555,13.43773
Ochsenstall Schloß Britz,52.44622,13.43708
Sushi Company Asia,52.45154,13.43842
Rialto Snack 3,52.45359,13.43852
Lumera,52.46157,13.44539
Oldies Bierhaus,52.461,13.43604
Palm Lounge,52.45281,13.43825
Chez Gustave,52.46407,13.43482
Pho Phan,52.46556,13.43266
Mekan44,52.46524,13.43285
Divan Ocakbasi,52.468361,13.449176
KFC,52.46493,13.45485
Imbiss Senel Kizilbayrak,52.46495,13.45344
Hauptstadt-Curry,52.46633,13.44838
KFC Berlin Grenzallee,52.465206,13.455132
Balmi Lachsräucherei,52.46824,13.44592
Marcello,52.46652,13.45736
Bsr-Betriebsrestaurant,52.45207,13.42845
English Translations Learning English Robert Berridge Mathew,52.46783,13.4442
Chicken Grillhaus,52.46592,13.43267
Maximilian,52.4639,13.43845
BURGER KING,52.44318,13.43447
Pizzeria della Palme,52.46732,13.44226
Hai la Roman,52.46864,13.44493
Lahn-Eck,52.46753,13.44222
Cafe Wunderbar,52.46521,13.4339
Duman,52.46524,13.43285
Ristorante Pizzeria Forchetta&Company,52.45711,13.42738
La Cascina,52.4652,13.43441
Ketchup 35,52.45221,13.43188
Steakhaus Barbecue,52.44454,13.43378
Sushi-Fabrik Berlin,52.46466,13.44294
Mehana Balgaran,52.46521,13.44239
Antepli Haciogullari,52.46779,13.44179
Asude,52.46566,13.43212
Grand Palast Dügün Salonu,52.46084,13.46407
La Familia,52.44395,13.43231
Kuem-Ja Restaurant,52.44395,13.43231
Cafe Marlies,52.39287,13.20285
Fook Lam Mun,52.39272,13.20148
Restaurant Tick-Tack,52.387853,13.190356
Griechisches Restaurant Korfu Stahnsdorf,52.394477,13.208188
Bapu Restaurant,52.39665,13.20738
Meteora,52.40423,13.21472
Ebay Kantine,52.406669,13.186924
Aanjal,52.59663,13.33302
Relief,52.60316,13.33457
Pizzeria Leonardo da Vinci Berlin,52.60924,13.3354
Dalldorfer Wirtschaft,52.60316,13.33457
Papa Pizza,52.60924,13.3354
Die Schorfheider Warenhandelsgesellschaft,52.61099,13.34395
Da Massimo Trattoria,52.59678,13.33298
Markische Bierstuben,52.5965,13.33305
Pizza Fabrik Berlin,52.59585,13.33527
Ebruli Koeftehaus,52.59591,13.3357
The Vinh,52.59678,13.33298
First Kebab,52.59588,13.33602
Pizzeria da Minno,52.60924,13.3354
Grill Time,52.60532,13.35675
Döner Time,52.59581,13.33407
Domino's Pizza,52.59488,13.33185
Landfleischers Gaststätte,52.61818,13.35431
Restaurant Cristallo,52.60973,13.32955
Bulli S Genussbox,52.60658,13.32454
Romano,52.6089,13.32703
Landhaus Alt-Lubars,52.6175,13.35495
Restaurant Fließtal Reithalle,52.61774,13.35322
Restaurant & Pizzeria Malibu,52.60936,13.32845
BURGER KING,52.60759,13.32619
Dionysos,52.61,13.3304
Eisdiele Angelina,52.61784,13.35454
Restaurant First Service,52.597155,13.330543
Frank Laskowski,52.59542,13.33524
Kinh Do,52.59445,13.33291
Cavallino,52.59388,13.33405
Pizza Friends,52.59508,13.33276
Curry Corner,52.59542,13.33524
Asiana Village,52.59542,13.33524
Becerro,52.59558,13.33253
Hof-Café,52.59391,13.33303
Dönermeile,52.60759,13.32619
SUBWAY,52.43305,13.24264
Asado Steakhaus,52.43261,13.23603
Goodtime,52.4298,13.25928
Derby Klause,52.42811,13.23779
Berlin Bite,52.42029,13.25563
El Bandito,52.41701,13.25042
Rossosiena,52.43161,13.23134
Cavos-Restaurant-Cafe-Winebar,52.41698,13.26524
Sirtakias,52.41698,13.26524
La Sila,52.41935,13.26525
Ristorante Noi2due,52.41991,13.2256
Trattoria Piazza Siciliana,52.43048,13.23045
Royal Greek,52.416628,13.265448
Brotzeit-Bistro,52.43454,13.24979
Rossopiena,52.43148,13.23102
Gedicht 161,52.41935,13.26525
Teltow Grillhaus,52.39285,13.28942
Zum Weißen Kakadu,52.39795,13.2879
Bao Feng,52.57303,13.49627
Dolce Vita Steinofenpizza Berlin,52.57153,13.49975
Ristaurante Pizzeria Rossini,52.56998,13.49625
"Pizzafabrik, Deutscher Pizza-Bringdienst",52.56585,13.50357
Eisdealer im Riz - Berlin-Hohenschönhausen,52.56998,13.49625
Restaurant Amore Mio,52.56998,13.49625
Pizzeria Yasmin,52.56942,13.49657
Asia-Thai Imbiss,52.56942,13.49657
Chi Tien / Seven Day,52.56998,13.49625
Sportsbar Mc Metin,52.57433,13.50965
Barnim Quell,52.56689,13.49984
Pizzafabrik,52.58149,13.48266
Wirtshaus Malchow,52.5775,13.48356
Der Fischer vom Muggelsee,52.57799,13.4835
Panda,52.56998,13.49625
Aladin Bistro Firat,52.56998,13.49625
Mac's 63,52.56998,13.49625
Fleischerei Malchow,52.5775,13.48356
Cafe Julchen,52.57518,13.51112
Mandy's Gemüse Döner,52.5692,13.49607
Domino's Pizza,52.56892,13.51818
Chidoba Mexican Grill,52.565,13.50629
Kangaroo's Land,52.56088,13.49931
Aashirvad,52.57508,13.51832
Eis Cafe Florenz,52.564394,13.505766
Germanenhof,52.56568,13.50325
Philip Krohn,52.56315,13.51077
Hallo Pizza,52.56892,13.51818
Thai Nippon,52.56478,13.50578
BURGER KING,52.565,13.50629
Antalya Döner,52.56773,13.51544
Berliner Bierstube Alte Zeiten,52.56825,13.51434
Alanya Grill,52.561142,13.499946
Pizzeria la Rosa,52.56556,13.50534
Croatia,52.56863,13.51771
Cocos,52.565,13.50629
SUBWAY,52.565,13.50629
Nordsee,52.565,13.50629
Nnq2-Asiatische Küche,52.56088,13.49931
Hung Asia - Koch mit Herz,52.56746,13.51408
Kleingartenanlage Feldtmannsburg,52.56156,13.49265
Mac's Bistro,52.56137,13.49927
Macs Deluxe,52.56795,13.51229
Steakhaus Don Castillo,52.56859,13.51794
Kebap House,52.56497,13.50407
Bobby&Fritz,52.56381,13.50526
Jamal Shalai Restaurant,52.56859,13.51794
Chamelion Coffee,52.54058,13.35123
Hanoi St. 16,52.54156,13.35068
Spazio,52.54137,13.35093
Studio 7 Panketal,52.54869,13.34496
Corallo,52.54754,13.35407
Vagabund Brauerei,52.54792,13.34938
Dazwischen,52.54156,13.35068
Indian Curry,52.54672,13.34933
Baguetterie,52.54167,13.34937
Java House,52.5468,13.35006
Thai Son,52.54084,13.35087
Kubi,52.5415,13.34999
L'Escargot,52.54654,13.34956
See-Tank,52.54899,13.35006
Ristorante Galleria,52.54854,13.34753
Didim Grill Berlin,52.54172,13.34958
Butt's Spicy Kitchen,52.54156,13.34883
Klein Zaches,52.54711,13.35128
My Chicken Center Grillhänchen Döner,52.54163,13.34914
Don Pasquale,52.54195,13.35073
Caligo Lounge,52.54883,13.35292
Smack Grill House,52.5482,13.35191
Tropical Bar Berlin,52.5414,13.34861
Non-Stop,52.5482,13.35191
Safran Lieferservice Berlin,52.54672,13.34933
Spice,52.54163,13.34914
Eiskult Wedding,52.54053,13.34935
Uni Burger,52.54167,13.34976
Pizza Miranda,52.54878,13.35445
Köfteci Musti,52.54856,13.35302
Salone Market,52.54891,13.35174
Taverna Korfu,52.54509,13.34276
Bio Company,52.549,13.35407
Spinner und Weber,52.54618,13.34887
Pizza la Rosa,52.549,13.35407
Tassenkuchen,52.55055,13.35953
Schrader’s,52.55143,13.35866
Gangnam,52.54888,13.36083
Lino's Barbecue,52.54945,13.36151
Chin Chin Weinstudio,52.55347,13.34421
Fedora Berliner Eismanufaktur,52.54726,13.3581
Lebuffet,52.54613,13.3601
BURGER KING,52.54596,13.35945
Saray Restaurant,52.55037,13.35265
Aman,52.54186,13.35601
Chotto Asian,52.55018,13.35294
Pamfilya,52.54629,13.3586
Lei's Küche,52.54966,13.35133
Fredericks Cafe & Bar,52.55046,13.3492
Cozymazu,52.54186,13.35601
Coffee Star,52.54767,13.35641
Deichgraf,52.539705,13.352553
Konya Gözleme,52.54425,13.35939
Motte,52.54966,13.36202
The Coffee MAN,52.54646,13.35916
Osteria bei Pino,52.54406,13.36036
Alles Perfetto bei Petersen,52.54613,13.3601
La Fiamma Pizza Döner,52.54507,13.3623
Chopp&Roll,52.54613,13.3601
Falafel al Amin,52.54444,13.35996
Jojo Kinderwelt,52.549,13.36101
LaLuz,52.55335,13.36059
Damaskus Konditorei,52.5474,13.35785
Moccachino,52.55134,13.3509
Funf & Sechzig,52.54011,13.35262
Ristoratrasse,52.55001,13.35828
Kaiyo,52.54948,13.34766
See Grillhaus,52.54954,13.35106
Restaurant 12,52.54185,13.35748
Cafe Auszeit,52.54004,13.35288
Carik Kuruyemis,52.54983,13.35356
Imren Grill,52.5511,13.35038
Royal Garden,52.55265,13.34762
Simit Evi,52.54687,13.35661
Chibee,52.54286,13.35617
Schupke,52.54319,13.35674
Krua Thai,52.54589,13.35794
Naveenapath,52.54185,13.35748
Umi Restaurant Gendai No Kaishaku,52.55367,13.34678
Uuu Chinese Dining,52.54189,13.35484
Agam Baklava,52.54846,13.35502
Shikgoo,52.54269,13.35694
Lindengarten,52.53933,13.34998
The Visit Coffee,52.54726,13.3581
Pizza Max,52.54996,13.34938
Taverna Hellas,52.5498,13.35803
Asia Box,52.55001,13.35325
Ya Karim,52.54973,13.35277
St. Bess,52.54199,13.35663
Cafe am Ufer,52.54004,13.35288
Kaplan,52.54674,13.35807
H&H Asia Imbiss,52.54655,13.35927
Asia Deli,52.54966,13.35133
Café Tante Nanni,52.54191,13.35628
Grill Imbiss Chili,52.53612,13.35672
Original Gemüse Kebap Servet's,52.54576,13.35857
Xiao Chuan,52.54954,13.35106
Milette,52.54948,13.34766
Café / Bar- Planlos,52.55152,13.35708
Park-Café Rehberge,52.55161,13.33755
Alte Kantine Heinersdorf,52.57414,13.4449
Yu Garden,52.56991,13.43694
Heinersdorfer Krug,52.5682,13.43973
Trattoria Toscana Restaurant Pankow,52.5682,13.43973
Divan Döner Imbiss,52.56703,13.43925
Ramonas Imbiss,52.56316,13.46088
Curry Land,52.56442,13.44519
BURGER KING,52.56841,13.42834
Kentucky Fried Chicken,52.57223,13.42972
KFC,52.57223,13.42972
Kleingartenanlage Märchenland,52.574995,13.46488
Märchenklause,52.574992,13.464896
Kebab Boy,52.56442,13.44519
Holy Everest,52.54697,13.4037
C-B-D.One,52.54752,13.40246
Hirsch & Hase,52.54209,13.39374
Tante Kathe Berlin,52.54027,13.40246
Mauersegler,52.540683,13.403399
Indira Stivale,52.5406,13.39261
Hue Snack,52.548036,13.390252
Frau Kruger -das Cafe am Mauerpark,52.54828,13.40106
Graun Back,52.54326,13.3989
Ristorante Il Paese,52.542,13.39768
Dalmacija,52.540325,13.39471
Asia Spezialitäten,52.5415,13.39316
Akram Arabic Diner,52.54618,13.39027
Sveda - Great Food & Drinks,52.54776,13.40108
Prinzen Falafel,52.54027,13.40246
Maximilian,52.54316,13.39266
Multi-Shop Eisenkralle,52.54341,13.39695
TU Desayuno Berlin,52.54069,13.38975
Hongkong Garden,52.54618,13.39027
Unicorn.Berlin,52.542,13.39051
Fried ICE Cream,52.54027,13.40246
Der Wurstmann,52.5423,13.39943
Sun Day Burgers,52.542055,13.402537
Eis Henri,52.5459,13.39049
Unicorn,52.54051,13.3948
Cholila,52.54697,13.4037
Reis Mama,52.54414,13.39191
Prater,52.53983,13.41077
Bonanza Coffee,52.53996,13.40545
Kochu Karu,52.54146,13.40909
Oderquelle,52.54015,13.40607
The Bird,52.54674,13.40575
Mangelwirtschaft,52.55216,13.41179
Lola Was Here,52.55182,13.41081
Song Nguu,52.54674,13.40575
Pune Indishes Restaurant & Cocktailbar,52.54023,13.40586
Yogu Ono,52.53848,13.41049
La Premiata Ditta Weinbar,52.5492,13.40958
Phuoc,52.55111,13.40532
Neugruns Koche,52.54397,13.41202
Goa II,52.54712,13.40869
Salvatore Pulvermacher,52.54707,13.40948
Par Creamery,52.53971,13.40611
Kohlenquelle,52.54915,13.40823
26 Shibuya,52.53743,13.40823
Roji,52.539,13.40912
Morning Glory,52.53632,13.40764
Tapitas,52.54734,13.41104
Onkel Ho,52.54687,13.4059
Ribs Revolution,52.53644,13.41054
Restaurant 51,52.5387,13.40879
Arirang Bulgogi,52.55368,13.40981
The Bird Barbecue,52.53778,13.41125
F Bar,52.55194,13.38675
My Daddy's Gelateria,52.55239,13.38737
Der Neue Weltempfaenger,52.53655,13.40074
Cookies and Cream,52.53939,13.40251
Vedis,52.54172,13.41178
Kyo Japanese Grill,52.53783,13.40865
Studio 8 Bar Gallery,52.55177,13.38653
Tbilisi,52.55188,13.4081
Oderberger Restaurant,52.53802,13.4106
Cafe & Bar Norah,52.54693,13.40661
Varga Hennecke,52.53919,13.40863
Mauerwinzer,52.53936,13.40214
Dong do,52.54129,13.41107
Factory Kitchen,52.53681,13.39495
Naan,52.53888,13.40831
Pane E Vino,52.54053,13.41151
Morgenrot,52.53754,13.40892
Omoni,52.54911,13.40894
Indian Village,52.54023,13.40586
Kauf Dich Glucklich,52.53925,13.40734
Die Schule,52.53711,13.40858
"Fitery - Healthy, Sport & Fitness Food",52.54742,13.41195
Café Krone,52.53971,13.40611
Holy Flat!,52.54095,13.41104
Habba-Habba,52.53886,13.40975
Burger World,52.53933,13.40826
Taco Love,52.54124,13.41168
Naschpunkt,52.55106,13.41085
Wonderwaffel,52.551,13.38473
Shalimar,52.55232,13.38759
"Cafe Haferkater, Mauerpark",52.54126,13.41134
Aceto Lokanta,52.54027,13.41123
Domino's Pizza,52.53962,13.39574
Engelberg,52.5397,13.40727
Weinerei Perlin,52.53584,13.40486
Kani Mani,52.53898,13.41045
Asteria,52.5416,13.4118
El Sabor,52.54687,13.4059
Restaurant les Valseuses,52.54131,13.41083
Labyrinth,52.53933,13.40826
Vielfalter,52.5367,13.39689
Ristorante Bella Italia,52.54745,13.38923
BURGER KING,52.5377,13.40851
K'UPS,52.53981,13.41132
Kapitalist,52.53815,13.41137
Rocca Pizza,52.54691,13.40631
Sobhi Ismail,52.53886,13.40975
Eismännchen,52.39362,13.24453
Shi Shan China Restaurant,52.39817,13.24492
Trattoria Toscana,52.39362,13.24453
Athos,52.39336,13.2446
Trattoria Vino E Cucina,52.40067,13.24446
Ristorante Casa Mia,52.40132,13.25445
Taverna Samos,52.40129,13.26146
Nuova Italia Ristorante,52.40012,13.24683
Domino's Pizza,52.40172,13.25931
Clubrestaurant in Sportpark,52.40179,13.23578
Pho Hoi an BBQ,52.3986,13.24645
Diekmann,52.40235,13.26044
Curry Imbiss,52.39645,13.23557
Hongkong Bistro,52.39873,13.24804
Burgerme,52.40145,13.26324
Tele Pizza,52.40551,13.23481
Restaurant Athos Gastronomie,52.40583,13.23452
Pizza Jack,52.40108,13.26745
Lee Su,52.40551,13.23481
Mac's Kebap Bistro,52.40583,13.23452
Pizza Boss,52.40091,13.2649
Unami,52.40434,13.25585
Buena Vista Restaurant,52.39933,13.23088
Restaurant Bofflamott,52.40271,13.26419
Eisbuben,52.40583,13.23452
Kleinmachnower Grillhaus,52.40551,13.23481
Inos Griechische Feinkost,52.40367,13.25243
Restaurant Hellas,52.386235,13.263543
Kalidasa,52.40145,13.26324
Dolci,52.39311,13.27086
Café am Neuen See,52.510275,13.344448
Keyfi Sefa,52.51849,13.34141
Art Canteen,52.51822,13.34641
Weinwirtschaft in der Akademie der Künste,52.51822,13.34641
Hansa-Kebab & Grillhaus,52.5188,13.34198
Schleusenkrug,52.51145,13.335195
Curry 36,52.50804,13.33331
Hugos Restaurant,52.50696,13.3455
Eisbox,52.52218,13.33619
Buchkantine,52.52141,13.33799
Da Ponte,52.522,13.34893
Carl & Sophie Spree Restaurant,52.52305,13.34606
Pho - Noodlebar (am Zoo),52.50628,13.33338
Waldschanke Zoo Berlin,52.50682,13.33419
Blend Restaurant,52.50606,13.3439
Spreegold Store im Bikini Berlin,52.50558,13.33502
Roca,52.50562,13.33286
Atlantis,52.50837,13.34884
Ergun's Fischbude,52.52006,13.35778
BURGER KING,52.51401,13.33749
Jim Block Bikini,52.50558,13.33793
Angkor Wat,52.52041,13.35604
Giraffe,52.51475,13.33877
Lir Irish Bar,52.52022,13.34433
Promo,52.52205,13.33629
5   Cinco by Paco Perez,52.50976,13.34605
Ristorante la Sardegna,52.50655,13.34633
Ristorante Don Giovanni,52.52306,13.35979
Cafe Ella,52.52316,13.33589
Zwolf.Uhr.Mittags,52.5228,13.34914
Meckatzer Bellevue,52.52023,13.34418
Taverna Phaestos,52.52292,13.33424
Neumann's,52.52321,13.35854
Neretva Grill,52.5205,13.33355
Kochbar Berlin,52.51929,13.35566
Master Wok's Asia Imbiss,52.52243,13.33419
Pizzateufelchen,52.52022,13.34433
Trestanze,52.52169,13.33633
Mokka,52.52169,13.33633
Ragazzo di Strada,52.52261,13.33421
Spree-Kantine,52.52288,13.34867
Om,52.52262,13.34907
Zoo Restaurant,52.50558,13.33952
Chay Village,52.508863,13.350424
Catering's Best by Intercontinental Berlin,52.50696,13.3455
Bibimix,52.50558,13.33793
Risa Chicken,52.50628,13.33338
L.A. Cafe,52.50696,13.3455
Kuk Kantine im Ernst-Reuter-Haus,52.51401,13.33311
Kantini,52.505577,13.337503
Bagyard,52.50558,13.33502
Villa Culinaria,52.50558,13.33502
Copper & Flint,52.50558,13.33502
Toast the City,52.50628,13.33338
Kantine im Felleshus,52.50855,13.35062
Asiagourmet,52.50718,13.3328
Felleshus,52.508546,13.350637
Cuccis,52.50682,13.33419
Le Bouveret,52.50606,13.3439
Marlene Bar,52.50696,13.3455
Kafe Brel Savigny Platz,52.50626,13.34452
CAA Berlin,52.50695,13.3515
Zooba,52.50592,13.33395
Einstein Kaffee,52.50553,13.33562
Jim Block Berlin,52.50553,13.33562
Chum's Vietnamese Cuisine,52.52333,13.33591
Trattoria Fidelia,52.519596,13.355759
Schulers Gastzoonomie,52.50682,13.33419
Chicano - Real Burritos,52.50547,13.33623
Cafe Francesco,52.50632,13.3452
Ellipse Lounge,52.50556,13.35498
White Chocolate Cafe,52.507897,13.344379
Casa Matti,52.522,13.34893
Cafe Minouche,52.50645,13.34379
Ja! Niko Ja!,52.5065,13.34608
Weimarer Dreieck,52.52336,13.33696
Eisteufelchen,52.5202,13.3446
Bistro Bonjour,52.52021,13.34748
Teigmeister,52.52132,13.33446
Cafeteria Arche Noah im Franziskus Krankenhaus,52.50632,13.3452
Oslo Kaffebar Embassies,52.50855,13.35062
Cornelius Schuler,52.50558,13.33952
Starbucks,52.50808,13.33335
Café Paci,52.52313,13.34927
Bistro Avci Döner,52.50816,13.3334
Buoni,52.50562,13.33286
Meißner's Probierstube,52.52345,13.33788
Cafe Einstein Stammhaus,52.50205,13.35471
L'Osteria,52.50544,13.33879
Zollpackhof,52.52125,13.36675
Paris Moskau,52.522567,13.364445
Duke,52.50181,13.3382
Colette,52.50117,13.33957
Kowski - Prost und Mahlzeit,52.52791,13.34159
Quasimodo,52.50562,13.32899
Eventlocation Talk About Race,52.51965,13.32717
Weltwirtschaft am HKW,52.51853,13.36458
Kin Dee,52.50352,13.36249
Der Everest Restaurant,52.52645,13.34938
G Wie Goulasch,52.48846,13.39062
Sarod's,52.48788,13.39467
Bom Aus Portugal,52.48776,13.39425
Austria,52.48877,13.39663
Fermento Wine,52.48773,13.39467
Veggie & Vega - Restaurant,52.48884,13.39524
Peter Schlemihl,52.48763,13.39083
Pas Normal Cafe Bistrot,52.48867,13.39468
Call A Pizza,52.48835,13.39476
Heidelberger Krug,52.48864,13.39184
Golightly Coffee Bar,52.48788,13.39467
Taverna Dimokritos,52.48852,13.39301
Café Goldfries,52.48556,13.3942
Rekorder Galerie Cafe,52.48799,13.39049
Hot Pot Soup,52.48791,13.39425
Castel Montecroce,52.48605,13.39424
Felix Austria,52.48885,13.39504
Momo,52.48867,13.39468
Kraut & Ruben,52.48846,13.39062
Bierpause,52.48718,13.39559
Fratelli la Bionda,52.48874,13.39735
Pastarium Berlin,52.48757,13.39137
Neuer Bergmann,52.48884,13.39524
Tre Xanh,52.48746,13.39659
Cha for Tee,52.48688,13.39466
Kreuzberg Kocht,52.48815,13.39053
Cafe Strauss,52.48868,13.40121
Agra,52.4863,13.39424
Barfers Wellfood,52.48857,13.39679
Brauhaus Sudstern,52.48842,13.41048
Curry 36,52.49346,13.38767
Rauschgold,52.49098,13.38645
Melitta Sundstrom,52.49083,13.38723
Vanille & Marille Eismanufaktur,52.49148,13.38633
Atlantic,52.48983,13.38984
Maly Ksiaze,52.48808,13.40758
Loblich,52.48892,13.41105
Hako Ramen,52.48944,13.39046
Hinterland,52.49033,13.40211
Durbar Restaurant,52.48485,13.38306
Cocoro,52.49082,13.38639
Kiez Keb Up,52.48969,13.388776
Nuova Roma Berlin,52.49228,13.38927
What A Treat Berlin,52.49204,13.39361
Maselli,52.49169,13.39095
Huong Que,52.48962,13.39129
Cavaclub,52.4894,13.39458
Cabana Coffee Roasters,52.49274,13.395
Antillo,52.48944,13.39658
Kinnaree,52.4886,13.40703
Phantasia Restaurant,52.49235,13.38703
India,52.48983,13.38984
Kochi,52.48935,13.3932
Rubens Coffee Lounge,52.49058,13.38714
Amici Amici,52.49264,13.38717
Die Legende von Paula & Ben,52.48988,13.40435
Madang,52.4921,13.39018
Arman,52.49199,13.38771
Good Morning Vietnam Vegan,52.4899,13.38936
Yummy Kitchen Berlin,52.49213,13.3944
Pagode Thai Kitchen,52.48932,13.39344
Superhuhn Gemuesekebap,52.4897,13.38879
Junction Bar,52.49149,13.39323
Seerose,52.48966,13.40774
Piechas,52.4894,13.39458
Kreuzberger Himmel,52.49285,13.38636
Les Epicuriens,52.4894,13.39458
Yorck's Kebap Allin,52.49281,13.38656
Guru,52.49007,13.40861
Milagro,52.4894,13.39077
Steakhaus Angus,52.49008,13.38355
Blarney Irish Pub,52.4895,13.38549
Bistro Nazar,52.484102,13.385228
Osteria No. 1,52.48977,13.38332
Mokkabar,52.49198,13.39391
Chapter One Coffee Berlin,52.48979,13.39583
Abirams,52.49226,13.39444
Kremer & Bremer Drama,52.49072,13.38719
Sushi Cube,52.49081,13.39403
Fes - Turkish Bbq,52.48923,13.40872
Doldenmaedel Braugasthaus,52.48942,13.38598
Zyankali Bar,52.49155,13.39297
Tutti Island,52.49094,13.39407
Veganz,52.4894,13.39458
Lupita,52.48944,13.39046
Oetcke,52.49109,13.41051
Lieferservice Berlin,52.49237,13.39818
Gasthaus Valentin,52.48892,13.41105
Pizza Prinz,52.49007,13.40861
Al-Assiel,52.49007,13.40861
Das Pizzarium,52.49135,13.41132
Habibi,52.48945,13.4085
Restaurant Ammamma,52.49205,13.4116
Piccola Romantica,52.48914,13.39255
Marktwirtschaft,52.4894,13.39458
Goldam,52.49331,13.38758
Pizzeria am Wasserturm,52.48732,13.38759
Sufis,52.4932,13.38452
Zwanglos III,52.49192,13.39111
Reds Deli,52.49011,13.38385
Roma,52.48541,13.34764
Renger-Patzsch,52.4874,13.35209
Pequena Habana,52.48774,13.34925
Mezban,52.4851,13.35216
Maigold,52.4882,13.35258
Kardamom Cafe & Catering,52.48548,13.34021
Man Kee (Eh. Plumhaus),52.48859,13.34208
Flying Fish Sushi,52.48575,13.35188
Pasta Bar Italiano,52.48096,13.34948
Sapore E Passione,52.48725,13.35058
Alpenkantine Berlin,52.48556,13.35463
Tuma Be,52.48716,13.35334
La Dolce Vita by Salvatore,52.48541,13.34764
Double Eye,52.48795,13.35406
Dolce Pizza,52.48469,13.34605
Rueyam Gemuese Kebab,52.48446,13.3541
Esmeraldas Inka Cafe,52.48621,13.3504
I Due Emigranti,52.48656,13.35161
Masaledar,52.48158,13.35034
Cashcode Entertainment,52.48122,13.34726
Tadka,52.48158,13.35034
Le Couscous,52.48873,13.34945
Mensa Schonenerg,52.48556,13.35463
L'Antica Pizzeria da Michele,52.48026,13.34761
B34,52.48679,13.35229
India Haus,52.48158,13.35034
Food Club,52.48575,13.35188
Vini E Salumi,52.48891,13.35374
Carlos Tapas,52.4861,13.35144
Cafe Schoengrau,52.48873,13.34945
Orijin Döner,52.48186,13.34896
Pizza al Wadi Imbiss Berlin,52.48446,13.3541
Domino's Pizza Berlin Schöneberg Süd,52.48051,13.35082
Choice,52.48813,13.35439
Imbiss Hauptgrill,52.48131,13.3481
Whats Up - Café Bar,52.4813,13.34898
Doree,52.48116,13.35062
Lenzig,52.48759,13.34978
Ri Trovo,52.48115,13.34474
Ratsstuben,52.485176,13.344784
Trattoria Perla Jonica,52.4874,13.35403
Ratskeller Schoneberg,52.485176,13.344784
Mangia E Bevi,52.48741,13.3492
Meininger's,52.48615,13.34539
Dominicus Pizza,52.4813,13.34898
Zwei Dicke Bären,52.48173,13.35062
Mitburger,52.48511,13.35367
Café Ciao Ciao Italia,52.48138,13.34747
Ong Cat,52.48579,13.34553
Biergarten Platzhirsch,52.48402,13.34374
Yogi Haus,52.48626,13.35059
Taormina II,52.48148,13.34833
Ding Dong,52.48489,13.35296
Dedem Imbiss,52.48016,13.35161
Lumi's Bbq,52.48489,13.35317
Pinguin Club,52.4874,13.35209
Carrousel Restaurant,52.48051,13.35082
Chennai Dosaj,52.48842,13.35415
Taverna Kos,52.48513,13.34661
Bar Oro Nero,52.48827,13.35428
Que Pasa,52.48762,13.35434
Habibi,52.48813,13.35439
Timeless Café,52.48463,13.35262
Vietrice,52.48549,13.34535
Manafood,52.48695,13.35235
Sangam,52.48843,13.35366
Damascus Aroma,52.4803,13.3513
Vino Toscano,52.48885,13.34144
Lipperts Pausen Gaststubchen,52.48511,13.35367
Thai Viet,52.48572,13.34535
Capri Italiano,52.4813,13.34898
Ammamma,52.4851,13.35216
Familiencafé Lütte,52.48888,13.34941
Good To Go Caribbean Markt,52.48237,13.34966
Baguetteria Badensche Straße 55,52.48548,13.34021
Singh Indische Spezialitäten,52.48809,13.34845
Cubo Restaurant Japanese Home Cooking & Sushi Bar,52.4851,13.35216
Cafe de Enrico,52.48084,13.34998
Salumeria Treviso,52.48754,13.34931
Raja Indisches Lieferservice,52.48122,13.34726
Trattoria Toscana,52.48115,13.34474
Ivgi's Kosher Restaurant,52.48461,13.34576
Lina Rothenberger,52.48705,13.35304
Rum Depot,52.48829,13.35099
La Piano,52.48226,13.34274
Bärbucha Kombucha,52.48692,13.35039
Lacucinapiccola,52.48809,13.34845
Balkan Grill Haus,52.48017,13.35257
Vanille & Marille,52.48723,13.35354
Grillstation,52.48549,13.34535
Eivgi's,52.48461,13.34576
Sultan Döner,52.48017,13.35257
Bandir 27,52.48396,13.35267
Shawarma One Schöneberg,52.48186,13.34896
Dujo Restaurant Cafe Cesarra,52.48579,13.34009
Im Baum,52.4855,13.34902
Hannibal,52.48451,13.35237
Laax,52.4824,13.34417
Teddys Kinder Cafe,52.48686,13.34325
Lale Bistro,52.48017,13.35257
Moon Restaurant,52.54857,13.4503
Konnopke's Imbiss,52.5484,13.45311
Berlitalia,52.54785,13.45045
Engels-Brunch,52.54827,13.45319
Konnopkes Diner & Fleischerei Oppen Seit 1879,52.5484,13.45311
Ella Stracciatella,52.54107,13.44718
China-Restaurant Alles Gute,52.54291,13.44399
Mac's Bistro,52.54331,13.44087
China Restaurant Phoenix,52.54348,13.44209
Porn Dogs,52.54452,13.44048
La Paz,52.54746,13.45315
Fellini Pizza,52.54864,13.45007
Bio Company,52.54785,13.45045
Euro Snack,52.54331,13.44087
Pastaladen,52.5488,13.44956
Familienzentrum Weißensee,52.54823,13.45271
Anton Grill,52.54829,13.45184
Babuschka,52.55054,13.44704
