Name,lat,lon,Address
Pizza Max,52.531,13.42293,Winsstraße 1 Prenzlauer Berg 10405 Berlin
Mehas,52.53128,13.42786,Greifswalder Straße 23 Prenzlauer Berg 10405 Berlin
Asia Tiger,52.53217,13.42791,Greifswalder Straße 211 Prenzlauer Berg 10405 Berlin
Al Dente,52.53221,13.42894,Greifswalder Straße 29 Prenzlauer Berg 10405 Berlin
Enten und Katzen,52.53376,13.42499,Winsstraße 58 Prenzlauer Berg 10405 Berlin
Bear Burger,52.53165,13.42732,Greifswalder Straße 215 Prenzlauer Berg 10405 Berlin
Kim999 Vietnamese Vegan & Veggie Cuisine,52.52516,13.42099,Mollstraße 31 Mitte 10249 Berlin
Jamonería Berlin,52.53217,13.42083,Raabestraße 1 Prenzlauer Berg 10405 Berlin
Kneipe Enddorn,52.53345,13.41623,Belforter Straße 27 Prenzlauer Berg 10405 Berlin
Godshot,52.53307,13.423,Immanuelkirchstraße 32 Prenzlauer Berg 10405 Berlin
Vitruv,52.52743,13.42332,OttoBraunStraße 90 Friedrichshain 10249 Berlin
Joli,52.52901,13.41575,Saarbrücker Straße 36 Prenzlauer Berg 10405 Berlin
Suriya Kanthi,52.53395,13.42056,Knaackstraße 4 Prenzlauer Berg 10405 Berlin
Lynh Thai Snack,52.53343,13.42041,Prenzlauer Allee 226 Prenzlauer Berg 10405 Berlin
Krom,52.53217,13.42403,Winsstraße 9 Prenzlauer Berg 10405 Berlin
Furama,52.52516,13.42099,Mollstraße 31 Mitte 10249 Berlin
Le Belfort,52.53341,13.41521,Kollwitzstraße 28 Prenzlauer Berg 10405 Berlin
Sytu,52.53343,13.42041,Prenzlauer Allee 226 Prenzlauer Berg 10405 Berlin
Cafe Prenzlau,52.53268,13.42085,Prenzlauer Allee 26 Prenzlauer Berg 10405 Berlin
Unsrekneipe,52.53231,13.419,Belforter Straße 22 Prenzlauer Berg 10405 Berlin
Billard 4 Fun,52.5317,13.4261,Immanuelkirchstraße 14 Prenzlauer Berg 10405 Berlin
Aromi E Sapori,52.53251,13.41718,Straßburger Straße 29 Prenzlauer Berg 10405 Berlin
Luftschlosschen Berlin,52.53366,13.42539,Winsstraße 17 Prenzlauer Berg 10405 Berlin
Kaffe,52.53268,13.42326,Immanuelkirchstraße 6 Prenzlauer Berg 10405 Berlin
Wandel Restaurant Berlin,52.52521,13.4209,Mollstraße 32 Mitte 10249 Berlin
Raum Schwalbe,52.53217,13.42403,Winsstraße 9 Prenzlauer Berg 10405 Berlin
Vineria Carvalho,52.5299,13.42457,HeinrichRollerStraße 9 Prenzlauer Berg 10405 Berlin
Pizzalquadro,52.5329,13.42097,Prenzlauer Allee 27A Prenzlauer Berg 10405 Berlin
Meierei,52.53401,13.41586,Kollwitzstraße 42 Prenzlauer Berg 10405 Berlin
Tiato,52.53279,13.42381,Immanuelkirchstraße 29 Prenzlauer Berg 10405 Berlin
Bistro Döner Ephesos,52.53256,13.42837,Greifswalder Straße 208 Prenzlauer Berg 10405 Berlin
Tischtennisplatte - am Friedrichshain,52.52953,13.42855,Am Friedrichshain 22 Prenzlauer Berg 10407 Berlin
"Weinberg, Weinhandlung und Weinbar",52.53281,13.42412,Winsstraße 64 Prenzlauer Berg 10405 Berlin
Duc Anh Vietnamese Street Food Berlin,52.53354,13.42857,Marienburger Straße 28 Prenzlauer Berg 10405 Berlin
Pila,52.52649,13.42736,Weinstraße 11 Friedrichshain 10249 Berlin
Van Gia,52.52983,13.42618,Greifswalder Straße 11 Prenzlauer Berg 10405 Berlin
Pizzeria Mimo,52.52545,13.42912,Büschingstraße 35 Friedrichshain 10249 Berlin
Winsenz,52.53376,13.42499,Winsstraße 58 Prenzlauer Berg 10405 Berlin
Kombinat Schmackofatzke,52.53132,13.42003,Prenzlauer Allee 20 Prenzlauer Berg 10405 Berlin
Berlin Tearoom Berliner Teezimmer,52.53008,13.42407,HeinrichRollerStraße 6 Prenzlauer Berg 10405 Berlin
The Store Kitchen,52.52744,13.41513,Torstraße 1 Mitte 10119 Berlin
Basil,52.53244,13.42378,Winsstraße 65 Prenzlauer Berg 10405 Berlin
Mondo Sardo,52.531,13.42293,Winsstraße 1 Prenzlauer Berg 10405 Berlin
Do the Pop,52.52943,13.41851,Prenzlauer Allee 6 Prenzlauer Berg 10405 Berlin
Husseria,52.52953,13.42855,Am Friedrichshain 22 Prenzlauer Berg 10407 Berlin
Quantuan,52.53324,13.42845,Marienburger Straße 26 Prenzlauer Berg 10405 Berlin
Les Cousins Fous,52.53217,13.42403,Winsstraße 9 Prenzlauer Berg 10405 Berlin
Cafe Blaumond,52.53293,13.42253,Immanuelkirchstraße 3 Prenzlauer Berg 10405 Berlin
Cafe Melon,52.52938,13.42469,Greifswalder Straße 228A Prenzlauer Berg 10405 Berlin
Curry b.,52.53004,13.41829,Prenzlauer Allee 242 Prenzlauer Berg 10405 Berlin
Al Difa,52.53056,13.41837,Metzer Straße 21 Prenzlauer Berg 10405 Berlin
Princess,52.53256,13.42837,Greifswalder Straße 208 Prenzlauer Berg 10405 Berlin
Pizzaria da Mimmo,52.52565,13.42892,Büschingstraße 1 Friedrichshain 10249 Berlin
Quantoan,52.53335,13.42911,Marienburger Straße 26B Prenzlauer Berg 10405 Berlin
Café Air,52.53143,13.42127,HeinrichRollerStraße 25 Prenzlauer Berg 10405 Berlin
Rote Inge,52.53293,13.42253,Immanuelkirchstraße 3 Prenzlauer Berg 10405 Berlin
Espresso &.Co -Fragasso,52.53228,13.42804,Greifswalder Straße 210 Prenzlauer Berg 10405 Berlin
Bio Deli Cafè,52.53376,13.42499,Winsstraße 58 Prenzlauer Berg 10405 Berlin
Monsieur Vuong,52.52667,13.408,Alte Schönhauser Straße 46 Mitte 10119 Berlin
Hofbrau Wirtshaus Berlin,52.52481,13.41392,KarlLiebknechtStraße 30 Mitte 10178 Berlin
Chutnify,52.5384,13.41891,Sredzkistraße 43 Prenzlauer Berg 10435 Berlin
Yamyam,52.52757,13.40829,Alte Schönhauser Straße 6 Mitte 10119 Berlin
Standard,52.53292,13.40869,Templiner Straße 7 Prenzlauer Berg 10119 Berlin
Mao Thai,52.53638,13.41976,Wörther Straße 30 Prenzlauer Berg 10405 Berlin
Si An,52.53829,13.42174,Rykestraße 36 Prenzlauer Berg 10405 Berlin
Lucky Leek,52.53489,13.41684,Kollwitzstraße 54 Prenzlauer Berg 10405 Berlin
Pasternak,52.53479,13.4186,Knaackstraße 22 Prenzlauer Berg 10405 Berlin
Madami Dircksen,52.52345,13.40902,RosaLuxemburgStraße 3 Mitte 10178 Berlin
Umami,52.5344,13.41952,Knaackstraße 16 Prenzlauer Berg 10405 Berlin
Bassy Club,52.53173,13.41199,Schönhauser Allee 176 Prenzlauer Berg 10119 Berlin
Kumpelnest 3000,52.50308,13.36641,Lützowstraße 23 Tiergarten 10785 Berlin
Luxx Restaurant,52.50039,13.36834,Pohlstraße 20 Tiergarten 10785 Berlin
Sæson,52.5034,13.36632,Potsdamer Straße 67 Tiergarten 10785 Berlin
Humble Berlin Eatery & Beverages,52.50291,13.36713,Lützowstraße 19 Tiergarten 10785 Berlin
Joseph Roth Diele,52.5026,13.36562,Potsdamer Straße 75 Tiergarten 10785 Berlin
Eisdiele am Gleisdreieck,52.50093,13.37086,Flottwellstraße 14 Tiergarten 10785 Berlin
Kara Kas Comedy Club,52.49923,13.36743,Kurfürstenstraße 9 Tiergarten 10785 Berlin
Die Loffelei,52.50275,13.36574,Potsdamer Straße 73 Tiergarten 10785 Berlin
La Focaccia,52.50291,13.36713,Lützowstraße 19 Tiergarten 10785 Berlin
Munch's Hus,52.49653,13.36706,Bülowstraße 66 Schöneberg 10783 Berlin
Kings Hot Dog,52.50285,13.36583,Potsdamer Straße 71 Tiergarten 10785 Berlin
Café Uhu im Park am Gleisdreieck,52.49905,13.37034,Dennewitzstraße Tiergarten 10785 Berlin
Green Mango Erlebnis & Karaoke Bar,52.4951,13.36688,Bülowstraße 56 Schöneberg 10783 Berlin
Kutscherstübchen,52.49858,13.37684,Trebbiner Straße 9 Kreuzberg 10963 Berlin
Pizzeria Italia,52.50336,13.3796,Schöneberger Straße 8 Kreuzberg 10963 Berlin
Amuse,52.50363,13.37134,Am Karlsbad 11 Tiergarten 10785 Berlin
Rocket & Basil,52.50304,13.36659,Lützowstraße 22 Tiergarten 10785 Berlin
Acucina Italiana,52.50017,13.37582,Luckenwalder Straße 12 Kreuzberg 10963 Berlin
Sticks'n'Sushi,52.50197,13.36507,Potsdamer Straße 85 Tiergarten 10785 Berlin
Pizzeria Luge,52.50094,13.36667,Körnerstraße 12 Tiergarten 10785 Berlin
Cafe Anhalt,52.498568,13.376842,Trebbiner Straße 9 Kreuzberg 10963 Berlin
Aprikosenbaum,52.50094,13.36667,Körnerstraße 12 Tiergarten 10785 Berlin
Ayan,52.5032,13.36614,Potsdamer Straße 69 Tiergarten 10785 Berlin
Cay Tre Quan,52.5032,13.36614,Potsdamer Straße 69 Tiergarten 10785 Berlin
Cafe Tietz & Cie.,52.50238,13.36544,Potsdamer Straße 77 Tiergarten 10785 Berlin
Cafe Eule im Gleisdreieck,52.496985,13.366889,Bülowstraße 69A Schöneberg 10783 Berlin
Rendevous,52.50039,13.36834,Pohlstraße 20 Tiergarten 10785 Berlin
Tor Eins,52.49825,13.37951,Möckernstraße 26 Kreuzberg 10963 Berlin
Boum,52.50001,13.3771,Tempelhofer Ufer 32 Kreuzberg 10963 Berlin
Yorckschlosschen,52.49356,13.38205,Yorckstraße 15 Kreuzberg 10965 Berlin
Stadtklause,52.50472,13.38075,Bernburger Straße 35 Kreuzberg 10963 Berlin
Victoria Bar,52.50149,13.36395,Potsdamer Straße 102 Tiergarten 10785 Berlin
Solar,52.5042,13.38387,Stresemannstraße 76 Kreuzberg 10963 Berlin
Tempodrom,52.50153,13.38178,Möckernstraße 10 Kreuzberg 10963 Berlin
Tizian Lounge & Restaurant,52.50792,13.37253,MarleneDietrichPlatz 2 Tiergarten 10785 Berlin
Voima,52.49667,13.35789,Winterfeldtstraße 22 Schöneberg 10781 Berlin
Caffe E Gelato,52.5082,13.374521,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Urban Supply,52.49393,13.36074,Potsdamer Straße 180 Schöneberg 10783 Berlin
Mirami Sushi Restaurant,52.50174,13.38623,Stresemannstraße 48 Kreuzberg 10963 Berlin
Brammibals Donuts,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Morelos,52.50434,13.38104,Askanischer Platz 4 Kreuzberg 10963 Berlin
Pinch,52.50408,13.3745,GabrieleTergitPromenade 21 Tiergarten 10963 Berlin
Taverna Athene,52.49827,13.38554,Tempelhofer Ufer 12 Kreuzberg 10963 Berlin
H2- Be Veggie,52.49308,13.37933,Möckernstraße 48 Kreuzberg 10963 Berlin
Golvet,52.5055,13.36757,Potsdamer Straße 58 Tiergarten 10785 Berlin
Moe Greene Bar,52.50434,13.38104,Askanischer Platz 4 Kreuzberg 10963 Berlin
Tuk Tuk Indonesisches Restaurant,52.49118,13.36166,Großgörschenstraße 2 Schöneberg 10827 Berlin
Monaco Cafe Bar,52.493,13.36725,Mansteinstraße 17 Schöneberg 10783 Berlin
Restaurant Amitie,52.49553,13.36149,Potsdamer Straße 151 Schöneberg 10783 Berlin
Viet Bowl,52.50725,13.37208,MarleneDietrichPlatz 1 Tiergarten 10785 Berlin
Centro Sud,52.4985,13.35751,Bülowstraße 10 Schöneberg 10783 Berlin
Maracay Coffee,52.50368,13.38419,Stresemannstraße 72 Kreuzberg 10963 Berlin
Grand Hyatt Berlin,52.508309,13.372648,B96 2 Tiergarten 10785 Berlin
Vox Restaurant,52.50792,13.37253,MarleneDietrichPlatz 2 Tiergarten 10785 Berlin
Auf die Hand - Potsdamer Platz,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Hisar,52.49292,13.36876,Yorckstraße 49 Schöneberg 10965 Berlin
Domino's Pizza Berlin Schöneberg-Nord,52.50462,13.3667,Potsdamer Straße 70 Tiergarten 10785 Berlin
Zimt & Zucker Kaffeehaus,52.50043,13.36372,Potsdamer Straße 103 Tiergarten 10785 Berlin
Jamboree,52.50792,13.37253,MarleneDietrichPlatz 2 Tiergarten 10785 Berlin
Curry at the Wall,52.507621,13.386331,Zimmerstraße 97 Mitte 10117 Berlin
Wurscht,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Erntezeit,52.49414,13.36048,Pallasstraße 35 Schöneberg 10781 Berlin
Refueat,52.49228,13.37108,Bautzener Straße 40 Schöneberg 10829 Berlin
"Maiden, Mother and Crone",52.50138,13.36454,Potsdamer Straße 93 Tiergarten 10785 Berlin
The Neighborhood,52.49297,13.37979,Möckernstraße 91 Kreuzberg 10963 Berlin
Barlin Burger,52.49767,13.3614,Bülowstraße 24 Schöneberg 10783 Berlin
Atlantik Fischrestaurant,52.49547,13.36086,Potsdamer Straße 166 Schöneberg 10783 Berlin
Nordsee,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Pizzaklub,52.49127,13.36854,Katzlerstraße 10 Schöneberg 10829 Berlin
BURGER KING,52.50043,13.36303,Potsdamer Straße 114 Tiergarten 10785 Berlin
Adagio,52.50725,13.37208,MarleneDietrichPlatz 1 Tiergarten 10785 Berlin
Play Off,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Mabuhay Berlin - Indonesian Restaurant,52.50433,13.37593,Köthener Straße 28 Kreuzberg 10963 Berlin
Hodori,52.493574,13.367137,Goebenstraße 16 Schöneberg 10783 Berlin
Panama Berlin,52.50154,13.36469,Potsdamer Straße 91 Tiergarten 10785 Berlin
Exodos,52.49107,13.36124,Hauptstraße 163 Schöneberg 10827 Berlin
Ristorante Romagna,52.50564,13.38035,Stresemannstraße 95 Kreuzberg 10963 Berlin
Sofram,52.49692,13.362,Potsdamer Straße 137 Schöneberg 10783 Berlin
SUBWAY,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Ristorante Marinelli,52.5045,13.38283,Anhalter Straße 1 Kreuzberg 10963 Berlin
Layla Berlin,52.5015,13.38331,Hallesche Straße 10 Kreuzberg 10963 Berlin
Yarok,52.507,13.38604,Wilhelmstraße 41A Kreuzberg 10963 Berlin
Train,52.49084,13.36103,Hauptstraße 162 Schöneberg 10827 Berlin
Gaststätte zur Traube,52.50486,13.38225,Stresemannstraße 90 Kreuzberg 10963 Berlin
3 Moms,52.49411,13.38302,Hornstraße 1 Kreuzberg 10963 Berlin
Pasam Baklava,52.49332,13.36594,Goebenstraße 12A Schöneberg 10783 Berlin
Ökotussi,52.49815,13.38483,Großbeerenstraße 11 Kreuzberg 10963 Berlin
Burgerzimmer,52.49742,13.36222,Potsdamer Straße 129 Schöneberg 10783 Berlin
Asia Pavillon,52.50813,13.37448,Alte Potsdamer Straße 7 Tiergarten 10785 Berlin
Golden Ilakkiya Asia Supermarket,52.49219,13.36213,Steinmetzstraße 36A Schöneberg 10783 Berlin
21gramm,52.471998,13.429083,Hermannstraße Neukölln 12049 Berlin
Okerbusiness,52.47373,13.42355,Okerstraße Neukölln 12049 Berlin
Pomeranze Kaffeebar,52.473,13.42531,Leinestraße 48 Neukölln 12049 Berlin
TacoriñO,52.46949,13.42314,Warthestraße 46 Neukölln 12051 Berlin
Mola Breakfast,52.47364,13.42772,Hermannstraße 74 Neukölln 12049 Berlin
Fm Lounge,52.47305,13.42802,Hermannstraße 78 Neukölln 12049 Berlin
Taverna Olympia,52.4673,13.42144,Emser Straße 73 Neukölln 12051 Berlin
Hot Döner,52.47044,13.42923,Warthestraße Neukölln 12051 Berlin
India Palace II,52.4706,13.42932,Hermannstraße 93 Neukölln 12051 Berlin
Döner am U-Bahnhof Leinestr.,52.472663,13.428283,Hermannstraße 79 Neukölln 12049 Berlin
Cafe Plume,52.46976,13.42582,Warthestraße 60 Neukölln 12051 Berlin
W.N.9 - Oyster Bar and Kitchen,52.47022,13.42728,Warthestraße 9 Neukölln 12051 Berlin
Star-Pizza,52.4706,13.42932,Hermannstraße 93 Neukölln 12051 Berlin
Luzia,52.466,13.42735,Silbersteinstraße Neukölln 12051 Berlin
Falafel 2 Go,52.47173,13.42927,Hermannstraße 178 Neukölln 12051 Berlin
Consoja,52.47358,13.42338,Schillerpromenade 25 Neukölln 12049 Berlin
Akram,52.46553,13.42613,Silbersteinstraße 115 Neukölln 12051 Berlin
Lipopette,52.47022,13.42728,Warthestraße 9 Neukölln 12051 Berlin
Manaisch,52.47305,13.42802,Hermannstraße 78 Neukölln 12049 Berlin
Tandir,52.46617,13.43183,Hermannstraße 117 Neukölln 12051 Berlin
Gordon,52.47495,13.42399,Allerstraße 11 Neukölln 12049 Berlin
La Pecora Nera,52.47719,13.42122,Herrfurthplatz 6 Neukölln 12049 Berlin
Schloss Neuschweinsteiger,52.46895,13.4354,Emser Straße 122123 Neukölln 12051 Berlin
Ungeheuer,52.46911,13.43479,Emser Straße 23 Neukölln 12051 Berlin
Cafe Lux,52.47734,13.42312,Herrfurthstraße 9 Neukölln 12049 Berlin
Ban Ban Kitchen,52.47641,13.42717,Hermannstraße 205 Neukölln 12049 Berlin
Tamper Meets Jigger,52.47152,13.43376,Jonasstraße 22 Neukölln 12053 Berlin
Selig Berlin,52.476996,13.422451,Herrfurthplatz 14 Neukölln 12049 Berlin
Lalibela Ethiopia,52.47732,13.42521,Herrfurthstraße 32 Neukölln 12049 Berlin
Anh Em Restaurant,52.46617,13.43237,Hermannstraße 154 Neukölln 12051 Berlin
Docg-Berlin,52.46888,13.43482,Emser Straße 120 Neukölln 12051 Berlin
Mira Frühstücksparadies,52.46676,13.43204,Hermannstraße 157 Neukölln 12051 Berlin
Meshur Adiyaman Cigkoftecisi,52.47732,13.42521,Herrfurthstraße 32 Neukölln 12049 Berlin
Horse,52.47521,13.42628,Allerstraße 3 Neukölln 12049 Berlin
Tante Frizzante,52.47009,13.42958,Hermannstraße 95 Neukölln 12051 Berlin
From Hanoi with Love,52.47143,13.42943,Hermannstraße 176 Neukölln 12051 Berlin
M-A - Feine Kost,52.47591,13.42623,Kienitzer Straße 93 Neukölln 12049 Berlin
Club del Burro,52.47725,13.42465,Herrfurthstraße 30 Neukölln 12049 Berlin
Domino's Pizza,52.47017,13.43174,Schierker Straße 23 Neukölln 12051 Berlin
Kusskuss Küche & Gemeinderaum,52.46911,13.43132,Nogatstraße 30 Neukölln 12051 Berlin
Pazzi X Pizza,52.47736,13.42332,Herrfurthstraße 8 Neukölln 12049 Berlin
Cafe Pappelreihe,52.47563,13.42378,Kienitzer Straße 109 Neukölln 12049 Berlin
Nur Gemuse-Kebap,52.46708,13.43133,Hermannstraße 113A Neukölln 12051 Berlin
Gelateria Mos Eisley,52.47719,13.42122,Herrfurthplatz 6 Neukölln 12049 Berlin
Pee Pees Katzencafe,52.47235,13.43352,Thomasstraße 53 Neukölln 12053 Berlin
Cafe Caramina,52.47709,13.42099,Herrfurthstraße 10 Neukölln 12049 Berlin
Caligari,52.47585,13.42368,Kienitzer Straße 110 Neukölln 12049 Berlin
Palsta,52.47646,13.41889,Oderstraße 52 Neukölln 12049 Berlin
La Cote,52.47589,13.42605,Kienitzer Straße 95 Neukölln 12049 Berlin
Schillerbar,52.47739,13.4236,Herrfurthstraße 7 Neukölln 12049 Berlin
Mehas,52.47713,13.42607,Hermannstraße 54 Neukölln 12049 Berlin
Kebab,52.47719,13.42947,Falkstraße 24 Neukölln 12053 Berlin
Bio Company,52.4752,13.42746,Hermannstraße 199 Neukölln 12049 Berlin
Feed Cafe,52.47672,13.42434,Weisestraße 49 Neukölln 12049 Berlin
Sultan's,52.47471,13.4279,Leykestraße 1 Neukölln 12053 Berlin
Cafe Engels,52.4767,13.41987,Herrfurthstraße 21 Neukölln 12049 Berlin
Café im Körnerpark,52.47078,13.43682,Schierker Straße 8 Neukölln 12051 Berlin
Maneeya,52.47728,13.43547,Kienitzer Straße 22 Neukölln 12053 Berlin
Dürümcü Baba,52.4765,13.42634,Hermannstraße 58 Neukölln 12049 Berlin
S & S Reisen,52.47602,13.42519,Kienitzer Straße 102 Neukölln 12049 Berlin
Mudurnu Grillhaus,52.47713,13.42607,Hermannstraße 54 Neukölln 12049 Berlin
Sowieso,52.47539,13.42437,Weisestraße 24 Neukölln 12049 Berlin
Pizzeria Alte Forno,52.47457,13.42779,Hermannstraße 196 Neukölln 12049 Berlin
Pho My Asia Imbiss Asiatische Spezialitäten,52.46689,13.43196,Hermannstraße 158 Neukölln 12051 Berlin
Mustafas Pizzeria,52.47049,13.42992,Hermannstraße 171 Neukölln 12051 Berlin
Happy Chicken King,52.46671,13.43333,Silbersteinstraße 54 Neukölln 12051 Berlin
Köfteci Murat,52.4685,13.43191,Emser Straße 110 Neukölln 12051 Berlin
Bienenkorb,52.46934,13.43052,Hermannstraße 164 Neukölln 12051 Berlin
Muhabbet,52.46617,13.43237,Hermannstraße 154 Neukölln 12051 Berlin
Abu Saleh,52.46617,13.43237,Hermannstraße 154 Neukölln 12051 Berlin
Burgerlicious,52.46659,13.43158,Hermannstraße 116 Neukölln 12051 Berlin
Asia Thyna,52.47018,13.43008,Hermannstraße 169 Neukölln 12051 Berlin
King Box,52.46801,13.43124,Hermannstraße 159 Neukölln 12051 Berlin
Altayeb,52.46985,13.4297,Hermannstraße 98 Neukölln 12051 Berlin
Asia Haus Koy,52.47018,13.43008,Hermannstraße 169 Neukölln 12051 Berlin
L'Eustache,52.47672,13.42434,Weisestraße 49 Neukölln 12049 Berlin
Wilhelm Tell Restaurant,52.47739,13.4236,Herrfurthstraße 7 Neukölln 12049 Berlin
Baklavacı Antepliogulları,52.47556,13.42675,Hermannstraße 64 Neukölln 12049 Berlin
Skyline Lounge,52.47089,13.43025,Jonasstraße 37 Neukölln 12053 Berlin
Gülom Bäckerei,52.47716,13.42667,Hermannstraße 208 Neukölln 12049 Berlin
Papi Crunch,52.47435,13.427,Okerstraße 2 Neukölln 12049 Berlin
Lokanta,52.4685,13.43191,Emser Straße 110 Neukölln 12051 Berlin
Eliza Shishabar,52.46825,13.42995,Emser Straße 103 Neukölln 12051 Berlin
Loungebar Karma,52.47114,13.42958,Hermannstraße 174 Neukölln 12051 Berlin
Multı Aile Cay Bahcesi Restaurant,52.46705,13.43389,Silbersteinstraße 52 Neukölln 12051 Berlin
La Stella Nera,52.47494,13.42784,Leykestraße 18 Neukölln 12053 Berlin
Nini E Pettirosso,52.47015,13.43689,Selkestraße 27 Neukölln 12051 Berlin
Amalia Restaurant,52.47015,13.43689,Selkestraße 27 Neukölln 12051 Berlin
Loislane,52.46843,13.42946,Emser Straße 41 Neukölln 12051 Berlin
Karabach,52.475,13.42756,Hermannstraße 198 Neukölln 12049 Berlin
Mama Kalo,52.47678,13.42062,Herrfurthstraße 23 Neukölln 12049 Berlin
S A L O O N,52.46662,13.43254,Silbersteinstraße 62 Neukölln 12051 Berlin
Roasters,52.47143,13.42943,Hermannstraße 176 Neukölln 12051 Berlin
Gaststätte Berlinicke Stuben,52.46637,13.37758,Manteuffelstraße 1 Tempelhof 12103 Berlin
Alte Dorfecke,52.46572,13.3781,AltTempelhof 61 Tempelhof 12103 Berlin
Asia Imbiss im Kaufland Tempelhof,52.46761,13.37708,Schöneberger Straße 7 Tempelhof 12103 Berlin
Türkis Cuisine Bar & Cafe,52.46893,13.37408,Schöneberger Straße Tempelhof 12103 Berlin
Wirtshaus zum Oberstübchen,52.46584,13.36679,Bessemerstraße Schöneberg 12103 Berlin
BURGER KING,52.476663,13.364564,HildegardKnefPlatz 1 Schöneberg 12101 Berlin
Jinnah House,52.47592,13.36864,WernerVoßDamm 60 Tempelhof 12101 Berlin
Trattoria Toscana,52.471401,13.385026,Tempelhofer Damm 104 Tempelhof 12101 Berlin
Mauwal,52.47235,13.38526,Tempelhofer Damm 102 Tempelhof 12101 Berlin
Donerbiz,52.476518,13.364763,HildegardKnefPlatz 31 Schöneberg 10829 Berlin
Rapido,52.47539,13.36593,GeneralPapeStraße 1 Schöneberg 12101 Berlin
Pfeffereule,52.4743,13.38128,ManfredvonRichthofenStraße 158 Tempelhof 12101 Berlin
Vu,52.46739,13.38519,Tempelhofer Damm 134 Tempelhof 12099 Berlin
Triple XXX,52.465666,13.380005,AltTempelhof 51 Tempelhof 12103 Berlin
Amera,52.46721,13.38241,Borussiastraße 62 Tempelhof 12103 Berlin
Café Klatsch Berlin,52.46595,13.38068,AltTempelhof 46 Tempelhof 12103 Berlin
Berliner,52.46873,13.38213,Ringbahnstraße 96 Tempelhof 12103 Berlin
Yasaka,52.46839,13.38521,Tempelhofer Damm 124 Tempelhof 12099 Berlin
Blanke Helle,52.46038,13.3707,KaiserinAugustaStraße 44 Tempelhof 12103 Berlin
Bose Eck,52.46267,13.37737,Manteuffelstraße 59 Tempelhof 12103 Berlin
La Grande,52.46521,13.38537,Tempelhofer Damm 148 Tempelhof 12099 Berlin
Quan-Fu,52.46869,13.38675,Ringbahnstraße 68 Tempelhof 12099 Berlin
Yoko Sushi,52.46798,13.38518,Tempelhofer Damm 128 Tempelhof 12099 Berlin
Nuova Mirabella,52.46553,13.38386,AltTempelhof 27 Tempelhof 12103 Berlin
Eis Hennig,52.46739,13.38519,Tempelhofer Damm 134 Tempelhof 12099 Berlin
Nuts & Co,52.46481,13.38537,Tempelhofer Damm 152 Tempelhof 12099 Berlin
City Chicken,52.46502,13.38588,Tempelhofer Damm 149 Tempelhof 12099 Berlin
Pizzeria Jasmin,52.46839,13.38521,Tempelhofer Damm 124 Tempelhof 12099 Berlin
Restaurant Bambusstabchen,52.46674,13.3852,Tempelhofer Damm 140 Tempelhof 12099 Berlin
Chicken Gemüse Kebab,52.4653,13.38588,Tempelhofer Damm 147 Tempelhof 12099 Berlin
Kochmutze,52.47536,13.35781,Sachsendamm 20 Schöneberg 10829 Berlin
Restaurant Aurel,52.46618,13.3839,AltTempelhof 28 Tempelhof 12103 Berlin
Risa Chicken,52.46635,13.38521,Tempelhofer Damm 144 Tempelhof 12099 Berlin
Berlin Imbiss,52.46389,13.37032,Alboinstraße 71 Schöneberg 12103 Berlin
Queen's   Café   Bar   Lounge,52.46365,13.37641,Manteuffelstraße 11 Tempelhof 12103 Berlin
Blue Eiscafé Berlin Tempelhof,52.47135,13.38508,Tempelhofer Damm 104 Tempelhof 12101 Berlin
Gourmet de France,52.47441,13.38102,ManfredvonRichthofenStraße 152 Tempelhof 12101 Berlin
Gastronomie Grun-Gold,52.47833,13.38081,Paradestraße Tempelhof 12101 Berlin
Cafe Belina Berlin,52.46553,13.38386,AltTempelhof 27 Tempelhof 12103 Berlin
Arisu Sushi,52.46869,13.38675,Ringbahnstraße 68 Tempelhof 12099 Berlin
My Asia,52.46884,13.38523,Tempelhofer Damm 122 Tempelhof 12099 Berlin
Columbus Croque,52.46448,13.3765,Manteuffelstraße 8 Tempelhof 12103 Berlin
Donerbiz,52.47638,13.364698,GeneralPapeStraße 1 Schöneberg 12101 Berlin
Shehata el-Shefai,52.46839,13.38521,Tempelhofer Damm 124 Tempelhof 12099 Berlin
Gaststätte Ahorngarten,52.4711,13.35755,Matthäifriedhofsweg 7 Schöneberg 10829 Berlin
Tobi's Back & Snack,52.46694,13.3852,Tempelhofer Damm 138 Tempelhof 12099 Berlin
Lieferbuffet,52.46595,13.38068,AltTempelhof 46 Tempelhof 12103 Berlin
Golgatha Biergarten im Viktoriapark,52.48522,13.37854,Dudenstraße Kreuzberg 10965 Berlin
Waschkueche,52.48525,13.37384,Dudenstraße 80 Kreuzberg 10965 Berlin
Gokan,52.48519,13.36169,Leberstraße 9 Schöneberg 10829 Berlin
Palace Lounge,52.48533,13.37534,Dudenstraße 72 Kreuzberg 10965 Berlin
