Name,lat,lon,Address
Restaurant Fließtal Reithalle,52.61774,13.35322,ZabelKrügerDamm 229 Lübars 13469 Berlin
Restaurant & Pizzeria Malibu,52.60936,13.32845,ZabelKrügerDamm 23 Waidmannslust 13469 Berlin
BURGER KING,52.60759,13.32619,Oraniendamm 6 Waidmannslust 13469 Berlin
Dionysos,52.61,13.3304,ZabelKrügerDamm 35 Waidmannslust 13469 Berlin
Eisdiele Angelina,52.61784,13.35454,AltLübars 36 Lübars 13469 Berlin
Restaurant First Service,52.597155,13.330543,Göschenstraße 7 Wittenau 13437 Berlin
Frank Laskowski,52.59542,13.33524,Wilhelmsruher Damm 231 Wittenau 13435 Berlin
Kinh Do,52.59445,13.33291,Oranienburger Straße 200 Wittenau 13437 Berlin
Cavallino,52.59388,13.33405,Roedernallee 89 Wittenau 13437 Berlin
Pizza Friends,52.59508,13.33276,Oranienburger Straße 196 Wittenau 13437 Berlin
Curry Corner,52.59542,13.33524,Wilhelmsruher Damm 231 Wittenau 13435 Berlin
Asiana Village,52.59542,13.33524,Wilhelmsruher Damm 231 Wittenau 13435 Berlin
Becerro,52.59558,13.33253,Eichborndamm 297 Wittenau 13437 Berlin
Hof-Café,52.59391,13.33303,Oranienburger Straße 203 Wittenau 13437 Berlin
Dönermeile,52.60759,13.32619,Oraniendamm 10 Waidmannslust 13469 Berlin
SUBWAY,52.43305,13.24264,Potsdamer Straße 11 Zehlendorf 14163 Berlin
Asado Steakhaus,52.43261,13.23603,Potsdamer Chaussee 8 Zehlendorf 14163 Berlin
Goodtime,52.4298,13.25928,Teltower Damm 46 Zehlendorf 14167 Berlin
Derby Klause,52.42811,13.23779,RobertvonOstertagStraße 30 Zehlendorf 14163 Berlin
Berlin Bite,52.42029,13.25563,Urbanstraße Zehlendorf 14165 Berlin
El Bandito,52.41701,13.25042,Siepesteig 18 Zehlendorf 14165 Berlin
Rossosiena,52.43161,13.23134,Potsdamer Chaussee 15 Zehlendorf 14163 Berlin
Cavos-Restaurant-Cafe-Winebar,52.41698,13.26524,Teltower Damm 188 Zehlendorf 14167 Berlin
Sirtakias,52.41698,13.26524,Teltower Damm 188 Zehlendorf 14167 Berlin
La Sila,52.41935,13.26525,Teltower Damm 161 Zehlendorf 14167 Berlin
Ristorante Noi2due,52.41991,13.2256,KarlMarxStraße 2 14532 Kleinmachnow
Trattoria Piazza Siciliana,52.43048,13.23045,Lindenthaler Allee 46 Zehlendorf 14163 Berlin
Royal Greek,52.416628,13.265448,Teltower Damm Zehlendorf 14167 Berlin
Brotzeit-Bistro,52.43454,13.24979,Potsdamer Straße 34 Zehlendorf 14163 Berlin
Rossopiena,52.43148,13.23102,Potsdamer Chaussee 15A Zehlendorf 14163 Berlin
Gedicht 161,52.41935,13.26525,Teltower Damm 161 Zehlendorf 14167 Berlin
Teltow Grillhaus,52.39285,13.28942,Gartenstraße 1 14513 Teltow
Zum Weißen Kakadu,52.39795,13.2879,Feldstraße 34 14513 Teltow
Bao Feng,52.57303,13.49627,Zingster Straße 58A NeuHohenschönhausen 13051 Berlin
Dolce Vita Steinofenpizza Berlin,52.57153,13.49975,Ribnitzer Straße 10 NeuHohenschönhausen 13051 Berlin
Ristaurante Pizzeria Rossini,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
"Pizzafabrik, Deutscher Pizza-Bringdienst",52.56585,13.50357,Zingster Straße 14 NeuHohenschönhausen 13051 Berlin
Eisdealer im Riz - Berlin-Hohenschönhausen,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
Restaurant Amore Mio,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
Pizzeria Yasmin,52.56942,13.49657,Ribnitzer Straße 17A NeuHohenschönhausen 13051 Berlin
Asia-Thai Imbiss,52.56942,13.49657,Ribnitzer Straße 17 NeuHohenschönhausen 13051 Berlin
Chi Tien / Seven Day,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
Sportsbar Mc Metin,52.57433,13.50965,Rostocker Straße 15 NeuHohenschönhausen 13059 Berlin
Barnim Quell,52.56689,13.49984,Zingster Straße 23 NeuHohenschönhausen 13051 Berlin
Pizzafabrik,52.58149,13.48266,Dorfstraße 29 Malchow 13051 Berlin
Wirtshaus Malchow,52.5775,13.48356,Dorfstraße 11 Malchow 13051 Berlin
Der Fischer vom Muggelsee,52.57799,13.4835,Dorfstraße 13 Malchow 13051 Berlin
Panda,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
Aladin Bistro Firat,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
Mac's 63,52.56998,13.49625,Ribnitzer Straße 24 NeuHohenschönhausen 13051 Berlin
Fleischerei Malchow,52.5775,13.48356,Dorfstraße 11 Malchow 13051 Berlin
Cafe Julchen,52.57518,13.51112,ErnstBarlachStraße 9 NeuHohenschönhausen 13059 Berlin
Mandy's Gemüse Döner,52.5692,13.49607,Ribnitzer Straße 21 NeuHohenschönhausen 13051 Berlin
Domino's Pizza,52.56892,13.51818,Grevesmühlener Straße 30 NeuHohenschönhausen 13059 Berlin
Chidoba Mexican Grill,52.565,13.50629,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin
Kangaroo's Land,52.56088,13.49931,Hansastraße 236 AltHohenschönhausen 13051 Berlin
Aashirvad,52.57508,13.51832,Lindenberger Straße 2 Wartenberg 13059 Berlin
Eis Cafe Florenz,52.564394,13.505766,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin
Germanenhof,52.56568,13.50325,Zingster Straße 12 NeuHohenschönhausen 13051 Berlin
Philip Krohn,52.56315,13.51077,Rotkamp 39 NeuHohenschönhausen 13053 Berlin
Hallo Pizza,52.56892,13.51818,Grevesmühlener Straße 30 NeuHohenschönhausen 13059 Berlin
Thai Nippon,52.56478,13.50578,Prerower Platz 2 NeuHohenschönhausen 13051 Berlin
BURGER KING,52.565,13.50629,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin
Antalya Döner,52.56773,13.51544,Falkenberger Chaussee 91 NeuHohenschönhausen 13059 Berlin
Berliner Bierstube Alte Zeiten,52.56825,13.51434,Grevesmühlener Straße 10 NeuHohenschönhausen 13059 Berlin
Alanya Grill,52.561142,13.499946,Hansastraße 246 AltHohenschönhausen 13051 Berlin
Pizzeria la Rosa,52.56556,13.50534,Wustrower Straße 1 NeuHohenschönhausen 13051 Berlin
Croatia,52.56863,13.51771,Falkenberger Chaussee 101 NeuHohenschönhausen 13059 Berlin
Cocos,52.565,13.50629,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin
SUBWAY,52.565,13.50629,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin
Nordsee,52.565,13.50629,Prerower Platz 1 NeuHohenschönhausen 13051 Berlin
Nnq2-Asiatische Küche,52.56088,13.49931,Hansastraße 236 AltHohenschönhausen 13051 Berlin
Hung Asia - Koch mit Herz,52.56746,13.51408,EgonErwinKischStraße 106 NeuHohenschönhausen 13059 Berlin
Kleingartenanlage Feldtmannsburg,52.56156,13.49265,Feldtmannstraße AltHohenschönhausen 13051 Berlin
Mac's Bistro,52.56137,13.49927,Hansastraße 249 AltHohenschönhausen 13051 Berlin
Macs Deluxe,52.56795,13.51229,EgonErwinKischStraße 98 NeuHohenschönhausen 13059 Berlin
Steakhaus Don Castillo,52.56859,13.51794,Falkenberger Chaussee 101 NeuHohenschönhausen 13059 Berlin
Kebap House,52.56497,13.50407,Zingster Straße 4 NeuHohenschönhausen 13051 Berlin
Bobby&Fritz,52.56381,13.50526,Prerower Platz 3 NeuHohenschönhausen 13051 Berlin
Jamal Shalai Restaurant,52.56859,13.51794,Falkenberger Chaussee 101 NeuHohenschönhausen 13059 Berlin
Chamelion Coffee,52.54058,13.35123,Torfstraße 25 Wedding 13353 Berlin
Hanoi St. 16,52.54156,13.35068,Torfstraße 16 Wedding 13353 Berlin
Spazio,52.54137,13.35093,Torfstraße 15 Wedding 13353 Berlin
Studio 7 Panketal,52.54869,13.34496,Guineastraße 7 Wedding 13351 Berlin
Corallo,52.54754,13.35407,Ostender Straße 5 Wedding 13353 Berlin
Vagabund Brauerei,52.54792,13.34938,Antwerpener Straße 3 Wedding 13353 Berlin
Dazwischen,52.54156,13.35068,Torfstraße 16 Wedding 13353 Berlin
Indian Curry,52.54672,13.34933,Brüsseler Straße 17 Wedding 13353 Berlin
Baguetterie,52.54167,13.34937,Föhrer Straße 12 Wedding 13353 Berlin
Java House,52.5468,13.35006,Brüsseler Straße 42 Wedding 13353 Berlin
Thai Son,52.54084,13.35087,Torfstraße 23 Wedding 13353 Berlin
Kubi,52.5415,13.34999,Torfstraße 18 Wedding 13353 Berlin
L'Escargot,52.54654,13.34956,Brüsseler Straße 39 Wedding 13353 Berlin
See-Tank,52.54899,13.35006,Seestraße 37 Wedding 13353 Berlin
Ristorante Galleria,52.54854,13.34753,Seestraße 107 Wedding 13353 Berlin
Didim Grill Berlin,52.54172,13.34958,Föhrer Straße 13 Wedding 13353 Berlin
Butt's Spicy Kitchen,52.54156,13.34883,Föhrer Straße 10 Wedding 13353 Berlin
Klein Zaches,52.54711,13.35128,Antwerpener Straße 43 Wedding 13353 Berlin
My Chicken Center Grillhänchen Döner,52.54163,13.34914,Föhrer Straße 11 Wedding 13353 Berlin
Don Pasquale,52.54195,13.35073,Triftstraße 38 Wedding 13353 Berlin
Caligo Lounge,52.54883,13.35292,Brüsseler Straße 3 Wedding 13353 Berlin
Smack Grill House,52.5482,13.35191,Brüsseler Straße 6 Wedding 13353 Berlin
Tropical Bar Berlin,52.5414,13.34861,Föhrer Straße 9 Wedding 13353 Berlin
Non-Stop,52.5482,13.35191,Brüsseler Straße 6 Wedding 13353 Berlin
Safran Lieferservice Berlin,52.54672,13.34933,Brüsseler Straße 17 Wedding 13353 Berlin
Spice,52.54163,13.34914,Föhrer Straße 11 Wedding 13353 Berlin
Eiskult Wedding,52.54053,13.34935,Fehmarner Straße 20 Wedding 13353 Berlin
Uni Burger,52.54167,13.34976,Torfstraße 17 Wedding 13353 Berlin
Pizza Miranda,52.54878,13.35445,Müllerstraße 142 Wedding 13353 Berlin
Köfteci Musti,52.54856,13.35302,Brüsseler Straße 51 Wedding 13353 Berlin
Salone Market,52.54891,13.35174,Genter Straße 66 Wedding 13353 Berlin
Taverna Korfu,52.54509,13.34276,Seestraße 13 Wedding 13353 Berlin
Bio Company,52.549,13.35407,Müllerstraße 141 Wedding 13353 Berlin
Spinner und Weber,52.54618,13.34887,Brüsseler Straße 37 Wedding 13353 Berlin
Pizza la Rosa,52.549,13.35407,Müllerstraße 141 Wedding 13353 Berlin
Tassenkuchen,52.55055,13.35953,Malplaquetstraße 33 Wedding 13347 Berlin
Schrader’s,52.55143,13.35866,Malplaquetstraße 16 Wedding 13347 Berlin
Gangnam,52.54888,13.36083,Nazarethkirchstraße 45 Wedding 13347 Berlin
Lino's Barbecue,52.54945,13.36151,Malplaquetstraße 43 Wedding 13347 Berlin
Chin Chin Weinstudio,52.55347,13.34421,Transvaalstraße 43 Wedding 13351 Berlin
Fedora Berliner Eismanufaktur,52.54726,13.3581,Müllerstraße 28 Wedding 13353 Berlin
Lebuffet,52.54613,13.3601,Müllerstraße 25 Wedding 13353 Berlin
BURGER KING,52.54596,13.35945,Müllerstraße 153 Wedding 13353 Berlin
Saray Restaurant,52.55037,13.35265,Seestraße 45 Wedding 13347 Berlin
Aman,52.54186,13.35601,Sprengelstraße 39 Wedding 13353 Berlin
Chotto Asian,52.55018,13.35294,Müllerstraße 40B Wedding 13353 Berlin
Pamfilya,52.54629,13.3586,Luxemburger Straße 1 Wedding 13353 Berlin
Lei's Küche,52.54966,13.35133,Seestraße 41 Wedding 13353 Berlin
Fredericks Cafe & Bar,52.55046,13.3492,Lüderitzstraße 10 Wedding 13351 Berlin
Cozymazu,52.54186,13.35601,Sprengelstraße 39 Wedding 13353 Berlin
Coffee Star,52.54767,13.35641,Müllerstraße 146 Wedding 13353 Berlin
Deichgraf,52.539705,13.352553,Nordufer 10 Wedding 13353 Berlin
Konya Gözleme,52.54425,13.35939,Triftstraße 8 Wedding 13353 Berlin
Motte,52.54966,13.36202,Nazarethkirchstraße 40 Wedding 13347 Berlin
The Coffee MAN,52.54646,13.35916,Leopoldplatz Wedding 13347 Berlin
Osteria bei Pino,52.54406,13.36036,Willdenowstraße 12 Wedding 13353 Berlin
Alles Perfetto bei Petersen,52.54613,13.3601,Müllerstraße 25 Wedding 13353 Berlin
La Fiamma Pizza Döner,52.54507,13.3623,Gerichtstraße 46 Wedding 13347 Berlin
Chopp&Roll,52.54613,13.3601,Müllerstraße 25 Wedding 13353 Berlin
Falafel al Amin,52.54444,13.35996,Triftstraße 6 Wedding 13353 Berlin
Jojo Kinderwelt,52.549,13.36101,Nazarethkirchstraße 44 Wedding 13347 Berlin
LaLuz,52.55335,13.36059,Oudenarder Straße 16 Wedding 13347 Berlin
Damaskus Konditorei,52.5474,13.35785,Müllerstraße 29 Wedding 13353 Berlin
Moccachino,52.55134,13.3509,Müllerstraße 44 Wedding 13349 Berlin
Funf & Sechzig,52.54011,13.35262,Torfstraße 9 Wedding 13353 Berlin
Ristoratrasse,52.55001,13.35828,Turiner Straße 24 Wedding 13347 Berlin
Kaiyo,52.54948,13.34766,Togostraße 4 Wedding 13351 Berlin
See Grillhaus,52.54954,13.35106,Seestraße 40 Wedding 13353 Berlin
Restaurant 12,52.54185,13.35748,Tegeler Straße 22 Wedding 13353 Berlin
Cafe Auszeit,52.54004,13.35288,Kiautschoustraße 12A Wedding 13353 Berlin
Carik Kuruyemis,52.54983,13.35356,Müllerstraße 39 Wedding 13353 Berlin
Imren Grill,52.5511,13.35038,Müllerstraße 134 Wedding 13349 Berlin
Royal Garden,52.55265,13.34762,Müllerstraße 127 Wedding 13349 Berlin
Simit Evi,52.54687,13.35661,Müllerstraße 147 Wedding 13353 Berlin
Chibee,52.54286,13.35617,Tegeler Straße 29A Wedding 13353 Berlin
Schupke,52.54319,13.35674,Triftstraße 58 Wedding 13353 Berlin
Krua Thai,52.54589,13.35794,Luxemburger Straße 4 Wedding 13353 Berlin
Naveenapath,52.54185,13.35748,Tegeler Straße 22 Wedding 13353 Berlin
Umi Restaurant Gendai No Kaishaku,52.55367,13.34678,Müllerstraße 55A Wedding 13349 Berlin
Uuu Chinese Dining,52.54189,13.35484,Sprengelstraße 15 Wedding 13353 Berlin
Agam Baklava,52.54846,13.35502,Müllerstraße 143A Wedding 13353 Berlin
Shikgoo,52.54269,13.35694,Tegeler Straße 25 Wedding 13353 Berlin
Lindengarten,52.53933,13.34998,Nordufer 15 Wedding 13353 Berlin
The Visit Coffee,52.54726,13.3581,Müllerstraße 28 Wedding 13353 Berlin
Pizza Max,52.54996,13.34938,Lüderitzstraße 3 Wedding 13351 Berlin
Taverna Hellas,52.5498,13.35803,Turiner Straße 23 Wedding 13347 Berlin
Asia Box,52.55001,13.35325,Müllerstraße 40 Wedding 13353 Berlin
Ya Karim,52.54973,13.35277,Müllerstraße 138A Wedding 13353 Berlin
St. Bess,52.54199,13.35663,Sprengelstraße 41 Wedding 13353 Berlin
Cafe am Ufer,52.54004,13.35288,Kiautschoustraße 12A Wedding 13353 Berlin
Kaplan,52.54674,13.35807,Müllerstraße 150 Wedding 13353 Berlin
H&H Asia Imbiss,52.54655,13.35927,Leopoldplatz sn Wedding 13347 Berlin
Asia Deli,52.54966,13.35133,Seestraße 41 Wedding 13353 Berlin
Café Tante Nanni,52.54191,13.35628,Sprengelstraße 40 Wedding 13353 Berlin
Grill Imbiss Chili,52.53612,13.35672,EllenEpsteinStraße 2 Moabit 10559 Berlin
Original Gemüse Kebap Servet's,52.54576,13.35857,Luxemburger Straße 33 Wedding 13353 Berlin
Xiao Chuan,52.54954,13.35106,Seestraße 40 Wedding 13353 Berlin
Milette,52.54948,13.34766,Togostraße 4 Wedding 13351 Berlin
Café / Bar- Planlos,52.55152,13.35708,Amsterdamer Straße 15 Wedding 13347 Berlin
Park-Café Rehberge,52.55161,13.33755,Afrikanische Straße Wedding 13351 Berlin
Alte Kantine Heinersdorf,52.57414,13.4449,Blankenburger Straße 23 Heinersdorf 13089 Berlin
Yu Garden,52.56991,13.43694,Rothenbachstraße 30 Heinersdorf 13089 Berlin
Heinersdorfer Krug,52.5682,13.43973,RomainRollandStraße 66 Heinersdorf 13089 Berlin
Trattoria Toscana Restaurant Pankow,52.5682,13.43973,RomainRollandStraße 66 Heinersdorf 13089 Berlin
Divan Döner Imbiss,52.56703,13.43925,TinoSchwierzinaStraße Heinersdorf 13089 Berlin
Ramonas Imbiss,52.56316,13.46088,An der Industriebahn 18 Weißensee 13088 Berlin
Curry Land,52.56442,13.44519,RomainRollandStraße 25 Heinersdorf 13089 Berlin
BURGER KING,52.56841,13.42834,Prenzlauer Promenade 69 Heinersdorf 13089 Berlin
Kentucky Fried Chicken,52.57223,13.42972,Prenzlauer Promenade 87 Heinersdorf 13089 Berlin
KFC,52.57223,13.42972,Prenzlauer Promenade 87 Heinersdorf 13089 Berlin
Kleingartenanlage Märchenland,52.574995,13.46488,ReinekeFuchsWeg 55 Stadtrandsiedlung Malchow 13088 Berlin
Märchenklause,52.574992,13.464896,ReinekeFuchsWeg Stadtrandsiedlung Malchow 13088 Berlin
Kebab Boy,52.56442,13.44519,RomainRollandStraße 25 Heinersdorf 13089 Berlin
Holy Everest,52.54697,13.4037,Gleimstraße 54 Prenzlauer Berg 10437 Berlin
C-B-D.One,52.54752,13.40246,Korsörer Straße 17 Prenzlauer Berg 10437 Berlin
Hirsch & Hase,52.54209,13.39374,Brunnenstraße 73 Gesundbrunnen 13355 Berlin
Tante Kathe Berlin,52.54027,13.40246,Bernauer Straße 63 Gesundbrunnen 13355 Berlin
Mauersegler,52.540683,13.403399,Bernauer Straße 63 Gesundbrunnen 13355 Berlin
Indira Stivale,52.5406,13.39261,Usedomer Straße 32 Gesundbrunnen 13355 Berlin
Hue Snack,52.548036,13.390252,Brunnenstraße Gesundbrunnen 13355 Berlin
Frau Kruger -das Cafe am Mauerpark,52.54828,13.40106,Kopenhagener Straße 37 Prenzlauer Berg 10437 Berlin
Graun Back,52.54326,13.3989,Graunstraße 40 Gesundbrunnen 13355 Berlin
Ristorante Il Paese,52.542,13.39768,Demminer Straße 13 Gesundbrunnen 13355 Berlin
Dalmacija,52.540325,13.39471,Brunnenstraße Gesundbrunnen 13355 Berlin
Asia Spezialitäten,52.5415,13.39316,Brunnenstraße 117 Gesundbrunnen 13355 Berlin
Akram Arabic Diner,52.54618,13.39027,Brunnenstraße 98 Gesundbrunnen 13355 Berlin
Sveda - Great Food & Drinks,52.54776,13.40108,Schwedter Straße 79 Prenzlauer Berg 10437 Berlin
Prinzen Falafel,52.54027,13.40246,Bernauer Straße 63 Gesundbrunnen 13355 Berlin
Maximilian,52.54316,13.39266,Brunnenstraße 78 Gesundbrunnen 13355 Berlin
Multi-Shop Eisenkralle,52.54341,13.39695,Swinemünder Straße Gesundbrunnen 13355 Berlin
TU Desayuno Berlin,52.54069,13.38975,Wattstraße Gesundbrunnen 13355 Berlin
Hongkong Garden,52.54618,13.39027,Brunnenstraße 98 Gesundbrunnen 13355 Berlin
Unicorn.Berlin,52.542,13.39051,Voltastraße 5 Gesundbrunnen 13355 Berlin
Fried ICE Cream,52.54027,13.40246,Bernauer Straße 63 Gesundbrunnen 13355 Berlin
Der Wurstmann,52.5423,13.39943,Wolliner Straße 34 Gesundbrunnen 13355 Berlin
Sun Day Burgers,52.542055,13.402537,Gesundbrunnen 13355 Berlin
Eis Henri,52.5459,13.39049,Brunnenstraße 96 Gesundbrunnen 13355 Berlin
Unicorn,52.54051,13.3948,Brunnenstraße 64 Gesundbrunnen 13355 Berlin
Cholila,52.54697,13.4037,Gleimstraße 54 Prenzlauer Berg 10437 Berlin
Reis Mama,52.54414,13.39191,Brunnenstraße 85 Gesundbrunnen 13355 Berlin
Prater,52.53983,13.41077,Kastanienallee 7 Prenzlauer Berg 10435 Berlin
Bonanza Coffee,52.53996,13.40545,Oderberger Straße 35 Prenzlauer Berg 10435 Berlin
Kochu Karu,52.54146,13.40909,Eberswalder Straße 35 Prenzlauer Berg 10437 Berlin
Oderquelle,52.54015,13.40607,Oderberger Straße 27 Prenzlauer Berg 10435 Berlin
The Bird,52.54674,13.40575,Am Falkplatz 5 Prenzlauer Berg 10437 Berlin
Mangelwirtschaft,52.55216,13.41179,PaulRobesonStraße 42 Prenzlauer Berg 10439 Berlin
Lola Was Here,52.55182,13.41081,Seelower Straße 8 Prenzlauer Berg 10439 Berlin
Song Nguu,52.54674,13.40575,Am Falkplatz 5 Prenzlauer Berg 10437 Berlin
Pune Indishes Restaurant & Cocktailbar,52.54023,13.40586,Oderberger Straße 28 Prenzlauer Berg 10435 Berlin
Yogu Ono,52.53848,13.41049,Oderberger Straße 6 Prenzlauer Berg 10435 Berlin
La Premiata Ditta Weinbar,52.5492,13.40958,Kopenhagener Straße 12 Prenzlauer Berg 10437 Berlin
Phuoc,52.55111,13.40532,Schivelbeiner Straße 26 Prenzlauer Berg 10439 Berlin
Neugruns Koche,52.54397,13.41202,Schönhauser Allee 135 Prenzlauer Berg 10437 Berlin
Goa II,52.54712,13.40869,Gleimstraße 17 Prenzlauer Berg 10437 Berlin
Salvatore Pulvermacher,52.54707,13.40948,Cantianstraße 21 Prenzlauer Berg 10437 Berlin
Par Creamery,52.53971,13.40611,Oderberger Straße 38 Prenzlauer Berg 10435 Berlin
Kohlenquelle,52.54915,13.40823,Kopenhagener Straße 16 Prenzlauer Berg 10437 Berlin
26 Shibuya,52.53743,13.40823,Kastanienallee 26 Prenzlauer Berg 10435 Berlin
Roji,52.539,13.40912,Oderberger Straße 11 Prenzlauer Berg 10435 Berlin
Morning Glory,52.53632,13.40764,Kastanienallee 75 Prenzlauer Berg 10435 Berlin
Tapitas,52.54734,13.41104,Gleimstraße 23 Prenzlauer Berg 10437 Berlin
Onkel Ho,52.54687,13.4059,Gleimstraße 10 Prenzlauer Berg 10437 Berlin
Ribs Revolution,52.53644,13.41054,Choriner Straße 35 Prenzlauer Berg 10435 Berlin
Restaurant 51,52.5387,13.40879,Oderberger Straße 51 Prenzlauer Berg 10435 Berlin
Arirang Bulgogi,52.55368,13.40981,Bornholmer Straße 85 Prenzlauer Berg 10439 Berlin
The Bird Barbecue,52.53778,13.41125,Oderberger Straße 61 Prenzlauer Berg 10435 Berlin
F Bar,52.55194,13.38675,Grüntaler Straße 9 Gesundbrunnen 13357 Berlin
My Daddy's Gelateria,52.55239,13.38737,Grüntaler Straße 13 Gesundbrunnen 13357 Berlin
Der Neue Weltempfaenger,52.53655,13.40074,Anklamer Straße 27 Mitte 10115 Berlin
Cookies and Cream,52.53939,13.40251,Kremmener Straße 8 Mitte 10435 Berlin
Vedis,52.54172,13.41178,Schönhauser Allee 142 Prenzlauer Berg 10437 Berlin
Kyo Japanese Grill,52.53783,13.40865,Kastanienallee 23 Prenzlauer Berg 10435 Berlin
Studio 8 Bar Gallery,52.55177,13.38653,Grüntaler Straße 8 Gesundbrunnen 13357 Berlin
Tbilisi,52.55188,13.4081,Schönfließer Straße 15 Prenzlauer Berg 10439 Berlin
Oderberger Restaurant,52.53802,13.4106,Oderberger Straße 57 Prenzlauer Berg 10435 Berlin
Cafe & Bar Norah,52.54693,13.40661,Gleimstraße 12 Prenzlauer Berg 10437 Berlin
Varga Hennecke,52.53919,13.40863,Oderberger Straße 14 Prenzlauer Berg 10435 Berlin
Mauerwinzer,52.53936,13.40214,Wolliner Straße 20 Mitte 10435 Berlin
Dong do,52.54129,13.41107,Eberswalder Straße 27 Prenzlauer Berg 10437 Berlin
Factory Kitchen,52.53681,13.39495,Rheinsberger Straße Mitte 10115 Berlin
Naan,52.53888,13.40831,Oderberger Straße 49 Prenzlauer Berg 10435 Berlin
Pane E Vino,52.54053,13.41151,Kastanienallee 2 Prenzlauer Berg 10435 Berlin
Morgenrot,52.53754,13.40892,Kastanienallee 85 Prenzlauer Berg 10435 Berlin
Omoni,52.54911,13.40894,Kopenhagener Straße 14 Prenzlauer Berg 10437 Berlin
Indian Village,52.54023,13.40586,Oderberger Straße 28 Prenzlauer Berg 10435 Berlin
Kauf Dich Glucklich,52.53925,13.40734,Oderberger Straße 44 Prenzlauer Berg 10435 Berlin
Die Schule,52.53711,13.40858,Kastanienallee 82 Prenzlauer Berg 10435 Berlin
"Fitery - Healthy, Sport & Fitness Food",52.54742,13.41195,Gleimstraße 27 Prenzlauer Berg 10437 Berlin
Café Krone,52.53971,13.40611,Oderberger Straße 38 Prenzlauer Berg 10435 Berlin
Holy Flat!,52.54095,13.41104,Eberswalder Straße 22 Prenzlauer Berg 10437 Berlin
Habba-Habba,52.53886,13.40975,Kastanienallee 15 Prenzlauer Berg 10435 Berlin
Burger World,52.53933,13.40826,Oderberger Straße 16 Prenzlauer Berg 10435 Berlin
Taco Love,52.54124,13.41168,Eberswalder Straße Prenzlauer Berg 10437 Berlin
Naschpunkt,52.55106,13.41085,Schivelbeiner Straße 10 Prenzlauer Berg 10439 Berlin
Wonderwaffel,52.551,13.38473,Grüntaler Straße 88 Gesundbrunnen 13357 Berlin
Shalimar,52.55232,13.38759,Bellermannstraße 17 Gesundbrunnen 13357 Berlin
"Cafe Haferkater, Mauerpark",52.54126,13.41134,Eberswalder Straße 26 Prenzlauer Berg 10437 Berlin
Aceto Lokanta,52.54027,13.41123,Kastanienallee 4 Prenzlauer Berg 10435 Berlin
Domino's Pizza,52.53962,13.39574,Stralsunder Straße 61 Gesundbrunnen 13355 Berlin
Engelberg,52.5397,13.40727,Oderberger Straße 21 Prenzlauer Berg 10435 Berlin
Weinerei Perlin,52.53584,13.40486,Griebenowstraße 5 Mitte 10435 Berlin
Kani Mani,52.53898,13.41045,Kastanienallee 95 Prenzlauer Berg 10435 Berlin
Asteria,52.5416,13.4118,Schönhauser Allee 143 Prenzlauer Berg 10437 Berlin
El Sabor,52.54687,13.4059,Gleimstraße 10 Prenzlauer Berg 10437 Berlin
Restaurant les Valseuses,52.54131,13.41083,Eberswalder Straße 28 Prenzlauer Berg 10437 Berlin
Labyrinth,52.53933,13.40826,Oderberger Straße 16 Prenzlauer Berg 10435 Berlin
Vielfalter,52.5367,13.39689,Brunnenstraße 147 Mitte 10115 Berlin
Ristorante Bella Italia,52.54745,13.38923,Brunnenstraße 104 Gesundbrunnen 13355 Berlin
BURGER KING,52.5377,13.40851,Kastanienallee 24 Prenzlauer Berg 10435 Berlin
K'UPS,52.53981,13.41132,Kastanienallee 102 Prenzlauer Berg 10435 Berlin
Kapitalist,52.53815,13.41137,Oderberger Straße 2 Prenzlauer Berg 10435 Berlin
Rocca Pizza,52.54691,13.40631,Gleimstraße 11 Prenzlauer Berg 10437 Berlin
Sobhi Ismail,52.53886,13.40975,Kastanienallee 15 Prenzlauer Berg 10435 Berlin
Eismännchen,52.39362,13.24453,Iserstraße 8 14513 Teltow
Shi Shan China Restaurant,52.39817,13.24492,Potsdamer Straße 10 14513 Teltow
Trattoria Toscana,52.39362,13.24453,Iserstraße 8 14513 Teltow
Athos,52.39336,13.2446,Iserstraße 10 14513 Teltow
Trattoria Vino E Cucina,52.40067,13.24446,Oderstraße 45 14513 Teltow
Ristorante Casa Mia,52.40132,13.25445,Potsdamer Straße 41 14513 Teltow
Taverna Samos,52.40129,13.26146,Potsdamer Straße 68 14513 Teltow
Nuova Italia Ristorante,52.40012,13.24683,Rheinstraße 7A 14513 Teltow
Domino's Pizza,52.40172,13.25931,Potsdamer Straße 53 14513 Teltow
Clubrestaurant in Sportpark,52.40179,13.23578,Fontanestraße 31 14532 Kleinmachnow
